Entity,Code,Year,Fossil fuels per capita (kWh)
Indonesia,IDN,1982,2125.897
Indonesia,IDN,1983,2189.4287
Indonesia,IDN,1984,2357.7927
Indonesia,IDN,1985,2441.6423
Indonesia,IDN,1986,2529.6487
Indonesia,IDN,1987,2621.157
Indonesia,IDN,1988,2712.197
Indonesia,IDN,1989,2941.0554
Indonesia,IDN,1990,3171.8347
Indonesia,IDN,1991,3388.2236
Indonesia,IDN,1992,3634.1904
Indonesia,IDN,1993,3830.5156
Indonesia,IDN,1994,3957.8062
Indonesia,IDN,1995,4236.8105
Indonesia,IDN,1996,4471.307
Indonesia,IDN,1997,4826.3574
Indonesia,IDN,1998,4597.4136
Indonesia,IDN,1999,4953.2
Indonesia,IDN,2000,5232.2188
Indonesia,IDN,2001,5504.0815
Indonesia,IDN,2002,5605.7144
Indonesia,IDN,2003,6029.8457
Indonesia,IDN,2004,5884.49
Indonesia,IDN,2005,5974.963
Indonesia,IDN,2006,6016.228
Indonesia,IDN,2007,6363.2983
Indonesia,IDN,2008,6339.6514
Indonesia,IDN,2009,6424.887
Indonesia,IDN,2010,6814.1406
Indonesia,IDN,2011,7176.7056
Indonesia,IDN,2012,7309.236
Indonesia,IDN,2013,6826.406
Indonesia,IDN,2014,6848.658
Indonesia,IDN,2015,6921.25
Indonesia,IDN,2016,6835.9277
Indonesia,IDN,2017,7032.367
Indonesia,IDN,2018,7429.167
Indonesia,IDN,2019,7824.044
Indonesia,IDN,2020,7145.8804
Indonesia,IDN,2021,7214.8003
Indonesia,IDN,2022,9129.119
Indonesia,IDN,2023,9059.86
Iran,IRN,1965,3738.0632
Iran,IRN,1966,3959.8223
Iran,IRN,1967,4238.6714
Iran,IRN,1968,4536.7095
Iran,IRN,1969,4845.4736
Iran,IRN,1970,5578.617
Iran,IRN,1971,5943.922
Iran,IRN,1972,6504.7266
Iran,IRN,1973,7672.2925
Iran,IRN,1974,8459.183
Iran,IRN,1975,9602.463
Iran,IRN,1976,10493.931
Iran,IRN,1977,11561.291
Iran,IRN,1978,10760.527
Iran,IRN,1979,11343.947
Iran,IRN,1980,10112.76
Iran,IRN,1981,9623.314
Iran,IRN,1982,10377.374
Iran,IRN,1983,11983.22
Iran,IRN,1984,12554.952
Iran,IRN,1985,13254.686
Iran,IRN,1986,11907.342
Iran,IRN,1987,12339.324
Iran,IRN,1988,12189.086
Iran,IRN,1989,13068.735
Iran,IRN,1990,14149.599
Iran,IRN,1991,14892.835
Iran,IRN,1992,15936.93
Iran,IRN,1993,14552.688
Iran,IRN,1994,16476.475
Iran,IRN,1995,16997.062
Iran,IRN,1996,18260.553
Iran,IRN,1997,18702.89
Iran,IRN,1998,19119.72
Iran,IRN,1999,20415.078
Iran,IRN,2000,21134.986
Iran,IRN,2001,22196.268
Iran,IRN,2002,23807.547
Iran,IRN,2003,23961.666
Iran,IRN,2004,26026.557
Iran,IRN,2005,27054.092
Iran,IRN,2006,29003.518
Iran,IRN,2007,30459.473
Iran,IRN,2008,31396.146
Iran,IRN,2009,31751.764
Iran,IRN,2010,31864.209
Iran,IRN,2011,32708.865
Iran,IRN,2012,32494.855
Iran,IRN,2013,33143.285
Iran,IRN,2014,33995.758
Iran,IRN,2015,32897.086
Iran,IRN,2016,33927.59
Iran,IRN,2017,34678.99
Iran,IRN,2018,35620.734
Iran,IRN,2019,36449.31
Iran,IRN,2020,37879.355
Iran,IRN,2021,37219.195
Iran,IRN,2022,38495.457
Iran,IRN,2023,38691.266
Iraq,IRQ,2017,14170.75
Iraq,IRQ,2018,14404.442
Iraq,IRQ,2019,15051.832
Ireland,IRL,1979,30234.973
Ireland,IRL,1980,28881.453
Ireland,IRL,1981,27868.84
Ireland,IRL,1982,27501.785
Ireland,IRL,1983,26943.8
Ireland,IRL,1984,26591.156
Ireland,IRL,1985,27686.209
Ireland,IRL,1986,29805.387
Ireland,IRL,1987,30364.049
Ireland,IRL,1988,30194.041
Ireland,IRL,1989,31409.465
Ireland,IRL,1990,33231.85
Ireland,IRL,1991,34311.664
Ireland,IRL,1992,34176.715
Ireland,IRL,1993,34780.047
Ireland,IRL,1994,36005.8
Ireland,IRL,1995,36727.367
Ireland,IRL,1996,38476.49
Ireland,IRL,1997,39371.62
Ireland,IRL,1998,41679.64
Ireland,IRL,1999,43600.95
Ireland,IRL,2000,45058.2
Ireland,IRL,2001,47042.203
Ireland,IRL,2002,45528.76
Ireland,IRL,2003,43834.76
Ireland,IRL,2004,43728.254
Ireland,IRL,2005,44345.406
Ireland,IRL,2006,44203.062
Ireland,IRL,2007,43379.25
Ireland,IRL,2008,41685.367
Ireland,IRL,2009,36479.72
Ireland,IRL,2010,36858.07
Ireland,IRL,2011,33906.03
Ireland,IRL,2012,33273.816
Ireland,IRL,2013,32311.059
Ireland,IRL,2014,31514.48
Ireland,IRL,2015,32383.404
Ireland,IRL,2016,33901.582
Ireland,IRL,2017,32799.8
Ireland,IRL,2018,32523.857
Ireland,IRL,2019,31375.68
Ireland,IRL,2020,27938.451
Ireland,IRL,2021,29369.143
Ireland,IRL,2022,29604.428
Ireland,IRL,2023,27773.898
Israel,ISR,1980,24722.584
Israel,ISR,1981,24667.633
Israel,ISR,1982,26134.555
Israel,ISR,1983,25584.684
Israel,ISR,1984,25983.723
Israel,ISR,1985,23488.953
Israel,ISR,1986,24057.135
Israel,ISR,1987,25114.232
Israel,ISR,1988,26185.271
Israel,ISR,1989,26627.947
Israel,ISR,1990,26883.107
Israel,ISR,1991,26555.662
Israel,ISR,1992,30143.557
Israel,ISR,1993,31898.97
Israel,ISR,1994,32452.564
Israel,ISR,1995,35616.67
Israel,ISR,1996,36031.4
Israel,ISR,1997,38503.953
Israel,ISR,1998,39648.945
Israel,ISR,1999,40235.31
Israel,ISR,2000,37155.652
Israel,ISR,2001,36414.6
Israel,ISR,2002,36429.594
Israel,ISR,2003,36842.88
Israel,ISR,2004,36878.996
Israel,ISR,2005,36394.348
Israel,ISR,2006,35975.68
Israel,ISR,2007,36669.67
Israel,ISR,2008,37068.51
Israel,ISR,2009,35357.58
Israel,ISR,2010,36085.27
Israel,ISR,2011,36069.1
Israel,ISR,2012,37043.4
Israel,ISR,2013,34366.004
Israel,ISR,2014,32795.492
Israel,ISR,2015,33883.82
Israel,ISR,2016,33752.98
Israel,ISR,2017,33746.48
Israel,ISR,2018,33865.797
Israel,ISR,2019,33951.055
Israel,ISR,2020,31174.807
Israel,ISR,2021,31119.898
Israel,ISR,2022,32213.994
Israel,ISR,2023,31346.912
Italy,ITA,1965,15252.905
Italy,ITA,1966,16543.133
Italy,ITA,1967,18121.703
Italy,ITA,1968,19670.861
Italy,ITA,1969,21364.555
Italy,ITA,1970,23651.611
Italy,ITA,1971,24958.193
Italy,ITA,1972,26009.441
Italy,ITA,1973,27299.904
Italy,ITA,1974,27054.16
Italy,ITA,1975,26090.473
Italy,ITA,1976,27640.72
Italy,ITA,1977,26999.543
Italy,ITA,1978,27867.664
Italy,ITA,1979,28794.363
Italy,ITA,1980,27908.086
Italy,ITA,1981,27286.143
Italy,ITA,1982,26542.268
Italy,ITA,1983,25977.293
Italy,ITA,1984,26307.791
Italy,ITA,1985,26257.266
Italy,ITA,1986,26941.795
Italy,ITA,1987,28325.26
Italy,ITA,1988,29007.744
Italy,ITA,1989,30235.63
Italy,ITA,1990,30869.578
Italy,ITA,1991,31320.445
Italy,ITA,1992,31150.586
Italy,ITA,1993,30451.164
Italy,ITA,1994,30211.85
Italy,ITA,1995,31891.756
Italy,ITA,1996,31625.91
Italy,ITA,1997,32199.582
Italy,ITA,1998,32973.438
Italy,ITA,1999,33715.055
Italy,ITA,2000,34214.336
Italy,ITA,2001,34002.03
Italy,ITA,2002,34008.35
Italy,ITA,2003,35063.156
Italy,ITA,2004,35237.258
Italy,ITA,2005,35372.855
Italy,ITA,2006,34959.434
Italy,ITA,2007,34198.258
Italy,ITA,2008,32737.068
Italy,ITA,2009,29598.832
Italy,ITA,2010,30154.527
Italy,ITA,2011,29142.582
Italy,ITA,2012,27720.693
Italy,ITA,2013,25389.186
Italy,ITA,2014,23447.893
Italy,ITA,2015,24853.418
Italy,ITA,2016,25083.414
Italy,ITA,2017,25688.057
Italy,ITA,2018,25469.297
Italy,ITA,2019,25021.668
Italy,ITA,2020,22201.4
Italy,ITA,2021,24308.145
Italy,ITA,2022,24294.357
Italy,ITA,2023,22643.973
Japan,JPN,1965,16154.097
Japan,JPN,1966,18340.178
Japan,JPN,1967,20956.025
Japan,JPN,1968,22847.215
Japan,JPN,1969,26606.885
Japan,JPN,1970,30186.268
Japan,JPN,1971,30989.744
Japan,JPN,1972,32857.137
Japan,JPN,1973,36320.465
Japan,JPN,1974,34829.89
Japan,JPN,1975,33902.86
Japan,JPN,1976,34846.26
Japan,JPN,1977,34660.29
Japan,JPN,1978,34536.746
Japan,JPN,1979,34402.676
Japan,JPN,1980,32306.521
Japan,JPN,1981,31413.229
Japan,JPN,1982,29704.11
Japan,JPN,1983,30154.06
Japan,JPN,1984,31046.088
Japan,JPN,1985,30905.268
Japan,JPN,1986,30591.121
Japan,JPN,1987,31627.588
Japan,JPN,1988,33521.332
Japan,JPN,1989,34137.06
Japan,JPN,1990,35085.91
Japan,JPN,1991,35910.7
Japan,JPN,1992,36454.21
Japan,JPN,1993,36095.73
Japan,JPN,1994,37987.637
Japan,JPN,1995,38428.312
Japan,JPN,1996,39071.75
Japan,JPN,1997,39107.56
Japan,JPN,1998,38085.367
Japan,JPN,1999,39065.312
Japan,JPN,2000,39797.36
Japan,JPN,2001,39274.535
Japan,JPN,2002,39233.41
Japan,JPN,2003,40733.523
Japan,JPN,2004,40169.31
Japan,JPN,2005,41058.516
Japan,JPN,2006,40446.44
Japan,JPN,2007,40802.51
Japan,JPN,2008,40492.84
Japan,JPN,2009,35960.164
Japan,JPN,2010,37992.56
Japan,JPN,2011,38395.664
Japan,JPN,2012,41083.32
Japan,JPN,2013,40703.45
Japan,JPN,2014,39657.9
Japan,JPN,2015,38672.41
Japan,JPN,2016,38021.918
Japan,JPN,2017,38132.48
Japan,JPN,2018,37308.977
Japan,JPN,2019,36220.367
Japan,JPN,2020,33450.93
Japan,JPN,2021,34636.355
Japan,JPN,2022,34646.324
Japan,JPN,2023,32709.63
Kazakhstan,KAZ,1985,50645.824
Kazakhstan,KAZ,1986,50893.465
Kazakhstan,KAZ,1987,50747.973
Kazakhstan,KAZ,1988,51263.14
Kazakhstan,KAZ,1989,49544.77
Kazakhstan,KAZ,1990,49662.973
Kazakhstan,KAZ,1991,49177.78
Kazakhstan,KAZ,1992,48456.004
Kazakhstan,KAZ,1993,42658.484
Kazakhstan,KAZ,1994,38108
Kazakhstan,KAZ,1995,34918.117
Kazakhstan,KAZ,1996,30925.791
Kazakhstan,KAZ,1997,27781.037
Kazakhstan,KAZ,1998,26792.451
Kazakhstan,KAZ,1999,25486.498
Kazakhstan,KAZ,2000,22806.006
Kazakhstan,KAZ,2001,25681.8
Kazakhstan,KAZ,2002,25946.77
Kazakhstan,KAZ,2003,28519.605
Kazakhstan,KAZ,2004,30112.65
Kazakhstan,KAZ,2005,30794.748
Kazakhstan,KAZ,2006,32945.42
Kazakhstan,KAZ,2007,36222.49
Kazakhstan,KAZ,2008,37938.39
Kazakhstan,KAZ,2009,33519.227
Kazakhstan,KAZ,2010,35418.28
Kazakhstan,KAZ,2011,39861.902
Kazakhstan,KAZ,2012,41449.484
Kazakhstan,KAZ,2013,40962.312
Kazakhstan,KAZ,2014,42443.965
Kazakhstan,KAZ,2015,34226.887
Kazakhstan,KAZ,2016,37571.504
Kazakhstan,KAZ,2017,40073.266
Kazakhstan,KAZ,2018,41015.184
Kazakhstan,KAZ,2019,41028.434
Kazakhstan,KAZ,2020,37124.52
Kazakhstan,KAZ,2021,41115.29
Kazakhstan,KAZ,2022,40449.348
Kazakhstan,KAZ,2023,40325.87
Kuwait,KWT,2000,109536.44
Kuwait,KWT,2001,107600.5
Kuwait,KWT,2002,110790.91
Kuwait,KWT,2003,128997.9
Kuwait,KWT,2004,140639.6
Kuwait,KWT,2005,149455.02
Kuwait,KWT,2006,135875.53
Kuwait,KWT,2007,124447.086
Kuwait,KWT,2008,127410.766
Kuwait,KWT,2009,122660.586
Kuwait,KWT,2010,133508.5
Kuwait,KWT,2011,125379.16
Kuwait,KWT,2012,117201.99
Kuwait,KWT,2013,116364.945
Kuwait,KWT,2014,109965.305
Kuwait,KWT,2015,113736.98
Kuwait,KWT,2016,109394.28
Kuwait,KWT,2017,107962.33
Kuwait,KWT,2018,106504.36
Kuwait,KWT,2019,94592.94
Kuwait,KWT,2020,91209.484
Kuwait,KWT,2021,99665.63
Kuwait,KWT,2022,101181.68
Kuwait,KWT,2023,101548.734
Latvia,LVA,1985,36714.54
Latvia,LVA,1986,33682.977
Latvia,LVA,1987,29526.426
Latvia,LVA,1988,28316.03
Latvia,LVA,1989,27613.287
Latvia,LVA,1990,27207.44
Latvia,LVA,1991,26127.73
Latvia,LVA,1992,18618.945
Latvia,LVA,1993,15404.687
Latvia,LVA,1994,14521.672
Latvia,LVA,1995,13961.649
Latvia,LVA,1996,14190.277
Latvia,LVA,1997,13219.672
Latvia,LVA,1998,13277.543
Latvia,LVA,1999,12543.885
Latvia,LVA,2000,12289.738
Latvia,LVA,2001,13700.639
Latvia,LVA,2002,14516.004
Latvia,LVA,2003,14701.956
Latvia,LVA,2004,16052.498
Latvia,LVA,2005,16628.648
Latvia,LVA,2006,16589.967
Latvia,LVA,2007,17413.95
Latvia,LVA,2008,17289.344
Latvia,LVA,2009,15909.924
Latvia,LVA,2010,18672.34
Latvia,LVA,2011,17095.893
Latvia,LVA,2012,16727.598
Latvia,LVA,2013,16797.38
Latvia,LVA,2014,16238.265
Latvia,LVA,2015,16857.516
Latvia,LVA,2016,17534.809
Latvia,LVA,2017,17302.104
Latvia,LVA,2018,17230.428
Latvia,LVA,2019,18518.146
Latvia,LVA,2020,15932.275
Latvia,LVA,2021,16990.518
Latvia,LVA,2022,15091.6875
Latvia,LVA,2023,14966.555
Lithuania,LTU,1985,41556.668
Lithuania,LTU,1986,37147.98
Lithuania,LTU,1987,39533.145
Lithuania,LTU,1988,38830.31
Lithuania,LTU,1989,39803.137
Lithuania,LTU,1990,38699.367
Lithuania,LTU,1991,41472.008
Lithuania,LTU,1992,23420.834
Lithuania,LTU,1993,17807.97
Lithuania,LTU,1994,17477.604
Lithuania,LTU,1995,17271.55
Lithuania,LTU,1996,18209.557
Lithuania,LTU,1997,17712.062
Lithuania,LTU,1998,18591.426
Lithuania,LTU,1999,16226.644
Lithuania,LTU,2000,14892.124
Lithuania,LTU,2001,16110.332
Lithuania,LTU,2002,16304.228
Lithuania,LTU,2003,16766.383
Lithuania,LTU,2004,17636.547
Lithuania,LTU,2005,19142.244
Lithuania,LTU,2006,19443.82
Lithuania,LTU,2007,21431.418
Lithuania,LTU,2008,21311.56
Lithuania,LTU,2009,18360.207
Lithuania,LTU,2010,20098.104
Lithuania,LTU,2011,20981.492
Lithuania,LTU,2012,21083.963
Lithuania,LTU,2013,19292.094
Lithuania,LTU,2014,18760.172
Lithuania,LTU,2015,19764.055
Lithuania,LTU,2016,20189.621
Lithuania,LTU,2017,21104.088
Lithuania,LTU,2018,22228.857
Lithuania,LTU,2019,22083.98
Lithuania,LTU,2020,21983.818
Lithuania,LTU,2021,22041.352
Lithuania,LTU,2022,20133.79
Lithuania,LTU,2023,20136.857
Lower-middle-income countries,,1965,849.9788
Lower-middle-income countries,,1966,891.574
Lower-middle-income countries,,1967,906.6086
Lower-middle-income countries,,1968,951.7366
Lower-middle-income countries,,1969,998.53394
Lower-middle-income countries,,1970,1001.59015
Lower-middle-income countries,,1971,1014.9093
Lower-middle-income countries,,1972,1054.0563
Lower-middle-income countries,,1973,1091.6079
Lower-middle-income countries,,1974,1126.3387
Lower-middle-income countries,,1975,1197.2736
Lower-middle-income countries,,1976,1234.6302
Lower-middle-income countries,,1977,1302.6473
Lower-middle-income countries,,1978,1297.0035
Lower-middle-income countries,,1979,1382.5898
Lower-middle-income countries,,1980,1392.1477
Lower-middle-income countries,,1981,1474.6681
Lower-middle-income countries,,1982,1528.6841
Lower-middle-income countries,,1983,1620.7776
Lower-middle-income countries,,1984,1656.2915
Lower-middle-income countries,,1985,3400.8677
Lower-middle-income countries,,1986,3403.7695
Lower-middle-income countries,,1987,3478.5076
Lower-middle-income countries,,1988,3475.9844
Lower-middle-income countries,,1989,3492.4277
Lower-middle-income countries,,1990,3780.0166
Lower-middle-income countries,,1991,3691.4639
Lower-middle-income countries,,1992,3517.9514
Lower-middle-income countries,,1993,3318.0447
Lower-middle-income countries,,1994,3245.6985
Lower-middle-income countries,,1995,3331.1494
Lower-middle-income countries,,1996,3343.004
Lower-middle-income countries,,1997,3368.8772
Lower-middle-income countries,,1998,3390.018
Lower-middle-income countries,,1999,3457.7522
Lower-middle-income countries,,2000,3530.9604
Lower-middle-income countries,,2001,3537.5852
Lower-middle-income countries,,2002,3610.9739
Lower-middle-income countries,,2003,3647.2786
Lower-middle-income countries,,2004,3807.3643
Lower-middle-income countries,,2005,3931.956
Lower-middle-income countries,,2006,4010.9482
Lower-middle-income countries,,2007,4195.2163
Lower-middle-income countries,,2008,4319.937
Lower-middle-income countries,,2009,4374.9326
Lower-middle-income countries,,2010,4469.924
Lower-middle-income countries,,2011,4582.6313
Lower-middle-income countries,,2012,4671.503
Lower-middle-income countries,,2013,4691.1245
Lower-middle-income countries,,2014,4812.9785
Lower-middle-income countries,,2015,4840.414
Lower-middle-income countries,,2016,4895.924
Lower-middle-income countries,,2017,5075.5312
Lower-middle-income countries,,2018,5254.27
Lower-middle-income countries,,2019,5305.4136
Lower-middle-income countries,,2020,5039.0244
Lower-middle-income countries,,2021,5250.882
Lower-middle-income countries,,2022,5286.792
Lower-middle-income countries,,2023,5458.4834
Luxembourg,LUX,1965,125983.69
Luxembourg,LUX,1966,119552.98
Luxembourg,LUX,1967,116793.19
Luxembourg,LUX,1968,125805.98
Luxembourg,LUX,1969,135060.73
Luxembourg,LUX,1970,139754.66
Luxembourg,LUX,1971,133634.83
Luxembourg,LUX,1972,136108.36
Luxembourg,LUX,1973,143086.84
Luxembourg,LUX,1974,144202.52
Luxembourg,LUX,1975,118992.51
Luxembourg,LUX,1976,118635.125
Luxembourg,LUX,1977,109548.14
Luxembourg,LUX,1978,113130.2
Luxembourg,LUX,1979,115644.01
Luxembourg,LUX,1980,106278.6
Luxembourg,LUX,1981,90518.49
Luxembourg,LUX,1982,84708.266
Luxembourg,LUX,1983,79058.81
Luxembourg,LUX,1984,85102.38
Luxembourg,LUX,1985,87387.02
Luxembourg,LUX,1986,84891.53
Luxembourg,LUX,1987,79520.61
Luxembourg,LUX,1988,80941.64
Luxembourg,LUX,1989,92447.875
Luxembourg,LUX,1990,96791.94
Luxembourg,LUX,1991,102575.625
Luxembourg,LUX,1992,101649.63
Luxembourg,LUX,1993,101646.734
Luxembourg,LUX,1994,96276.445
Luxembourg,LUX,1995,82455.7
Luxembourg,LUX,1996,83911.87
Luxembourg,LUX,1997,80901.58
Luxembourg,LUX,1998,76870.375
Luxembourg,LUX,1999,80341.79
Luxembourg,LUX,2000,84232.09
Luxembourg,LUX,2001,89217.24
Luxembourg,LUX,2002,96728.55
Luxembourg,LUX,2003,100331.24
Luxembourg,LUX,2004,111848.38
Luxembourg,LUX,2005,111728.9
Luxembourg,LUX,2006,107765.38
Luxembourg,LUX,2007,101783.08
Luxembourg,LUX,2008,99120.56
Luxembourg,LUX,2009,93077.45
Luxembourg,LUX,2010,96361.93
Luxembourg,LUX,2011,91805.05
Luxembourg,LUX,2012,87676.82
Luxembourg,LUX,2013,81055.984
Luxembourg,LUX,2014,76148.305
Luxembourg,LUX,2015,71774.78
Luxembourg,LUX,2016,68829.23
Luxembourg,LUX,2017,69403.67
Luxembourg,LUX,2018,70922.484
Luxembourg,LUX,2019,70234.88
Luxembourg,LUX,2020,57319.543
Luxembourg,LUX,2021,60717.13
Luxembourg,LUX,2022,53171.402
Luxembourg,LUX,2023,50604.4
Malaysia,MYS,1970,3949.8076
Malaysia,MYS,1971,4392.2227
Malaysia,MYS,1972,4782.5903
Malaysia,MYS,1973,4949.1387
Malaysia,MYS,1974,4927.4478
Malaysia,MYS,1975,4966.6523
Malaysia,MYS,1976,5453.083
Malaysia,MYS,1977,6299.744
Malaysia,MYS,1978,8178.9736
Malaysia,MYS,1979,9150.046
Malaysia,MYS,1980,9265.178
Malaysia,MYS,1981,9309.121
Malaysia,MYS,1982,9749.091
Malaysia,MYS,1983,10899.81
Malaysia,MYS,1984,11116.755
Malaysia,MYS,1985,10639.337
Malaysia,MYS,1986,11342.441
Malaysia,MYS,1987,11217.115
Malaysia,MYS,1988,11356.526
Malaysia,MYS,1989,12534.345
Malaysia,MYS,1990,13077.46
Malaysia,MYS,1991,16023.865
Malaysia,MYS,1992,17697.732
Malaysia,MYS,1993,17226.408
Malaysia,MYS,1994,17590.086
Malaysia,MYS,1995,18849.223
Malaysia,MYS,1996,20732.895
Malaysia,MYS,1997,23676.77
Malaysia,MYS,1998,22111.412
Malaysia,MYS,1999,22670
Malaysia,MYS,2000,25659.174
Malaysia,MYS,2001,25747.527
Malaysia,MYS,2002,26595.418
Malaysia,MYS,2003,28216.72
Malaysia,MYS,2004,29753.021
Malaysia,MYS,2005,31476.67
Malaysia,MYS,2006,31074.904
Malaysia,MYS,2007,32496.963
Malaysia,MYS,2008,32809.344
Malaysia,MYS,2009,31162.104
Malaysia,MYS,2010,31730.775
Malaysia,MYS,2011,31585.357
Malaysia,MYS,2012,33947.586
Malaysia,MYS,2013,34793.297
Malaysia,MYS,2014,34470.91
Malaysia,MYS,2015,34421.12
Malaysia,MYS,2016,35237.793
Malaysia,MYS,2017,34692.074
Malaysia,MYS,2018,34842.598
Malaysia,MYS,2019,35261.71
Malaysia,MYS,2020,33319.11
Malaysia,MYS,2021,34194.44
Malaysia,MYS,2022,36152.355
Malaysia,MYS,2023,35850.625
Mexico,MEX,1965,6250.115
Mexico,MEX,1966,6352.682
Mexico,MEX,1967,6219.693
Mexico,MEX,1968,6516.4336
Mexico,MEX,1969,6954.5337
Mexico,MEX,1970,7151.8633
Mexico,MEX,1971,7355.6255
Mexico,MEX,1972,7912.351
Mexico,MEX,1973,8285.694
Mexico,MEX,1974,8902.519
Mexico,MEX,1975,9357.678
Mexico,MEX,1976,9614.422
Mexico,MEX,1977,9801.593
Mexico,MEX,1978,10960.942
Mexico,MEX,1979,11760.889
Mexico,MEX,1980,12609.443
Mexico,MEX,1981,13382.935
Mexico,MEX,1982,13768.683
Mexico,MEX,1983,13422.527
Mexico,MEX,1984,13702.497
Mexico,MEX,1985,13966.241
Mexico,MEX,1986,13487.386
Mexico,MEX,1987,13762.588
Mexico,MEX,1988,13534.314
Mexico,MEX,1989,13965.897
Mexico,MEX,1990,14975.479
Mexico,MEX,1991,15141.17
Mexico,MEX,1992,15006.241
Mexico,MEX,1993,14701.9
Mexico,MEX,1994,15566.869
Mexico,MEX,1995,14619.06
Mexico,MEX,1996,14676.027
Mexico,MEX,1997,14897.366
Mexico,MEX,1998,15379.851
Mexico,MEX,1999,15098.726
Mexico,MEX,2000,15866.979
Mexico,MEX,2001,15620.509
Mexico,MEX,2002,15874.146
Mexico,MEX,2003,15948.56
Mexico,MEX,2004,16583.523
Mexico,MEX,2005,17894.123
Mexico,MEX,2006,17877.926
Mexico,MEX,2007,17898.035
Mexico,MEX,2008,18173.977
Mexico,MEX,2009,17929.121
Mexico,MEX,2010,17593.861
Mexico,MEX,2011,18112.566
Mexico,MEX,2012,18137.041
Mexico,MEX,2013,17915.207
Mexico,MEX,2014,17328.951
Mexico,MEX,2015,17006.129
Mexico,MEX,2016,17220.443
Mexico,MEX,2017,17321.303
Mexico,MEX,2018,16786.457
Mexico,MEX,2019,16455.648
Mexico,MEX,2020,14507.214
Mexico,MEX,2021,15217.7295
Mexico,MEX,2022,15887.447
Mexico,MEX,2023,16464.895
Morocco,MAR,1965,1059.203
Morocco,MAR,1966,1475.3055
Morocco,MAR,1967,1550.9716
Morocco,MAR,1968,1609.6403
Morocco,MAR,1969,1678.0184
Morocco,MAR,1970,1728.0583
Morocco,MAR,1971,1772.3291
Morocco,MAR,1972,1876.1157
Morocco,MAR,1973,2136.605
Morocco,MAR,1974,2217.27
Morocco,MAR,1975,2257.148
Morocco,MAR,1976,2404.0864
Morocco,MAR,1977,2589.9695
Morocco,MAR,1978,2684.7168
Morocco,MAR,1979,2917.6675
Morocco,MAR,1980,2860.7783
Morocco,MAR,1981,2767.2976
Morocco,MAR,1982,2846.6152
Morocco,MAR,1983,2863.1436
Morocco,MAR,1984,2847.3623
Morocco,MAR,1985,2859.4333
Morocco,MAR,1986,2875.592
Morocco,MAR,1987,2883.4077
Morocco,MAR,1988,2981.3367
Morocco,MAR,1989,3206.29
Morocco,MAR,1990,3221.2292
Morocco,MAR,1991,3208.6702
Morocco,MAR,1992,3579.7783
Morocco,MAR,1993,3621.3716
Morocco,MAR,1994,3891.775
Morocco,MAR,1995,3783.7856
Morocco,MAR,1996,3752.968
Morocco,MAR,1997,3839.615
Morocco,MAR,1998,3920.4734
Morocco,MAR,1999,4118.6973
Morocco,MAR,2000,4032.686
Morocco,MAR,2001,4278.1597
Morocco,MAR,2002,4336.5244
Morocco,MAR,2003,4237.195
Morocco,MAR,2004,4774.861
Morocco,MAR,2005,5191.2812
Morocco,MAR,2006,5232.947
Morocco,MAR,2007,5119.291
Morocco,MAR,2008,5586.19
Morocco,MAR,2009,5228.139
Morocco,MAR,2010,5652.3384
Morocco,MAR,2011,5996.4497
Morocco,MAR,2012,6055.178
Morocco,MAR,2013,6007.5825
Morocco,MAR,2014,6055.053
Morocco,MAR,2015,6025.9453
Morocco,MAR,2016,6006.062
Morocco,MAR,2017,6233.538
Morocco,MAR,2018,6253.0957
Morocco,MAR,2019,6719.7544
Morocco,MAR,2020,6110.9746
Morocco,MAR,2021,6710.1064
Morocco,MAR,2022,6631.5874
Morocco,MAR,2023,6563.732
Netherlands,NLD,1965,33721.645
Netherlands,NLD,1966,35679.16
Netherlands,NLD,1967,37274.477
Netherlands,NLD,1968,41196.305
Netherlands,NLD,1969,45328.902
Netherlands,NLD,1970,50526.875
Netherlands,NLD,1971,52675.934
Netherlands,NLD,1972,60582.566
Netherlands,NLD,1973,63694.586
Netherlands,NLD,1974,59485.777
Netherlands,NLD,1975,59339.926
Netherlands,NLD,1976,64218.42
Netherlands,NLD,1977,62647.73
Netherlands,NLD,1978,63357.105
Netherlands,NLD,1979,65201.08
Netherlands,NLD,1980,60650.074
Netherlands,NLD,1981,57201.82
Netherlands,NLD,1982,52635.984
Netherlands,NLD,1983,52690.6
Netherlands,NLD,1984,54479.19
Netherlands,NLD,1985,55826.984
Netherlands,NLD,1986,58242.152
Netherlands,NLD,1987,59221.56
Netherlands,NLD,1988,59016.72
Netherlands,NLD,1989,58854.543
Netherlands,NLD,1990,60104.992
Netherlands,NLD,1991,60854.72
Netherlands,NLD,1992,61062.695
Netherlands,NLD,1993,61124.77
Netherlands,NLD,1994,60038.215
Netherlands,NLD,1995,62091.938
Netherlands,NLD,1996,64328.18
Netherlands,NLD,1997,63062.74
Netherlands,NLD,1998,62828.176
Netherlands,NLD,1999,61661.11
Netherlands,NLD,2000,62039.64
Netherlands,NLD,2001,64075.08
Netherlands,NLD,2002,63691.043
Netherlands,NLD,2003,63843.56
Netherlands,NLD,2004,65559.89
Netherlands,NLD,2005,66299.11
Netherlands,NLD,2006,64614.66
Netherlands,NLD,2007,65239.363
Netherlands,NLD,2008,63864.88
Netherlands,NLD,2009,62341.004
Netherlands,NLD,2010,67602.75
Netherlands,NLD,2011,63664.504
