Entity,Code,Year,Coal (% equivalent primary energy)
CIS (EI),,2001,16.417023
CIS (EI),,2002,16.582329
CIS (EI),,2003,16.608759
CIS (EI),,2004,15.98414
CIS (EI),,2005,15.347581
CIS (EI),,2006,15.248829
CIS (EI),,2007,15.03214
CIS (EI),,2008,16.1611
CIS (EI),,2009,15.473201
CIS (EI),,2010,14.954283
CIS (EI),,2011,15.113717
CIS (EI),,2012,15.597029
CIS (EI),,2013,15.003407
CIS (EI),,2014,14.483148
CIS (EI),,2015,14.243001
CIS (EI),,2016,14.1186495
CIS (EI),,2017,13.752766
CIS (EI),,2018,13.783799
CIS (EI),,2019,13.466595
CIS (EI),,2020,12.927415
CIS (EI),,2021,12.878026
CIS (EI),,2022,13.568579
CIS (EI),,2023,13.472295
Canada,CAN,1965,12.957609
Canada,CAN,1966,11.932068
Canada,CAN,1967,11.3059
Canada,CAN,1968,11.541727
Canada,CAN,1969,10.506227
Canada,CAN,1970,10.536043
Canada,CAN,1971,9.710045
Canada,CAN,1972,8.512785
Canada,CAN,1973,8.073464
Canada,CAN,1974,7.952892
Canada,CAN,1975,7.85364
Canada,CAN,1976,8.879015
Canada,CAN,1977,10.725749
Canada,CAN,1978,8.653364
Canada,CAN,1979,7.959815
Canada,CAN,1980,9.510345
Canada,CAN,1981,9.767793
Canada,CAN,1982,10.641849
Canada,CAN,1983,11.195428
Canada,CAN,1984,11.722788
Canada,CAN,1985,10.908666
Canada,CAN,1986,10.013541
Canada,CAN,1987,10.427293
Canada,CAN,1988,10.766394
Canada,CAN,1989,10.638843
Canada,CAN,1990,10.490093
Canada,CAN,1991,10.112994
Canada,CAN,1992,10.0334215
Canada,CAN,1993,8.688968
Canada,CAN,1994,8.874746
Canada,CAN,1995,9.055111
Canada,CAN,1996,8.99606
Canada,CAN,1997,9.355864
Canada,CAN,1998,10.148173
Canada,CAN,1999,9.453644
Canada,CAN,2000,9.737885
Canada,CAN,2001,10.333509
Canada,CAN,2002,10.052314
Canada,CAN,2003,9.979935
Canada,CAN,2004,9.284711
Canada,CAN,2005,9.183272
Canada,CAN,2006,8.945859
Canada,CAN,2007,9.008778
Canada,CAN,2008,8.663919
Canada,CAN,2009,7.533648
Canada,CAN,2010,7.647883
Canada,CAN,2011,6.6442556
Canada,CAN,2012,6.2831416
Canada,CAN,2013,5.984839
Canada,CAN,2014,5.678985
Canada,CAN,2015,5.334502
Canada,CAN,2016,5.361993
Canada,CAN,2017,5.487742
Canada,CAN,2018,4.424243
Canada,CAN,2019,4.158325
Canada,CAN,2020,3.8249652
Canada,CAN,2021,3.3937945
Canada,CAN,2022,2.6932878
Canada,CAN,2023,2.6574826
Central America (EI),,1971,0.03256366
Central America (EI),,1972,0.13378166
Central America (EI),,1973,0.17533332
Central America (EI),,1974,0.068572484
Central America (EI),,1975,0.01647349
Central America (EI),,1976,0.009323065
Central America (EI),,1977,0.018054703
Central America (EI),,1978,0.01775397
Central America (EI),,1979,0.025951277
Central America (EI),,1980,0.19678754
Central America (EI),,1981,0.1936281
Central America (EI),,1982,0.044206683
Central America (EI),,1983,0.03542298
Central America (EI),,1984,0.009290144
Central America (EI),,1985,0.26711273
Central America (EI),,1986,0.26770842
Central America (EI),,1987,0.2705413
Central America (EI),,1988,0.13976951
Central America (EI),,1989,0.3445399
Central America (EI),,1990,0.23606837
Central America (EI),,1991,0.31405312
Central America (EI),,1992,0.26453838
Central America (EI),,1993,0.3177817
Central America (EI),,1994,0.30046263
Central America (EI),,1995,0.2177187
Central America (EI),,1996,0.54043204
Central America (EI),,1997,0.27513838
Central America (EI),,1998,0.38940158
Central America (EI),,1999,0.49502376
Central America (EI),,2000,1.4085048
Central America (EI),,2001,1.4482135
Central America (EI),,2002,1.8199509
Central America (EI),,2003,1.7746156
Central America (EI),,2004,1.7740078
Central America (EI),,2005,1.4486744
Central America (EI),,2006,1.4652097
Central America (EI),,2007,1.5310898
Central America (EI),,2008,1.6940895
Central America (EI),,2009,1.2298557
Central America (EI),,2010,1.5011467
Central America (EI),,2011,2.1997085
Central America (EI),,2012,2.7521574
Central America (EI),,2013,3.522488
Central America (EI),,2014,3.6470902
Central America (EI),,2015,4.1909156
Central America (EI),,2016,4.3991404
Central America (EI),,2017,3.161978
Central America (EI),,2018,4.029971
Central America (EI),,2019,5.033353
Central America (EI),,2020,4.7474766
Central America (EI),,2021,4.742878
Central America (EI),,2022,3.1782832
Central America (EI),,2023,3.5725813
Chile,CHL,1965,18.705538
Chile,CHL,1966,17.96713
Chile,CHL,1967,17.623821
Chile,CHL,1968,17.697433
Chile,CHL,1969,16.419518
Chile,CHL,1970,16.626526
Chile,CHL,1971,14.838503
Chile,CHL,1972,12.036092
Chile,CHL,1973,13.507731
Chile,CHL,1974,12.778455
Chile,CHL,1975,11.2779875
Chile,CHL,1976,10.963932
Chile,CHL,1977,11.275349
Chile,CHL,1978,10.574548
Chile,CHL,1979,11.082447
Chile,CHL,1980,11.84999
Chile,CHL,1981,11.761592
Chile,CHL,1982,8.378865
Chile,CHL,1983,9.667428
Chile,CHL,1984,12.5597
Chile,CHL,1985,12.413108
Chile,CHL,1986,11.34831
Chile,CHL,1987,11.141565
Chile,CHL,1988,13.915981
Chile,CHL,1989,17.009644
Chile,CHL,1990,19.457464
Chile,CHL,1991,14.223409
Chile,CHL,1992,11.080584
Chile,CHL,1993,10.578338
Chile,CHL,1994,11.883061
Chile,CHL,1995,11.886623
Chile,CHL,1996,15.5597105
Chile,CHL,1997,17.717892
Chile,CHL,1998,16.645758
Chile,CHL,1999,16.49541
Chile,CHL,2000,12.155096
Chile,CHL,2001,9.3553705
Chile,CHL,2002,9.210426
Chile,CHL,2003,8.760102
Chile,CHL,2004,9.504357
Chile,CHL,2005,8.975006
Chile,CHL,2006,10.830507
Chile,CHL,2007,12.868062
Chile,CHL,2008,13.760286
Chile,CHL,2009,13.109818
Chile,CHL,2010,14.350735
Chile,CHL,2011,17.366976
Chile,CHL,2012,19.391586
Chile,CHL,2013,21.217138
Chile,CHL,2014,21.624044
Chile,CHL,2015,20.53325
Chile,CHL,2016,19.880125
Chile,CHL,2017,19.915686
Chile,CHL,2018,18.485119
Chile,CHL,2019,18.3731
Chile,CHL,2020,16.530954
Chile,CHL,2021,17.009523
Chile,CHL,2022,13.15635
Chile,CHL,2023,9.677463
China,CHN,1965,86.62346
China,CHN,1966,85.27558
China,CHN,1967,84.29622
China,CHN,1968,82.80656
China,CHN,1969,82.1928
China,CHN,1970,81.70601
China,CHN,1971,79.45638
China,CHN,1972,77.9414
China,CHN,1973,74.798325
China,CHN,1974,71.75951
China,CHN,1975,72.22532
China,CHN,1976,70.27836
China,CHN,1977,70.89777
China,CHN,1978,71.00979
China,CHN,1979,71.30825
China,CHN,1980,73.30906
China,CHN,1981,73.89391
China,CHN,1982,74.84298
China,CHN,1983,75.296936
China,CHN,1984,76.308815
China,CHN,1985,77.00779
China,CHN,1986,76.83647
China,CHN,1987,77.295784
China,CHN,1988,77.28857
China,CHN,1989,77.16392
China,CHN,1990,77.27796
China,CHN,1991,77.16153
China,CHN,1992,76.72352
China,CHN,1993,75.815544
China,CHN,1994,76.04547
China,CHN,1995,74.73299
China,CHN,1996,74.2189
China,CHN,1997,72.232185
China,CHN,1998,71.55738
China,CHN,1999,71.131065
China,CHN,2000,69.586525
China,CHN,2001,69.25189
China,CHN,2002,69.71366
China,CHN,2003,71.32709
China,CHN,2004,71.074524
China,CHN,2005,73.26288
China,CHN,2006,73.40392
China,CHN,2007,73.5498
China,CHN,2008,71.9277
China,CHN,2009,72.186356
China,CHN,2010,70.00556
China,CHN,2011,70.66385
China,CHN,2012,68.72926
China,CHN,2013,67.65257
China,CHN,2014,65.664604
China,CHN,2015,63.550346
China,CHN,2016,61.443268
China,CHN,2017,59.79758
China,CHN,2018,58.194107
China,CHN,2019,57.03674
China,CHN,2020,56.400238
China,CHN,2021,55.455273
China,CHN,2022,54.806374
China,CHN,2023,53.847416
Colombia,COL,1965,23.980762
Colombia,COL,1966,21.30757
Colombia,COL,1967,22.183731
Colombia,COL,1968,19.463049
Colombia,COL,1969,20.52254
Colombia,COL,1970,19.549965
Colombia,COL,1971,15.36691
Colombia,COL,1972,13.849145
Colombia,COL,1973,14.582772
Colombia,COL,1974,15.764197
Colombia,COL,1975,16.952866
Colombia,COL,1976,15.904157
Colombia,COL,1977,15.779337
Colombia,COL,1978,15.176397
Colombia,COL,1979,14.712384
Colombia,COL,1980,14.830628
Colombia,COL,1981,14.898213
Colombia,COL,1982,15.076626
Colombia,COL,1983,15.778354
Colombia,COL,1984,16.213423
Colombia,COL,1985,16.183279
Colombia,COL,1986,15.249575
Colombia,COL,1987,17.548502
Colombia,COL,1988,14.008654
Colombia,COL,1989,15.408566
Colombia,COL,1990,7.3597574
Colombia,COL,1991,9.016844
Colombia,COL,1992,14.557217
Colombia,COL,1993,14.026027
Colombia,COL,1994,14.826192
Colombia,COL,1995,12.966852
Colombia,COL,1996,9.667594
Colombia,COL,1997,11.263589
Colombia,COL,1998,10.577418
Colombia,COL,1999,9.066074
Colombia,COL,2000,10.006167
Colombia,COL,2001,9.770234
Colombia,COL,2002,8.033608
Colombia,COL,2003,8.742035
Colombia,COL,2004,7.2743707
Colombia,COL,2005,4.6551814
Colombia,COL,2006,11.484862
Colombia,COL,2007,9.950245
Colombia,COL,2008,12.642505
Colombia,COL,2009,11.763973
Colombia,COL,2010,13.167028
Colombia,COL,2011,10.199814
Colombia,COL,2012,11.561031
Colombia,COL,2013,12.100042
Colombia,COL,2014,12.175604
Colombia,COL,2015,11.95275
Colombia,COL,2016,11.6682
Colombia,COL,2017,8.809886
Colombia,COL,2018,8.141309
Colombia,COL,2019,9.524627
Colombia,COL,2020,9.262809
Colombia,COL,2021,5.4735365
Colombia,COL,2022,4.6474433
Colombia,COL,2023,6.920196
Croatia,HRV,1990,9.326942
Croatia,HRV,1991,6.3099937
Croatia,HRV,1992,5.7713914
Croatia,HRV,1993,4.7016306
Croatia,HRV,1994,2.913143
Croatia,HRV,1995,2.3135781
Croatia,HRV,1996,1.7658796
Croatia,HRV,1997,3.03037
Croatia,HRV,1998,2.7396154
Croatia,HRV,1999,2.3493145
Croatia,HRV,2000,5.2000713
Croatia,HRV,2001,5.50551
Croatia,HRV,2002,6.6852913
Croatia,HRV,2003,7.106764
Croatia,HRV,2004,7.2584524
Croatia,HRV,2005,7.275606
Croatia,HRV,2006,6.8377204
Croatia,HRV,2007,7.3889174
Croatia,HRV,2008,7.645583
Croatia,HRV,2009,5.5340824
Croatia,HRV,2010,7.333736
Croatia,HRV,2011,8.653049
Croatia,HRV,2012,8.367188
Croatia,HRV,2013,8.173006
Croatia,HRV,2014,7.833739
Croatia,HRV,2015,7.73948
Croatia,HRV,2016,7.9920692
Croatia,HRV,2017,4.81397
Croatia,HRV,2018,4.327867
Croatia,HRV,2019,5.11408
Croatia,HRV,2020,4.596982
Croatia,HRV,2021,4.91329
Croatia,HRV,2022,5.0741563
Croatia,HRV,2023,3.8618739
Czechia,CZE,1965,87.6409
Czechia,CZE,1966,86.73412
Czechia,CZE,1967,85.20258
Czechia,CZE,1968,84.5677
Czechia,CZE,1969,84.30797
Czechia,CZE,1970,81.893394
Czechia,CZE,1971,81.187195
Czechia,CZE,1972,79.57798
Czechia,CZE,1973,77.40605
Czechia,CZE,1974,76.30133
Czechia,CZE,1975,74.87176
Czechia,CZE,1976,74.26182
Czechia,CZE,1977,73.45144
Czechia,CZE,1978,72.72019
Czechia,CZE,1979,71.981224
Czechia,CZE,1980,72.02954
Czechia,CZE,1981,72.27403
Czechia,CZE,1982,73.698135
Czechia,CZE,1983,73.16684
Czechia,CZE,1984,72.141556
Czechia,CZE,1985,70.440056
Czechia,CZE,1986,69.347984
Czechia,CZE,1987,66.998604
Czechia,CZE,1988,67.48841
Czechia,CZE,1989,66.941986
Czechia,CZE,1990,63.273567
Czechia,CZE,1991,63.683414
Czechia,CZE,1992,61.270218
Czechia,CZE,1993,60.109055
Czechia,CZE,1994,58.404697
Czechia,CZE,1995,56.09132
Czechia,CZE,1996,54.107536
Czechia,CZE,1997,53.01055
Czechia,CZE,1998,50.612198
Czechia,CZE,1999,48.095875
Czechia,CZE,2000,51.994736
Czechia,CZE,2001,49.895813
Czechia,CZE,2002,48.819206
Czechia,CZE,2003,46.938442
Czechia,CZE,2004,45.82741
Czechia,CZE,2005,44.973545
Czechia,CZE,2006,45.702675
Czechia,CZE,2007,46.116535
Czechia,CZE,2008,44.595257
Czechia,CZE,2009,42.93251
Czechia,CZE,2010,42.51564
Czechia,CZE,2011,42.8285
Czechia,CZE,2012,41.276203
Czechia,CZE,2013,40.08488
Czechia,CZE,2014,39.679344
Czechia,CZE,2015,40.334534
Czechia,CZE,2016,41.18786
Czechia,CZE,2017,38.174644
Czechia,CZE,2018,38.037502
Czechia,CZE,2019,35.02017
Czechia,CZE,2020,32.861713
Czechia,CZE,2021,32.30829
Czechia,CZE,2022,33.89264
Czechia,CZE,2023,30.890577
Denmark,DNK,1983,34.626904
Denmark,DNK,1984,35.89672
Denmark,DNK,1985,38.826336
Denmark,DNK,1986,38.42269
Denmark,DNK,1987,39.12162
Denmark,DNK,1988,37.006744
Denmark,DNK,1989,32.97496
Denmark,DNK,1990,35.072945
Denmark,DNK,1991,41.2595
Denmark,DNK,1992,36.68564
Denmark,DNK,1993,36.29175
Denmark,DNK,1994,36.391346
Denmark,DNK,1995,30.974548
Denmark,DNK,1996,35.780365
Denmark,DNK,1997,29.318884
Denmark,DNK,1998,25.831219
Denmark,DNK,1999,22.374794
Denmark,DNK,2000,19.52598
Denmark,DNK,2001,20.57857
Denmark,DNK,2002,20.643204
Denmark,DNK,2003,26.126343
Denmark,DNK,2004,21.151863
Denmark,DNK,2005,18.428516
Denmark,DNK,2006,25.338491
Denmark,DNK,2007,22.282495
Denmark,DNK,2008,20.291586
Denmark,DNK,2009,21.195131
Denmark,DNK,2010,19.26972
Denmark,DNK,2011,17.121912
Denmark,DNK,2012,14.450634
Denmark,DNK,2013,17.794266
Denmark,DNK,2014,14.667591
Denmark,DNK,2015,10.673847
Denmark,DNK,2016,12.191079
Denmark,DNK,2017,9.049309
Denmark,DNK,2018,9.380875
Denmark,DNK,2019,5.3943295
Denmark,DNK,2020,5.2751846
Denmark,DNK,2021,6.545528
Denmark,DNK,2022,6.1740875
Denmark,DNK,2023,4.138234
Eastern Africa (EI),,1966,20.563614
Eastern Africa (EI),,1967,20.000628
Eastern Africa (EI),,1968,20.357054
Eastern Africa (EI),,1969,18.379976
Eastern Africa (EI),,1970,18.503622
Eastern Africa (EI),,1971,18.741959
Eastern Africa (EI),,1972,16.892403
Eastern Africa (EI),,1973,17.538877
Eastern Africa (EI),,1974,15.4829
Eastern Africa (EI),,1975,14.336112
Eastern Africa (EI),,1976,17.510227
Eastern Africa (EI),,1977,14.096803
Eastern Africa (EI),,1978,14.123779
Eastern Africa (EI),,1979,13.483749
Eastern Africa (EI),,1980,14.065175
Eastern Africa (EI),,1981,13.388099
Eastern Africa (EI),,1982,13.190392
Eastern Africa (EI),,1983,14.1337185
Eastern Africa (EI),,1984,13.599591
Eastern Africa (EI),,1985,13.78989
Eastern Africa (EI),,1986,15.751718
Eastern Africa (EI),,1987,18.701641
Eastern Africa (EI),,1988,17.332733
Eastern Africa (EI),,1989,17.122046
Eastern Africa (EI),,1990,21.485582
Eastern Africa (EI),,1991,18.41822
Eastern Africa (EI),,1992,19.135067
Eastern Africa (EI),,1993,21.436497
Eastern Africa (EI),,1994,19.314232
Eastern Africa (EI),,1995,18.526867
Eastern Africa (EI),,1996,17.303978
Eastern Africa (EI),,1997,18.096958
Eastern Africa (EI),,1998,16.05991
Eastern Africa (EI),,1999,13.346098
Eastern Africa (EI),,2000,12.478486
Eastern Africa (EI),,2001,12.135344
Eastern Africa (EI),,2002,11.355264
Eastern Africa (EI),,2003,9.252073
Eastern Africa (EI),,2004,10.632109
Eastern Africa (EI),,2005,9.358182
Eastern Africa (EI),,2006,7.343851
Eastern Africa (EI),,2007,7.219023
Eastern Africa (EI),,2008,5.402289
Eastern Africa (EI),,2009,5.8202224
Eastern Africa (EI),,2010,7.2702117
Eastern Africa (EI),,2011,7.6452985
Eastern Africa (EI),,2012,6.1217666
Eastern Africa (EI),,2013,8.531399
Eastern Africa (EI),,2014,11.763496
Eastern Africa (EI),,2015,9.704185
Eastern Africa (EI),,2016,7.770418
Eastern Africa (EI),,2017,8.874943
Eastern Africa (EI),,2018,9.3776245
Eastern Africa (EI),,2019,7.790527
Eastern Africa (EI),,2020,7.8947134
Eastern Africa (EI),,2021,8.169217
Eastern Africa (EI),,2022,9.122712
Eastern Africa (EI),,2023,9.919665
Ecuador,ECU,1990,0.0039532394
Ecuador,ECU,1991,0.007206208
Ecuador,ECU,1992,0.0052265213
Ecuador,ECU,1993,0.0008819511
Ecuador,ECU,1994,0.0039499467
Ecuador,ECU,1995,0.004174948
Ecuador,ECU,1996,0.004591923
Ecuador,ECU,1997,0.005213098
Ecuador,ECU,1998,0.007628979
Ecuador,ECU,1999,0.010912692
Ecuador,ECU,2000,0.015471594
Ecuador,ECU,2001,0.019751979
Ecuador,ECU,2002,0.021608073
Ecuador,ECU,2003,0.8268658
Ecuador,ECU,2004,0.018398963
Ecuador,ECU,2005,0.0203015
Ecuador,ECU,2006,0.049320772
Ecuador,ECU,2007,0.01872557
Ecuador,ECU,2008,0.2020777
Ecuador,ECU,2009,0.049506616
Ecuador,ECU,2010,0.07474469
Ecuador,ECU,2011,0.06607139
Ecuador,ECU,2012,0.07508284
Ecuador,ECU,2013,0.08155356
Ecuador,ECU,2014,0.073465504
Ecuador,ECU,2015,0.07976441
Ecuador,ECU,2016,0.04695326
Ecuador,ECU,2017,0.04852512
Ecuador,ECU,2018,0.15703432
Ecuador,ECU,2019,0.047095086
Ecuador,ECU,2020,0.15352163
Ecuador,ECU,2021,0.2586341
Ecuador,ECU,2022,0.35909247
Ecuador,ECU,2023,0.29375818
Egypt,EGY,1965,5.112506
Egypt,EGY,1966,3.3034723
Egypt,EGY,1967,5.942812
Egypt,EGY,1968,5.729027
Egypt,EGY,1969,7.5129232
Egypt,EGY,1970,5.5585904
Egypt,EGY,1971,4.4373364
Egypt,EGY,1972,3.5388696
Egypt,EGY,1973,3.2612178
Egypt,EGY,1974,5.010061
Egypt,EGY,1975,5.397505
Egypt,EGY,1976,4.414929
Egypt,EGY,1977,4.6403623
Egypt,EGY,1978,4.208416
Egypt,EGY,1979,4.273467
Egypt,EGY,1980,3.0246696
Egypt,EGY,1981,3.422431
Egypt,EGY,1982,3.1698227
Egypt,EGY,1983,2.7811224
Egypt,EGY,1984,2.5863
Egypt,EGY,1985,2.6333144
Egypt,EGY,1986,2.5889049
Egypt,EGY,1987,2.5827272
Egypt,EGY,1988,2.782351
Egypt,EGY,1989,2.7013395
Egypt,EGY,1990,2.2560403
Egypt,EGY,1991,2.2921038
Egypt,EGY,1992,2.3707397
Egypt,EGY,1993,2.8536406
Egypt,EGY,1994,2.9202216
Egypt,EGY,1995,1.8441875
Egypt,EGY,1996,2.4057887
Egypt,EGY,1997,1.9547077
Egypt,EGY,1998,1.8468884
Egypt,EGY,1999,1.5644335
Egypt,EGY,2000,1.7784772
Egypt,EGY,2001,1.499151
Egypt,EGY,2002,1.5636576
Egypt,EGY,2003,1.5316062
Egypt,EGY,2004,1.4826568
Egypt,EGY,2005,1.4146144
Egypt,EGY,2006,1.3438741
Egypt,EGY,2007,1.1469979
Egypt,EGY,2008,0.9735351
Egypt,EGY,2009,0.8353283
Egypt,EGY,2010,0.6028785
Egypt,EGY,2011,0.5444464
Egypt,EGY,2012,0.46349582
Egypt,EGY,2013,0.46103862
Egypt,EGY,2014,0.4702915
Egypt,EGY,2015,0.95473284
Egypt,EGY,2016,1.3753741
Egypt,EGY,2017,1.3029968
Egypt,EGY,2018,2.3698127
Egypt,EGY,2019,2.1825507
Egypt,EGY,2020,0.8829895
Egypt,EGY,2021,1.3330845
Egypt,EGY,2022,1.1065778
Egypt,EGY,2023,1.2730145
Estonia,EST,1985,57.001953
Estonia,EST,1986,57.974094
Estonia,EST,1987,57.602837
Estonia,EST,1988,55.897842
Estonia,EST,1989,56.1522
Estonia,EST,1990,56.45377
Estonia,EST,1991,56.578575
Estonia,EST,1992,65.65466
Estonia,EST,1993,63.16751
Estonia,EST,1994,63.734978
Estonia,EST,1995,65.161
Estonia,EST,1996,64.28802
Estonia,EST,1997,64.50491
Estonia,EST,1998,60.93421
Estonia,EST,1999,59.868843
Estonia,EST,2000,61.7656
Estonia,EST,2001,58.905556
Estonia,EST,2002,57.821285
Estonia,EST,2003,61.39505
Estonia,EST,2004,60.008144
Estonia,EST,2005,59.08472
Estonia,EST,2006,57.139908
Estonia,EST,2007,61.398445
Estonia,EST,2008,59.661736
Estonia,EST,2009,59.55735
Estonia,EST,2010,64.01288
Estonia,EST,2011,64.95453
Estonia,EST,2012,59.260906
Estonia,EST,2013,62.515427
Estonia,EST,2014,63.866108
Estonia,EST,2015,61.15587
Estonia,EST,2016,62.270416
Estonia,EST,2017,64.09096
Estonia,EST,2018,63.104736
Estonia,EST,2019,57.049686
Estonia,EST,2020,49.55887
Estonia,EST,2021,51.72473
Estonia,EST,2022,54.04345
Estonia,EST,2023,49.581875
Europe,,1965,49.53886
Europe,,1966,46.926647
Europe,,1967,44.624382
Europe,,1968,42.518433
Europe,,1969,40.615036
Europe,,1970,37.728054
Europe,,1971,35.779236
Europe,,1972,33.77055
Europe,,1973,32.477905
Europe,,1974,31.992725
Europe,,1975,31.583
Europe,,1976,30.869139
Europe,,1977,30.258774
Europe,,1978,29.289637
Europe,,1979,29.11421
Europe,,1980,29.283861
Europe,,1981,29.078495
Europe,,1982,29.376087
Europe,,1983,29.199005
Europe,,1984,28.15536
Europe,,1985,28.247776
Europe,,1986,27.720884
Europe,,1987,27.377405
Europe,,1988,26.559532
Europe,,1989,26.077934
Europe,,1990,24.603523
Europe,,1991,23.2305
Europe,,1992,22.639366
Europe,,1993,21.725441
Europe,,1994,20.928698
Europe,,1995,20.59661
Europe,,1996,19.81184
Europe,,1997,19.280361
Europe,,1998,18.460447
Europe,,1999,17.708689
Europe,,2000,17.962242
Europe,,2001,17.612371
Europe,,2002,17.710966
Europe,,2003,17.961468
Europe,,2004,17.303886
Europe,,2005,16.719059
Europe,,2006,17.089586
Europe,,2007,17.190115
Europe,,2008,16.629587
Europe,,2009,15.716189
Europe,,2010,15.617992
Europe,,2011,16.435621
Europe,,2012,16.873806
Europe,,2013,16.490658
Europe,,2014,15.794681
Europe,,2015,15.465485
Europe,,2016,14.572239
Europe,,2017,13.801556
Europe,,2018,13.439878
Europe,,2019,11.811735
Europe,,2020,10.899774
Europe,,2021,11.354746
Europe,,2022,11.603518
Europe,,2023,10.290864
Europe (EI),,1965,49.25564
Europe (EI),,1966,45.874496
Europe (EI),,1967,43.13073
Europe (EI),,1968,41.048546
Europe (EI),,1969,38.780014
Europe (EI),,1970,35.810516
Europe (EI),,1971,33.355484
Europe (EI),,1972,30.731323
Europe (EI),,1973,29.531515
Europe (EI),,1974,29.65754
Europe (EI),,1975,29.278881
Europe (EI),,1976,28.982145
Europe (EI),,1977,28.471622
Europe (EI),,1978,27.868822
Europe (EI),,1979,28.025845
Europe (EI),,1980,29.32387
Europe (EI),,1981,29.538328
Europe (EI),,1982,30.275198
Europe (EI),,1983,30.390305
Europe (EI),,1984,29.575169
Europe (EI),,1985,30.408764
Europe (EI),,1986,29.648281
Europe (EI),,1987,29.31564
Europe (EI),,1988,28.404224
Europe (EI),,1989,28.162306
Europe (EI),,1990,26.58366
Europe (EI),,1991,25.308737
Europe (EI),,1992,24.609283
Europe (EI),,1993,23.364613
Europe (EI),,1994,22.485374
Europe (EI),,1995,21.799313
Europe (EI),,1996,20.663033
Europe (EI),,1997,20.177706
Europe (EI),,1998,19.476265
Europe (EI),,1999,18.49712
Europe (EI),,2000,18.803484
Europe (EI),,2001,18.431454
Europe (EI),,2002,18.511322
Europe (EI),,2003,18.92929
Europe (EI),,2004,18.360682
Europe (EI),,2005,17.834822
Europe (EI),,2006,18.52923
Europe (EI),,2007,18.932932
Europe (EI),,2008,17.948683
Europe (EI),,2009,17.052229
Europe (EI),,2010,17.13839
Europe (EI),,2011,18.286192
Europe (EI),,2012,18.761124
Europe (EI),,2013,18.343037
Europe (EI),,2014,17.8778
Europe (EI),,2015,16.947895
Europe (EI),,2016,16.15778
Europe (EI),,2017,15.420167
Europe (EI),,2018,15.055767
Europe (EI),,2019,13.032969
Europe (EI),,2020,12.089697
Europe (EI),,2021,12.570808
Europe (EI),,2022,12.588009
Europe (EI),,2023,10.78398
European Union (27),,1965,48.605293
European Union (27),,1966,45.142437
European Union (27),,1967,42.794746
European Union (27),,1968,40.67418
European Union (27),,1969,38.456024
European Union (27),,1970,35.521145
European Union (27),,1971,33.41163
European Union (27),,1972,31.183258
European Union (27),,1973,29.546495
European Union (27),,1974,30.212158
European Union (27),,1975,29.427063
European Union (27),,1976,29.103926
European Union (27),,1977,28.630194
European Union (27),,1978,28.108007
European Union (27),,1979,28.082085
European Union (27),,1980,29.678938
European Union (27),,1981,29.740334
European Union (27),,1982,30.939507
European Union (27),,1983,31.041199
European Union (27),,1984,31.26597
European Union (27),,1985,30.57959
European Union (27),,1986,29.37198
European Union (27),,1987,29.085943
European Union (27),,1988,28.469334
European Union (27),,1989,28.46356
European Union (27),,1990,26.12085
European Union (27),,1991,24.663881
European Union (27),,1992,23.360464
European Union (27),,1993,22.466002
European Union (27),,1994,22.027851
European Union (27),,1995,21.240797
European Union (27),,1996,20.63338
European Union (27),,1997,20.12303
European Union (27),,1998,19.039682
European Union (27),,1999,18.216614
European Union (27),,2000,18.310286
European Union (27),,2001,17.896803
European Union (27),,2002,18.134472
European Union (27),,2003,18.417112
European Union (27),,2004,17.846533
European Union (27),,2005,17.25082
European Union (27),,2006,17.600916
European Union (27),,2007,17.98662
European Union (27),,2008,16.73721
European Union (27),,2009,15.770267
European Union (27),,2010,15.89796
European Union (27),,2011,16.876963
European Union (27),,2012,16.98276
European Union (27),,2013,16.79609
European Union (27),,2014,16.548588
European Union (27),,2015,16.275402
European Union (27),,2016,15.462759
European Union (27),,2017,15.038546
European Union (27),,2018,14.460113
European Union (27),,2019,11.84464
European Union (27),,2020,10.556217
European Union (27),,2021,11.434466
European Union (27),,2022,11.901893
European Union (27),,2023,9.72526
Finland,FIN,1974,14.227841
Finland,FIN,1975,12.68868
Finland,FIN,1976,16.122131
Finland,FIN,1977,15.371195
Finland,FIN,1978,19.963373
Finland,FIN,1979,17.797146
Finland,FIN,1980,20.28546
Finland,FIN,1981,12.346714
Finland,FIN,1982,13.867864
Finland,FIN,1983,15.208849
Finland,FIN,1984,16.810884
Finland,FIN,1985,20.307133
Finland,FIN,1986,18.356537
Finland,FIN,1987,19.529076
Finland,FIN,1988,19.681871
Finland,FIN,1989,19.171204
Finland,FIN,1990,18.959846
Finland,FIN,1991,18.506487
Finland,FIN,1992,16.89955
Finland,FIN,1993,19.153929
Finland,FIN,1994,22.220465
Finland,FIN,1995,20.618223
Finland,FIN,1996,23.525738
Finland,FIN,1997,21.972837
Finland,FIN,1998,17.444029
Finland,FIN,1999,17.238049
Finland,FIN,2000,16.242168
Finland,FIN,2001,19.212427
Finland,FIN,2002,20.769451
Finland,FIN,2003,24.205061
Finland,FIN,2004,21.838165
Finland,FIN,2005,15.429801
Finland,FIN,2006,22.464443
Finland,FIN,2007,21.285889
Finland,FIN,2008,16.837004
Finland,FIN,2009,18.309984
Finland,FIN,2010,21.256933
Finland,FIN,2011,18.323322
Finland,FIN,2012,15.42086
Finland,FIN,2013,16.981071
