Entity,Code,Year,Hydro (% equivalent primary energy)
CIS (EI),,1987,4.614114
CIS (EI),,1988,4.7027802
CIS (EI),,1989,4.5643034
CIS (EI),,1990,4.897186
CIS (EI),,1991,4.9960303
CIS (EI),,1992,5.3461046
CIS (EI),,1993,5.9519796
CIS (EI),,1994,6.6331635
CIS (EI),,1995,6.861574
CIS (EI),,1996,6.3985667
CIS (EI),,1997,6.7459235
CIS (EI),,1998,6.7844605
CIS (EI),,1999,6.874059
CIS (EI),,2000,6.958092
CIS (EI),,2001,7.0725574
CIS (EI),,2002,6.7207575
CIS (EI),,2003,6.4905515
CIS (EI),,2004,6.946952
CIS (EI),,2005,6.8209248
CIS (EI),,2006,6.4862356
CIS (EI),,2007,6.526982
CIS (EI),,2008,5.9118075
CIS (EI),,2009,6.457126
CIS (EI),,2010,6.1267104
CIS (EI),,2011,5.7308173
CIS (EI),,2012,5.615804
CIS (EI),,2013,6.115256
CIS (EI),,2014,5.7954984
CIS (EI),,2015,5.758886
CIS (EI),,2016,6.118391
CIS (EI),,2017,6.137069
CIS (EI),,2018,5.958603
CIS (EI),,2019,6.073145
CIS (EI),,2020,6.57464
CIS (EI),,2021,6.3547707
CIS (EI),,2022,5.7625127
CIS (EI),,2023,5.81011
Canada,CAN,1965,25.138649
Canada,CAN,1966,26.194746
Canada,CAN,1967,25.610426
Canada,CAN,1968,24.47401
Canada,CAN,1969,25.521269
Canada,CAN,1970,25.025076
Canada,CAN,1971,24.927824
Canada,CAN,1972,25.893644
Canada,CAN,1973,25.552883
Canada,CAN,1974,26.811583
Canada,CAN,1975,26.15631
Canada,CAN,1976,26.23788
Canada,CAN,1977,25.673887
Canada,CAN,1978,26.918936
Canada,CAN,1979,27.13562
Canada,CAN,1980,27.386648
Canada,CAN,1981,29.179174
Canada,CAN,1982,29.15509
Canada,CAN,1983,30.243269
Canada,CAN,1984,30.586151
Canada,CAN,1985,31.424173
Canada,CAN,1986,31.839462
Canada,CAN,1987,31.401583
Canada,CAN,1988,29.355093
Canada,CAN,1989,27.462393
Canada,CAN,1990,29.061275
Canada,CAN,1991,30.078241
Canada,CAN,1992,30.046766
Canada,CAN,1993,29.96167
Canada,CAN,1994,29.367456
Canada,CAN,1995,29.208872
Canada,CAN,1996,30.181751
Canada,CAN,1997,29.532211
Canada,CAN,1998,28.43158
Canada,CAN,1999,28.729647
Canada,CAN,2000,28.92224
Canada,CAN,2001,27.265171
Canada,CAN,2002,27.602667
Canada,CAN,2003,26.268942
Canada,CAN,2004,25.879213
Canada,CAN,2005,27.322939
Canada,CAN,2006,26.620373
Canada,CAN,2007,26.545849
Canada,CAN,2008,27.41507
Canada,CAN,2009,27.69557
Canada,CAN,2010,25.990713
Canada,CAN,2011,26.61779
Canada,CAN,2012,26.695076
Canada,CAN,2013,26.70103
Canada,CAN,2014,25.855768
Canada,CAN,2015,25.607258
Canada,CAN,2016,25.89906
Canada,CAN,2017,26.004585
Canada,CAN,2018,24.961569
Canada,CAN,2019,24.738768
Canada,CAN,2020,26.563644
Canada,CAN,2021,25.877953
Canada,CAN,2022,26.105999
Canada,CAN,2023,24.415148
Central America (EI),,1971,12.135387
Central America (EI),,1972,12.158228
Central America (EI),,1973,11.8444395
Central America (EI),,1974,12.378759
Central America (EI),,1975,10.535983
Central America (EI),,1976,10.533723
Central America (EI),,1977,9.981396
Central America (EI),,1978,12.945506
Central America (EI),,1979,15.266439
Central America (EI),,1980,18.018442
Central America (EI),,1981,18.808403
Central America (EI),,1982,18.29537
Central America (EI),,1983,20.2473
Central America (EI),,1984,21.77606
Central America (EI),,1985,24.00417
Central America (EI),,1986,27.08585
Central America (EI),,1987,26.423323
Central America (EI),,1988,28.282686
Central America (EI),,1989,28.716496
Central America (EI),,1990,29.001417
Central America (EI),,1991,26.6857
Central America (EI),,1992,23.230244
Central America (EI),,1993,24.097647
Central America (EI),,1994,21.976038
Central America (EI),,1995,20.115328
Central America (EI),,1996,22.835491
Central America (EI),,1997,20.902832
Central America (EI),,1998,18.965166
Central America (EI),,1999,21.39395
Central America (EI),,2000,21.133904
Central America (EI),,2001,18.155838
Central America (EI),,2002,18.57196
Central America (EI),,2003,18.48062
Central America (EI),,2004,18.849304
Central America (EI),,2005,19.907955
Central America (EI),,2006,19.62553
Central America (EI),,2007,18.679623
Central America (EI),,2008,20.119225
Central America (EI),,2009,19.15764
Central America (EI),,2010,20.623726
Central America (EI),,2011,19.692865
Central America (EI),,2012,20.080605
Central America (EI),,2013,19.160538
Central America (EI),,2014,18.217651
Central America (EI),,2015,17.156242
Central America (EI),,2016,16.542036
Central America (EI),,2017,18.847898
Central America (EI),,2018,18.20133
Central America (EI),,2019,13.867792
Central America (EI),,2020,19.820349
Central America (EI),,2021,19.474796
Central America (EI),,2022,19.779049
Central America (EI),,2023,15.537134
Chile,CHL,1965,16.141762
Chile,CHL,1966,15.867013
Chile,CHL,1967,15.8887
Chile,CHL,1968,13.367759
Chile,CHL,1969,13.999327
Chile,CHL,1970,14.19122
Chile,CHL,1971,14.643456
Chile,CHL,1972,17.124197
Chile,CHL,1973,17.280159
Chile,CHL,1974,19.61724
Chile,CHL,1975,21.754768
Chile,CHL,1976,21.641912
Chile,CHL,1977,21.834806
Chile,CHL,1978,21.855711
Chile,CHL,1979,21.26318
Chile,CHL,1980,21.756618
Chile,CHL,1981,22.400866
Chile,CHL,1982,26.19328
Chile,CHL,1983,27.190681
Chile,CHL,1984,27.179068
Chile,CHL,1985,29.785177
Chile,CHL,1986,30.640852
Chile,CHL,1987,31.642008
Chile,CHL,1988,27.77054
Chile,CHL,1989,21.08986
Chile,CHL,1990,16.983301
Chile,CHL,1991,22.199963
Chile,CHL,1992,25.490206
Chile,CHL,1993,24.807243
Chile,CHL,1994,23.30869
Chile,CHL,1995,23.445688
Chile,CHL,1996,20.295174
Chile,CHL,1997,19.929886
Chile,CHL,1998,16.742573
Chile,CHL,1999,13.696675
Chile,CHL,2000,18.355211
Chile,CHL,2001,20.326242
Chile,CHL,2002,21.096859
Chile,CHL,2003,20.326693
Chile,CHL,2004,17.55054
Chile,CHL,2005,20.494745
Chile,CHL,2006,21.716818
Chile,CHL,2007,17.101208
Chile,CHL,2008,18.464184
Chile,CHL,2009,19.843126
Chile,CHL,2010,16.594456
Chile,CHL,2011,14.668987
Chile,CHL,2012,13.726491
Chile,CHL,2013,13.112807
Chile,CHL,2014,15.244493
Chile,CHL,2015,15.356708
Chile,CHL,2016,12.148515
Chile,CHL,2017,12.602277
Chile,CHL,2018,13.202018
Chile,CHL,2019,11.923765
Chile,CHL,2020,12.892279
Chile,CHL,2021,9.916872
Chile,CHL,2022,10.556716
Chile,CHL,2023,12.3834915
China,CHN,1965,4.253407
China,CHN,1966,3.9831228
China,CHN,1967,3.818398
China,CHN,1968,4.458871
China,CHN,1969,3.7274022
China,CHN,1970,3.0095923
China,CHN,1971,3.0704048
China,CHN,1972,3.227597
China,CHN,1973,3.417015
China,CHN,1974,3.7493546
China,CHN,1975,3.503824
China,CHN,1976,3.3725686
China,CHN,1977,3.2287142
China,CHN,1978,2.7594638
China,CHN,1979,3.008899
China,CHN,1980,3.566198
China,CHN,1981,4.066497
China,CHN,1982,4.4212723
China,CHN,1983,4.8234906
China,CHN,1984,4.515455
China,CHN,1985,4.441829
China,CHN,1986,4.3385277
China,CHN,1987,4.2555475
China,CHN,1988,4.3230724
China,CHN,1989,4.4680266
China,CHN,1990,4.7211995
China,CHN,1991,4.422177
China,CHN,1992,4.404493
China,CHN,1993,4.7475667
China,CHN,1994,4.9268074
China,CHN,1995,5.443462
China,CHN,1996,5.095832
China,CHN,1997,5.2773314
China,CHN,1998,5.34623
China,CHN,1999,5.10523
China,CHN,2000,5.57329
China,CHN,2001,6.5358973
China,CHN,2002,6.1892962
China,CHN,2003,5.200834
China,CHN,2004,5.504258
China,CHN,2005,5.4064536
China,CHN,2006,5.379945
China,CHN,2007,5.477708
China,CHN,2008,6.878796
China,CHN,2009,6.3305817
China,CHN,2010,6.7955904
China,CHN,2011,6.0570784
China,CHN,2012,7.2514496
China,CHN,2013,7.3231483
China,CHN,2014,8.266299
China,CHN,2015,8.542124
China,CHN,2016,8.751533
China,CHN,2017,8.460104
China,CHN,2018,8.258155
China,CHN,2019,8.346594
China,CHN,2020,8.3655815
China,CHN,2021,7.7580676
China,CHN,2022,7.602558
China,CHN,2023,6.714917
Colombia,COL,1965,10.729045
Colombia,COL,1966,10.590929
Colombia,COL,1967,11.202192
Colombia,COL,1968,12.023638
Colombia,COL,1969,13.203888
Colombia,COL,1970,13.413398
Colombia,COL,1971,14.3879595
Colombia,COL,1972,13.823888
Colombia,COL,1973,15.555398
Colombia,COL,1974,15.7888975
Colombia,COL,1975,18.49091
Colombia,COL,1976,18.636667
Colombia,COL,1977,18.434372
Colombia,COL,1978,20.259813
Colombia,COL,1979,21.386532
Colombia,COL,1980,22.39747
Colombia,COL,1981,21.805794
Colombia,COL,1982,22.638956
Colombia,COL,1983,21.675655
Colombia,COL,1984,23.864668
Colombia,COL,1985,24.847736
Colombia,COL,1986,27.431028
Colombia,COL,1987,27.358034
Colombia,COL,1988,28.875288
Colombia,COL,1989,29.942858
Colombia,COL,1990,32.20238
Colombia,COL,1991,31.634089
Colombia,COL,1992,24.537056
Colombia,COL,1993,28.191275
Colombia,COL,1994,29.96189
Colombia,COL,1995,29.219982
Colombia,COL,1996,30.999842
Colombia,COL,1997,27.200962
Colombia,COL,1998,26.267117
Colombia,COL,1999,30.864147
Colombia,COL,2000,29.002634
Colombia,COL,2001,29.327988
Colombia,COL,2002,31.282988
Colombia,COL,2003,32.495457
Colombia,COL,2004,32.53135
Colombia,COL,2005,33.594112
Colombia,COL,2006,31.37269
Colombia,COL,2007,31.89109
Colombia,COL,2008,31.755478
Colombia,COL,2009,28.244682
Colombia,COL,2010,26.512047
Colombia,COL,2011,30.102682
Colombia,COL,2012,27.645012
Colombia,COL,2013,24.92727
Colombia,COL,2014,23.739466
Colombia,COL,2015,24.891672
Colombia,COL,2016,22.998356
Colombia,COL,2017,27.754253
Colombia,COL,2018,26.840744
Colombia,COL,2019,25.478756
Colombia,COL,2020,25.534704
Colombia,COL,2021,27.542585
Colombia,COL,2022,27.494663
Colombia,COL,2023,24.809814
Croatia,HRV,1990,11.488907
Croatia,HRV,1991,19.499157
Croatia,HRV,1992,15.970799
Croatia,HRV,1993,16.015175
Croatia,HRV,1994,18.937447
Croatia,HRV,1995,19.12811
Croatia,HRV,1996,24.670696
Croatia,HRV,1997,18.539722
Croatia,HRV,1998,18.034008
Croatia,HRV,1999,21.217808
Croatia,HRV,2000,19.763016
Croatia,HRV,2001,20.779488
Croatia,HRV,2002,16.806644
Croatia,HRV,2003,14.887468
Croatia,HRV,2004,19.881485
Croatia,HRV,2005,18.43397
Croatia,HRV,2006,17.44148
Croatia,HRV,2007,12.253258
Croatia,HRV,2008,15.057909
Croatia,HRV,2009,19.428835
Croatia,HRV,2010,23.396923
Croatia,HRV,2011,14.697184
Croatia,HRV,2012,15.140718
Croatia,HRV,2013,24.458208
Croatia,HRV,2014,25.412746
Croatia,HRV,2015,18.907743
Croatia,HRV,2016,19.363686
Croatia,HRV,2017,14.901905
Croatia,HRV,2018,20.756304
Croatia,HRV,2019,16.02852
Croatia,HRV,2020,16.274183
Croatia,HRV,2021,18.971104
Croatia,HRV,2022,15.278077
Croatia,HRV,2023,20.980562
Czechia,CZE,1965,1.4077874
Czechia,CZE,1966,1.3170925
Czechia,CZE,1967,1.2057945
Czechia,CZE,1968,0.89475876
Czechia,CZE,1969,0.7005399
Czechia,CZE,1970,0.9598853
Czechia,CZE,1971,0.64512116
Czechia,CZE,1972,0.6712159
Czechia,CZE,1973,0.57063675
Czechia,CZE,1974,0.9500237
Czechia,CZE,1975,0.91022944
Czechia,CZE,1976,0.7058947
Czechia,CZE,1977,0.9296591
Czechia,CZE,1978,0.8529741
Czechia,CZE,1979,1.0576006
Czechia,CZE,1980,1.1426239
Czechia,CZE,1981,0.9889818
Czechia,CZE,1982,0.8108596
Czechia,CZE,1983,0.80229473
Czechia,CZE,1984,0.6089416
Czechia,CZE,1985,0.782431
Czechia,CZE,1986,0.8687311
Czechia,CZE,1987,1.1157937
Czechia,CZE,1988,0.94598264
Czechia,CZE,1989,0.7638888
Czechia,CZE,1990,0.6279108
Czechia,CZE,1991,0.6470877
Czechia,CZE,1992,0.85835934
Czechia,CZE,1993,0.8452434
Czechia,CZE,1994,0.9254159
Czechia,CZE,1995,1.2175488
Czechia,CZE,1996,1.157697
Czechia,CZE,1997,1.0416167
Czechia,CZE,1998,0.88153166
Czechia,CZE,1999,1.107092
Czechia,CZE,2000,1.0955418
Czechia,CZE,2001,1.243471
Czechia,CZE,2002,1.4943273
Czechia,CZE,2003,0.77949095
Czechia,CZE,2004,1.1023799
Czechia,CZE,2005,1.3114411
Czechia,CZE,2006,1.370585
Czechia,CZE,2007,1.1281261
Czechia,CZE,2008,1.1075332
Czechia,CZE,2009,1.3768348
Czechia,CZE,2010,1.5073338
Czechia,CZE,2011,1.0787939
Czechia,CZE,2012,1.1689076
Czechia,CZE,2013,1.5202682
Czechia,CZE,2014,1.0780028
Czechia,CZE,2015,1.027143
Czechia,CZE,2016,1.153824
Czechia,CZE,2017,1.0141777
Czechia,CZE,2018,0.8805227
Czechia,CZE,2019,1.1079212
Czechia,CZE,2020,1.2724462
Czechia,CZE,2021,1.3522136
Czechia,CZE,2022,1.1976242
Czechia,CZE,2023,1.4375782
Denmark,DNK,1983,0.05210525
Denmark,DNK,1984,0.04619994
Denmark,DNK,1985,0.040319636
Denmark,DNK,1986,0.03798449
Denmark,DNK,1987,0.040502828
Denmark,DNK,1988,0.045683615
Denmark,DNK,1989,0.03458119
Denmark,DNK,1990,0.040995944
Denmark,DNK,1991,0.032255232
Denmark,DNK,1992,0.037549194
Denmark,DNK,1993,0.035156038
Denmark,DNK,1994,0.03886131
Denmark,DNK,1995,0.036777273
Denmark,DNK,1996,0.019686852
Denmark,DNK,1997,0.021587303
Denmark,DNK,1998,0.03182049
Denmark,DNK,1999,0.03665453
Denmark,DNK,2000,0.037756357
Denmark,DNK,2001,0.034181036
Denmark,DNK,2002,0.039204538
Denmark,DNK,2003,0.024088817
Denmark,DNK,2004,0.0316008
Denmark,DNK,2005,0.02757804
Denmark,DNK,2006,0.026061587
Denmark,DNK,2007,0.03276029
Denmark,DNK,2008,0.030867627
Denmark,DNK,2009,0.023904242
Denmark,DNK,2010,0.024278885
Denmark,DNK,2011,0.021059856
Denmark,DNK,2012,0.023345578
Denmark,DNK,2013,0.01727596
Denmark,DNK,2014,0.02009938
Denmark,DNK,2015,0.02440303
Denmark,DNK,2016,0.02559133
Denmark,DNK,2017,0.023431761
Denmark,DNK,2018,0.019647546
Denmark,DNK,2019,0.022797098
Denmark,DNK,2020,0.025393054
Denmark,DNK,2021,0.022506975
Denmark,DNK,2022,0.019749343
Denmark,DNK,2023,0.026152926
Eastern Africa (EI),,1966,17.767115
Eastern Africa (EI),,1967,16.73884
Eastern Africa (EI),,1968,16.596855
Eastern Africa (EI),,1969,16.98054
Eastern Africa (EI),,1970,21.639565
Eastern Africa (EI),,1971,16.878706
Eastern Africa (EI),,1972,19.947287
Eastern Africa (EI),,1973,19.476786
Eastern Africa (EI),,1974,23.684134
Eastern Africa (EI),,1975,25.689194
Eastern Africa (EI),,1976,26.198685
Eastern Africa (EI),,1977,29.521217
Eastern Africa (EI),,1978,28.885422
Eastern Africa (EI),,1979,30.456575
Eastern Africa (EI),,1980,27.930754
Eastern Africa (EI),,1981,29.56346
Eastern Africa (EI),,1982,31.277615
Eastern Africa (EI),,1983,29.962301
Eastern Africa (EI),,1984,29.825026
Eastern Africa (EI),,1985,29.546965
Eastern Africa (EI),,1986,27.85129
Eastern Africa (EI),,1987,24.300774
Eastern Africa (EI),,1988,25.355158
Eastern Africa (EI),,1989,24.659794
Eastern Africa (EI),,1990,25.963295
Eastern Africa (EI),,1991,27.564081
Eastern Africa (EI),,1992,25.307379
Eastern Africa (EI),,1993,24.558773
Eastern Africa (EI),,1994,24.787886
Eastern Africa (EI),,1995,24.73888
Eastern Africa (EI),,1996,24.792559
Eastern Africa (EI),,1997,24.558527
Eastern Africa (EI),,1998,29.425022
Eastern Africa (EI),,1999,30.275723
Eastern Africa (EI),,2000,32.110493
Eastern Africa (EI),,2001,33.202927
Eastern Africa (EI),,2002,35.390083
Eastern Africa (EI),,2003,35.246952
Eastern Africa (EI),,2004,33.369892
Eastern Africa (EI),,2005,32.746105
Eastern Africa (EI),,2006,33.12536
Eastern Africa (EI),,2007,34.067905
Eastern Africa (EI),,2008,33.697468
Eastern Africa (EI),,2009,33.043186
Eastern Africa (EI),,2010,33.956097
Eastern Africa (EI),,2011,33.421265
Eastern Africa (EI),,2012,33.095253
Eastern Africa (EI),,2013,32.206154
Eastern Africa (EI),,2014,31.204355
Eastern Africa (EI),,2015,29.527061
Eastern Africa (EI),,2016,28.148628
Eastern Africa (EI),,2017,27.522793
Eastern Africa (EI),,2018,27.431055
Eastern Africa (EI),,2019,27.546041
Eastern Africa (EI),,2020,30.36
Eastern Africa (EI),,2021,29.700068
Eastern Africa (EI),,2022,31.059095
Eastern Africa (EI),,2023,31.116331
Ecuador,ECU,1990,18.208447
Ecuador,ECU,1991,16.781822
Ecuador,ECU,1992,16.528347
Ecuador,ECU,1993,18.627613
Ecuador,ECU,1994,19.351004
Ecuador,ECU,1995,16.093632
Ecuador,ECU,1996,17.381893
Ecuador,ECU,1997,16.071615
Ecuador,ECU,1998,15.920069
Ecuador,ECU,1999,19.251896
Ecuador,ECU,2000,21.61393
Ecuador,ECU,2001,19.692354
Ecuador,ECU,2002,21.095179
Ecuador,ECU,2003,19.533443
Ecuador,ECU,2004,18.725843
Ecuador,ECU,2005,16.324602
Ecuador,ECU,2006,15.887684
Ecuador,ECU,2007,19.035069
Ecuador,ECU,2008,22.148098
Ecuador,ECU,2009,18.428444
Ecuador,ECU,2010,15.445815
Ecuador,ECU,2011,18.653757
Ecuador,ECU,2012,19.291887
Ecuador,ECU,2013,16.759819
Ecuador,ECU,2014,16.461624
Ecuador,ECU,2015,18.754917
Ecuador,ECU,2016,22.618418
Ecuador,ECU,2017,27.4008
Ecuador,ECU,2018,26.508526
Ecuador,ECU,2019,30.73489
Ecuador,ECU,2020,34.94769
Ecuador,ECU,2021,31.477648
Ecuador,ECU,2022,28.836521
Ecuador,ECU,2023,28.102688
Egypt,EGY,1965,5.587894
Egypt,EGY,1966,5.5950437
Egypt,EGY,1967,7.041625
Egypt,EGY,1968,9.956792
Egypt,EGY,1969,16.08243
Egypt,EGY,1970,15.164636
Egypt,EGY,1971,15.877998
Egypt,EGY,1972,14.63569
Egypt,EGY,1973,15.458054
Egypt,EGY,1974,16.143082
Egypt,EGY,1975,16.16058
Egypt,EGY,1976,15.923643
Egypt,EGY,1977,16.571007
Egypt,EGY,1978,17.237104
Egypt,EGY,1979,15.267534
Egypt,EGY,1980,13.69403
Egypt,EGY,1981,12.52634
Egypt,EGY,1982,11.533038
Egypt,EGY,1983,9.980415
Egypt,EGY,1984,8.979603
Egypt,EGY,1985,8.225813
Egypt,EGY,1986,7.8884335
Egypt,EGY,1987,7.4370356
Egypt,EGY,1988,7.214404
Egypt,EGY,1989,7.3539524
Egypt,EGY,1990,7.5208664
Egypt,EGY,1991,7.3963394
Egypt,EGY,1992,7.3806868
Egypt,EGY,1993,7.595429
Egypt,EGY,1994,7.6767826
Egypt,EGY,1995,7.558946
Egypt,EGY,1996,7.3617535
Egypt,EGY,1997,7.2438493
Egypt,EGY,1998,7.1541777
Egypt,EGY,1999,7.4025416
Egypt,EGY,2000,7.3740945
Egypt,EGY,2001,7.136831
Egypt,EGY,2002,6.693657
Egypt,EGY,2003,5.808853
Egypt,EGY,2004,5.4212604
Egypt,EGY,2005,5.176458
Egypt,EGY,2006,4.9382153
Egypt,EGY,2007,5.123982
Egypt,EGY,2008,5.0996265
Egypt,EGY,2009,4.4637237
Egypt,EGY,2010,4.0169554
Egypt,EGY,2011,3.805854
Egypt,EGY,2012,3.64531
Egypt,EGY,2013,3.7065809
Egypt,EGY,2014,3.8263624
Egypt,EGY,2015,3.7751238
Egypt,EGY,2016,3.4292486
Egypt,EGY,2017,3.178401
Egypt,EGY,2018,3.1915057
Egypt,EGY,2019,3.5308685
Egypt,EGY,2020,3.9573486
Egypt,EGY,2021,3.442768
Egypt,EGY,2022,3.130895
Egypt,EGY,2023,3.2833366
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0.022010453
Estonia,EST,2000,0.02664133
Estonia,EST,2001,0.037582055
Estonia,EST,2002,0.028374076
Estonia,EST,2003,0.059096243
Estonia,EST,2004,0.10069008
Estonia,EST,2005,0.09550052
Estonia,EST,2006,0.06032172
Estonia,EST,2007,0.08435463
Estonia,EST,2008,0.11595386
Estonia,EST,2009,0.15217252
Estonia,EST,2010,0.102452524
Estonia,EST,2011,0.113427415
Estonia,EST,2012,0.15670806
Estonia,EST,2013,0.09147656
Estonia,EST,2014,0.09863012
Estonia,EST,2015,0.10595088
Estonia,EST,2016,0.13240868
Estonia,EST,2017,0.088162154
Estonia,EST,2018,0.05095833
Estonia,EST,2019,0.07980096
Estonia,EST,2020,0.13414639
Estonia,EST,2021,0.08949381
Estonia,EST,2022,0.09459261
Estonia,EST,2023,0.124301344
Europe,,1965,5.851743
Europe,,1966,6.098743
Europe,,1967,5.831869
Europe,,1968,5.8833647
Europe,,1969,5.607921
Europe,,1970,5.589118
Europe,,1971,5.470294
Europe,,1972,5.3344593
Europe,,1973,5.115573
Europe,,1974,5.4619646
Europe,,1975,5.3946347
Europe,,1976,4.915963
Europe,,1977,5.641364
Europe,,1978,5.6204257
Europe,,1979,5.6548877
Europe,,1980,5.6602826
Europe,,1981,5.765834
Europe,,1982,5.6156282
Europe,,1983,5.735379
Europe,,1984,5.7826204
Europe,,1985,5.7537208
Europe,,1986,5.5491424
Europe,,1987,5.7217045
Europe,,1988,5.8747473
Europe,,1989,5.3516483
Europe,,1990,5.4439044
Europe,,1991,5.609614
Europe,,1992,5.9763966
Europe,,1993,6.3326416
Europe,,1994,6.7089596
Europe,,1995,6.748875
Europe,,1996,6.283734
Europe,,1997,6.621801
Europe,,1998,6.8286605
Europe,,1999,6.9675126
Europe,,2000,7.138822
Europe,,2001,7.100317
Europe,,2002,6.449053
Europe,,2003,5.924762
Europe,,2004,6.2554708
Europe,,2005,6.2355723
Europe,,2006,5.996091
Europe,,2007,6.1197824
Europe,,2008,6.2732277
Europe,,2009,6.6593432
Europe,,2010,6.6967473
Europe,,2011,5.9912667
Europe,,2012,6.4136796
Europe,,2013,6.9033136
Europe,,2014,7.0114894
Europe,,2015,6.637487
Europe,,2016,6.8083563
Europe,,2017,6.216186
Europe,,2018,6.6574073
Europe,,2019,6.3636937
Europe,,2020,7.3239355
Europe,,2021,7.154341
Europe,,2022,6.236955
Europe,,2023,7.0319204
Europe (EI),,1965,7.177464
Europe (EI),,1966,7.483873
Europe (EI),,1967,7.2688484
Europe (EI),,1968,7.063923
Europe (EI),,1969,6.4855337
Europe (EI),,1970,6.3695393
Europe (EI),,1971,6.267974
Europe (EI),,1972,6.2289467
Europe (EI),,1973,5.979035
Europe (EI),,1974,6.552905
Europe (EI),,1975,6.7520084
Europe (EI),,1976,5.913382
Europe (EI),,1977,7.0320325
Europe (EI),,1978,6.768035
Europe (EI),,1979,6.863503
Europe (EI),,1980,6.822762
Europe (EI),,1981,7.0903788
Europe (EI),,1982,7.1612926
Europe (EI),,1983,7.3066654
Europe (EI),,1984,7.1946516
Europe (EI),,1985,6.233195
Europe (EI),,1986,5.9257474
Europe (EI),,1987,6.322462
Europe (EI),,1988,6.703174
Europe (EI),,1989,5.8601394
Europe (EI),,1990,5.915308
Europe (EI),,1991,6.098134
Europe (EI),,1992,6.5083
Europe (EI),,1993,6.8808026
Europe (EI),,1994,7.1082144
Europe (EI),,1995,7.0558114
Europe (EI),,1996,6.682247
Europe (EI),,1997,6.952846
Europe (EI),,1998,7.2174826
Europe (EI),,1999,7.3085265
Europe (EI),,2000,7.455627
Europe (EI),,2001,7.2693405
Europe (EI),,2002,6.6790605
Europe (EI),,2003,6.1379404
Europe (EI),,2004,6.4653797
Europe (EI),,2005,6.40149
Europe (EI),,2006,6.2075973
Europe (EI),,2007,6.2332296
Europe (EI),,2008,6.5553927
Europe (EI),,2009,6.8856134
Europe (EI),,2010,7.265664
Europe (EI),,2011,6.4709516
Europe (EI),,2012,7.0795393
Europe (EI),,2013,7.507756
Europe (EI),,2014,7.546617
Europe (EI),,2015,7.3517637
Europe (EI),,2016,7.404412
Europe (EI),,2017,6.5210094
Europe (EI),,2018,7.142403
Europe (EI),,2019,7.0228963
Europe (EI),,2020,7.8941455
Europe (EI),,2021,7.4260483
Europe (EI),,2022,6.6512117
Europe (EI),,2023,7.67266
European Union (27),,1965,6.624729
European Union (27),,1966,6.971239
European Union (27),,1967,6.4964237
European Union (27),,1968,6.186981
European Union (27),,1969,5.6111145
European Union (27),,1970,5.517722
European Union (27),,1971,5.3169003
European Union (27),,1972,5.296932
European Union (27),,1973,4.9842615
European Union (27),,1974,5.4369392
European Union (27),,1975,5.502005
European Union (27),,1976,4.5208035
European Union (27),,1977,5.920598
European Union (27),,1978,5.5439157
European Union (27),,1979,5.6084743
European Union (27),,1980,5.4057775
European Union (27),,1981,5.496893
European Union (27),,1982,5.5343814
European Union (27),,1983,5.6216016
European Union (27),,1984,5.532253
European Union (27),,1985,5.364107
European Union (27),,1986,4.9961085
European Union (27),,1987,5.3709016
European Union (27),,1988,5.6233416
European Union (27),,1989,4.5853662
European Union (27),,1990,4.8260875
European Union (27),,1991,5.0592623
European Union (27),,1992,5.369832
European Union (27),,1993,5.5504346
European Union (27),,1994,5.731885
European Union (27),,1995,5.5719433
European Union (27),,1996,5.380527
European Union (27),,1997,5.5687165
European Union (27),,1998,5.695761
European Union (27),,1999,5.683803
European Union (27),,2000,5.844374
European Union (27),,2001,6.0119505
European Union (27),,2002,5.0602446
European Union (27),,2003,4.7886586
European Union (27),,2004,4.9808817
European Union (27),,2005,4.668309
European Union (27),,2006,4.665475
European Union (27),,2007,4.6618233
European Union (27),,2008,4.925818
European Union (27),,2009,5.2497025
European Union (27),,2010,5.6755724
European Union (27),,2011,4.7751694
European Union (27),,2012,5.1647635
European Union (27),,2013,5.7343607
European Union (27),,2014,5.941708
European Union (27),,2015,5.291626
European Union (27),,2016,5.35826
European Union (27),,2017,4.4604683
European Union (27),,2018,5.1975207
European Union (27),,2019,4.873681
European Union (27),,2020,5.7256455
European Union (27),,2021,5.4325485
European Union (27),,2022,4.4484863
European Union (27),,2023,5.4014597
Finland,FIN,1974,18.06427
Finland,FIN,1975,17.08967
Finland,FIN,1976,12.514575
Finland,FIN,1977,15.202661
Finland,FIN,1978,11.782436
Finland,FIN,1979,12.09141
Finland,FIN,1980,11.415307
Finland,FIN,1981,15.10919
Finland,FIN,1982,14.666411
Finland,FIN,1983,15.36475
Finland,FIN,1984,14.383723
Finland,FIN,1985,12.764181
Finland,FIN,1986,12.675926
Finland,FIN,1987,13.406022
Finland,FIN,1988,13.070462
Finland,FIN,1989,12.690623
Finland,FIN,1990,9.933505
Finland,FIN,1991,11.798173
Finland,FIN,1992,13.550077
Finland,FIN,1993,11.984088
Finland,FIN,1994,9.985931
