Entity,Code,Year,"Energy imports, net (% of energy use)"
Lithuania,LTU,1993,57.628693
Lithuania,LTU,1994,66.79299
Lithuania,LTU,1995,55.859528
Lithuania,LTU,1996,52.238483
Lithuania,LTU,1997,54.383606
Lithuania,LTU,1998,50.638905
Lithuania,LTU,1999,54.06076
Lithuania,LTU,2000,52.521812
Lithuania,LTU,2001,47.835705
Lithuania,LTU,2002,42.10797
Lithuania,LTU,2003,40.980343
Lithuania,LTU,2004,43.43812
Lithuania,LTU,2005,54.266884
Lithuania,LTU,2006,58.34515
Lithuania,LTU,2007,58.17586
Lithuania,LTU,2008,57.69386
Lithuania,LTU,2009,49.888462
Lithuania,LTU,2010,78.440506
Lithuania,LTU,2011,78.99875
Lithuania,LTU,2012,78.91511
Lithuania,LTU,2013,76.498184
Lithuania,LTU,2014,75.04471
Low-income countries,,1971,5.429332
Low-income countries,,1972,3.5759008
Low-income countries,,1973,5.266419
Low-income countries,,1974,4.477277
Low-income countries,,1975,-0.89574206
Low-income countries,,1976,-2.409944
Low-income countries,,1977,-0.27201897
Low-income countries,,1978,0.32786185
Low-income countries,,1979,3.734483
Low-income countries,,1980,2.838055
Low-income countries,,1981,2.9329093
Low-income countries,,1982,4.584908
Low-income countries,,1983,6.5020943
Low-income countries,,1984,7.0591974
Low-income countries,,1985,6.3984923
Low-income countries,,1986,5.853319
Low-income countries,,1987,2.7893834
Low-income countries,,1988,-4.2455964
Low-income countries,,1989,-8.806388
Low-income countries,,1990,-10.4932375
Low-income countries,,1991,-14.931161
Low-income countries,,1992,-15.684721
Low-income countries,,1993,-19.995186
Low-income countries,,1994,-27.872087
Low-income countries,,1995,-28.653826
Low-income countries,,1996,-27.67885
Low-income countries,,1997,-27.742168
Low-income countries,,1998,-27.235983
Low-income countries,,1999,-29.097803
Low-income countries,,2000,-33.74515
Low-income countries,,2001,-34.190887
Low-income countries,,2002,-36.2091
Low-income countries,,2003,-34.605774
Low-income countries,,2004,-27.612904
Low-income countries,,2005,-23.123196
Low-income countries,,2006,-20.354218
Low-income countries,,2007,-22.249683
Low-income countries,,2008,-18.366745
Low-income countries,,2009,-19.10739
Low-income countries,,2010,-24.193457
Low-income countries,,2011,-27.40591
Low-income countries,,2012,-12.885423
Low-income countries,,2013,-15.3790655
Low-income countries,,2014,-10.992737
Lower-middle-income countries,,1971,-96.85026
Lower-middle-income countries,,1972,-110.472336
Lower-middle-income countries,,1973,-120.77263
Lower-middle-income countries,,1974,-118.96025
Lower-middle-income countries,,1975,-99.81915
Lower-middle-income countries,,1976,-107.40068
Lower-middle-income countries,,1977,-101.47976
Lower-middle-income countries,,1978,-93.55975
Lower-middle-income countries,,1979,-70.941895
Lower-middle-income countries,,1980,-47.6873
Lower-middle-income countries,,1981,-39.15818
Lower-middle-income countries,,1982,-40.580433
Lower-middle-income countries,,1983,-43.616577
Lower-middle-income countries,,1984,-44.902355
Lower-middle-income countries,,1985,-41.66743
Lower-middle-income countries,,1986,-36.976837
Lower-middle-income countries,,1987,-39.12562
Lower-middle-income countries,,1988,-40.42198
Lower-middle-income countries,,1989,-42.44269
Lower-middle-income countries,,1990,-18.94572
Lower-middle-income countries,,1991,-18.577297
Lower-middle-income countries,,1992,-21.920847
Lower-middle-income countries,,1993,-22.814823
Lower-middle-income countries,,1994,-24.87052
Lower-middle-income countries,,1995,-23.433092
Lower-middle-income countries,,1996,-24.570686
Lower-middle-income countries,,1997,-24.527723
Lower-middle-income countries,,1998,-24.174921
Lower-middle-income countries,,1999,-21.603443
Lower-middle-income countries,,2000,-22.250948
Lower-middle-income countries,,2001,-20.490786
Lower-middle-income countries,,2002,-19.180216
Lower-middle-income countries,,2003,-22.456707
Lower-middle-income countries,,2004,-22.242517
Lower-middle-income countries,,2005,-24.089409
Lower-middle-income countries,,2006,-25.181406
Lower-middle-income countries,,2007,-24.21956
Lower-middle-income countries,,2008,-22.021936
Lower-middle-income countries,,2009,-19.97372
Lower-middle-income countries,,2010,-19.273958
Lower-middle-income countries,,2011,-20.144526
Lower-middle-income countries,,2012,-15.106408
Lower-middle-income countries,,2013,-14.46708
Lower-middle-income countries,,2014,-11.618767
Luxembourg,LUX,1960,99.947945
Luxembourg,LUX,1961,99.85313
Luxembourg,LUX,1962,99.88415
Luxembourg,LUX,1963,99.99493
Luxembourg,LUX,1964,99.8235
Luxembourg,LUX,1965,99.764946
Luxembourg,LUX,1966,99.778824
Luxembourg,LUX,1967,99.75968
Luxembourg,LUX,1968,99.77422
Luxembourg,LUX,1969,99.819115
Luxembourg,LUX,1970,99.798935
Luxembourg,LUX,1971,99.88356
Luxembourg,LUX,1972,99.86571
Luxembourg,LUX,1973,99.90881
Luxembourg,LUX,1974,99.845634
Luxembourg,LUX,1975,99.838066
Luxembourg,LUX,1976,99.89721
Luxembourg,LUX,1977,99.34695
Luxembourg,LUX,1978,99.397484
Luxembourg,LUX,1979,99.31174
Luxembourg,LUX,1980,99.17352
Luxembourg,LUX,1981,99.02766
Luxembourg,LUX,1982,99.02693
Luxembourg,LUX,1983,98.97467
Luxembourg,LUX,1984,98.95905
Luxembourg,LUX,1985,98.99799
Luxembourg,LUX,1986,99.13192
Luxembourg,LUX,1987,98.85441
Luxembourg,LUX,1988,98.79991
Luxembourg,LUX,1989,98.928474
Luxembourg,LUX,1990,99.150024
Luxembourg,LUX,1991,99.15721
Luxembourg,LUX,1992,98.74492
Luxembourg,LUX,1993,98.80042
Luxembourg,LUX,1994,98.72527
Luxembourg,LUX,1995,98.58481
Luxembourg,LUX,1996,98.829895
Luxembourg,LUX,1997,98.63259
Luxembourg,LUX,1998,98.23144
Luxembourg,LUX,1999,98.2901
Luxembourg,LUX,2000,98.10008
Luxembourg,LUX,2001,97.95635
Luxembourg,LUX,2002,98.01368
Luxembourg,LUX,2003,98.07799
Luxembourg,LUX,2004,97.99402
Luxembourg,LUX,2005,97.56751
Luxembourg,LUX,2006,97.36301
Luxembourg,LUX,2007,97.20426
Luxembourg,LUX,2008,97.05948
Luxembourg,LUX,2009,97.196045
Luxembourg,LUX,2010,97.197495
Luxembourg,LUX,2011,97.2944
Luxembourg,LUX,2012,96.996025
Luxembourg,LUX,2013,96.62699
Luxembourg,LUX,2014,96.00214
Luxembourg,LUX,2015,96.310745
Malaysia,MYS,1971,18.46231
Malaysia,MYS,1972,-0.7326552
Malaysia,MYS,1973,-0.37331754
Malaysia,MYS,1974,16.377354
Malaysia,MYS,1975,6.6994653
Malaysia,MYS,1976,-28.716843
Malaysia,MYS,1977,-39.64244
Malaysia,MYS,1978,-43.487194
Malaysia,MYS,1979,-53.697254
Malaysia,MYS,1980,-48.457935
Malaysia,MYS,1981,-29.785814
Malaysia,MYS,1982,-49.310284
Malaysia,MYS,1983,-77.53011
Malaysia,MYS,1984,-113.009254
Malaysia,MYS,1985,-117.62228
Malaysia,MYS,1986,-129.18315
Malaysia,MYS,1987,-131.75444
Malaysia,MYS,1988,-135.75519
Malaysia,MYS,1989,-130.93681
Malaysia,MYS,1990,-121.52917
Malaysia,MYS,1991,-95.26798
Malaysia,MYS,1992,-81.75306
Malaysia,MYS,1993,-74.4682
Malaysia,MYS,1994,-80.693634
Malaysia,MYS,1995,-85.28967
Malaysia,MYS,1996,-83.243645
Malaysia,MYS,1997,-66.53207
Malaysia,MYS,1998,-77.49811
Malaysia,MYS,1999,-71.67339
Malaysia,MYS,2000,-58.613316
Malaysia,MYS,2001,-54.01237
Malaysia,MYS,2002,-55.08937
Malaysia,MYS,2003,-50.695675
Malaysia,MYS,2004,-52.079224
Malaysia,MYS,2005,-45.39604
Malaysia,MYS,2006,-40.718826
Malaysia,MYS,2007,-28.354141
Malaysia,MYS,2008,-26.966162
Malaysia,MYS,2009,-24.720789
Malaysia,MYS,2010,-21.702776
Malaysia,MYS,2011,-14.7370615
Malaysia,MYS,2012,-11.86881
Malaysia,MYS,2013,-5.760513
Malaysia,MYS,2014,-5.5050287
Malta,MLT,1971,100
Malta,MLT,1972,100
Malta,MLT,1973,100
Malta,MLT,1974,100
Malta,MLT,1975,100
Malta,MLT,1976,100
Malta,MLT,1977,100
Malta,MLT,1978,100
Malta,MLT,1979,100
Malta,MLT,1980,100
Malta,MLT,1981,100
Malta,MLT,1982,100
Malta,MLT,1983,100
Malta,MLT,1984,100
Malta,MLT,1985,100
Malta,MLT,1986,100
Malta,MLT,1987,100
Malta,MLT,1988,100
Malta,MLT,1989,100
Malta,MLT,1990,100
Malta,MLT,1991,100
Malta,MLT,1992,100
Malta,MLT,1993,100
Malta,MLT,1994,100
Malta,MLT,1995,100
Malta,MLT,1996,100
Malta,MLT,1997,100
Malta,MLT,1998,100
Malta,MLT,1999,100
Malta,MLT,2000,100
Malta,MLT,2001,100
Malta,MLT,2002,99.96741
Malta,MLT,2003,99.962456
Malta,MLT,2004,99.95104
Malta,MLT,2005,99.9404
Malta,MLT,2006,99.922585
Malta,MLT,2007,99.910164
Malta,MLT,2008,99.89158
Malta,MLT,2009,99.8804
Malta,MLT,2010,99.41771
Malta,MLT,2011,99.20049
Malta,MLT,2012,99.02075
Malta,MLT,2013,98.839615
Malta,MLT,2014,98.381485
Mauritius,MUS,1971,23.383463
Mauritius,MUS,1972,25.465155
Mauritius,MUS,1973,28.119123
Mauritius,MUS,1974,32.59159
Mauritius,MUS,1975,34.176723
Mauritius,MUS,1976,37.810184
Mauritius,MUS,1977,41.626984
Mauritius,MUS,1978,43.885418
Mauritius,MUS,1979,44.091404
Mauritius,MUS,1980,42.895348
Mauritius,MUS,1981,43.670197
Mauritius,MUS,1982,41.72165
Mauritius,MUS,1983,45.752747
Mauritius,MUS,1984,46.87728
Mauritius,MUS,1985,43.493336
Mauritius,MUS,1986,47.133984
Mauritius,MUS,1987,47.87591
Mauritius,MUS,1988,53.307495
Mauritius,MUS,1989,54.18111
Mauritius,MUS,1990,55.459396
Mauritius,MUS,1991,58.455524
Mauritius,MUS,1992,59.048042
Mauritius,MUS,1993,62.678486
Mauritius,MUS,1994,65.87286
Mauritius,MUS,1995,63.295403
Mauritius,MUS,1996,65.39391
Mauritius,MUS,1997,63.78779
Mauritius,MUS,1998,65.49166
Mauritius,MUS,1999,75.80206
Mauritius,MUS,2000,73.8631
Mauritius,MUS,2001,73.52794
Mauritius,MUS,2002,75.42073
Mauritius,MUS,2003,75.84145
Mauritius,MUS,2004,75.46381
Mauritius,MUS,2005,77.3982
Mauritius,MUS,2006,79.50369
Mauritius,MUS,2007,80.325615
Mauritius,MUS,2008,79.388916
Mauritius,MUS,2009,81.04684
Mauritius,MUS,2010,81.65623
Mauritius,MUS,2011,82.43964
Mauritius,MUS,2012,83.15317
Mauritius,MUS,2013,83.7811
Mauritius,MUS,2014,84.54229
Mexico,MEX,1971,-0.87988466
Mexico,MEX,1972,5.2416387
Mexico,MEX,1973,10.054969
Mexico,MEX,1974,1.2819347
Mexico,MEX,1975,-6.547163
Mexico,MEX,1976,-7.282582
Mexico,MEX,1977,-15.629319
Mexico,MEX,1978,-24.1414
Mexico,MEX,1979,-35.2923
Mexico,MEX,1980,-54.585617
Mexico,MEX,1981,-68.604324
Mexico,MEX,1982,-84.025604
Mexico,MEX,1983,-93.05377
Mexico,MEX,1984,-86.640915
Mexico,MEX,1985,-77.54314
Mexico,MEX,1986,-72.3212
Mexico,MEX,1987,-71.73892
Mexico,MEX,1988,-68.94857
Mexico,MEX,1989,-62.11398
Mexico,MEX,1990,-58.096924
Mexico,MEX,1991,-57.110825
Mexico,MEX,1992,-55.25207
Mexico,MEX,1993,-54.950493
Mexico,MEX,1994,-50.875767
Mexico,MEX,1995,-54.792244
Mexico,MEX,1996,-59.02672
Mexico,MEX,1997,-59.38694
Mexico,MEX,1998,-55.211967
Mexico,MEX,1999,-49.95858
Mexico,MEX,2000,-51.53969
Mexico,MEX,2001,-50.53612
Mexico,MEX,2002,-51.79016
Mexico,MEX,2003,-52.0462
Mexico,MEX,2004,-52.035065
Mexico,MEX,2005,-44.959312
Mexico,MEX,2006,-42.219345
Mexico,MEX,2007,-36.638313
Mexico,MEX,2008,-26.918941
Mexico,MEX,2009,-24.74801
Mexico,MEX,2010,-22.697887
Mexico,MEX,2011,-18.016272
Mexico,MEX,2012,-13.981535
Mexico,MEX,2013,-12.725915
Mexico,MEX,2014,-10.793601
Mexico,MEX,2015,-4.6664853
Middle East and North Africa (WB),,1971,-1471.6746
Middle East and North Africa (WB),,1972,-1572.5371
Middle East and North Africa (WB),,1973,-1524.1816
Middle East and North Africa (WB),,1974,-1410.0024
Middle East and North Africa (WB),,1975,-1164.8693
Middle East and North Africa (WB),,1976,-1191.2435
Middle East and North Africa (WB),,1977,-1087.9014
Middle East and North Africa (WB),,1978,-952.0774
Middle East and North Africa (WB),,1979,-814.3831
Middle East and North Africa (WB),,1980,-633.5065
Middle East and North Africa (WB),,1981,-458.1523
Middle East and North Africa (WB),,1982,-322.6832
Middle East and North Africa (WB),,1983,-287.33023
Middle East and North Africa (WB),,1984,-268.9365
Middle East and North Africa (WB),,1985,-227.165
Middle East and North Africa (WB),,1986,-253.14166
Middle East and North Africa (WB),,1987,-242.02002
Middle East and North Africa (WB),,1988,-262.9415
Middle East and North Africa (WB),,1989,-263.44833
Middle East and North Africa (WB),,1990,-289.89417
Middle East and North Africa (WB),,1991,-274.5509
Middle East and North Africa (WB),,1992,-269.0813
Middle East and North Africa (WB),,1993,-261.13788
Middle East and North Africa (WB),,1994,-241.51308
Middle East and North Africa (WB),,1995,-237.53978
Middle East and North Africa (WB),,1996,-233.98999
Middle East and North Africa (WB),,1997,-230.81842
Middle East and North Africa (WB),,1998,-241.68617
Middle East and North Africa (WB),,1999,-225.77692
Middle East and North Africa (WB),,2000,-238.30748
Middle East and North Africa (WB),,2001,-211.73488
Middle East and North Africa (WB),,2002,-190.78467
Middle East and North Africa (WB),,2003,-206.5266
Middle East and North Africa (WB),,2004,-205.26135
Middle East and North Africa (WB),,2005,-200.26357
Middle East and North Africa (WB),,2006,-188.67586
Middle East and North Africa (WB),,2007,-176.5515
Middle East and North Africa (WB),,2008,-166.55911
Middle East and North Africa (WB),,2009,-144.99683
Middle East and North Africa (WB),,2010,-144.13707
Middle East and North Africa (WB),,2011,-149.07486
Middle East and North Africa (WB),,2012,-140.14453
Middle East and North Africa (WB),,2013,-138.21773
Middle East and North Africa (WB),,2014,-126.96788
Middle East and North Africa (WB),,2015,64.96736
Middle-income countries,,1960,12.335654
Middle-income countries,,1961,12.5867
Middle-income countries,,1962,17.941881
Middle-income countries,,1963,18.026197
Middle-income countries,,1964,19.24357
Middle-income countries,,1965,18.820091
Middle-income countries,,1966,19.350595
Middle-income countries,,1967,16.2567
Middle-income countries,,1968,18.088274
Middle-income countries,,1969,19.435915
Middle-income countries,,1970,23.184992
Middle-income countries,,1971,-48.388798
Middle-income countries,,1972,-48.14828
Middle-income countries,,1973,-52.372646
Middle-income countries,,1974,-48.563267
Middle-income countries,,1975,-41.938446
Middle-income countries,,1976,-45.946503
Middle-income countries,,1977,-43.07807
Middle-income countries,,1978,-40.17308
Middle-income countries,,1979,-37.607224
Middle-income countries,,1980,-27.793201
Middle-income countries,,1981,-19.432205
Middle-income countries,,1982,-21.740198
Middle-income countries,,1983,-23.624416
Middle-income countries,,1984,-25.467787
Middle-income countries,,1985,-25.567284
Middle-income countries,,1986,-23.585161
Middle-income countries,,1987,-23.529232
Middle-income countries,,1988,-24.67558
Middle-income countries,,1989,-26.778042
Middle-income countries,,1990,-22.315863
Middle-income countries,,1991,-19.54927
Middle-income countries,,1992,-20.281607
Middle-income countries,,1993,-19.320835
Middle-income countries,,1994,-20.698072
Middle-income countries,,1995,-20.223412
Middle-income countries,,1996,-20.731895
Middle-income countries,,1997,-21.39889
Middle-income countries,,1998,-23.196388
Middle-income countries,,1999,-22.3083
Middle-income countries,,2000,-23.42492
Middle-income countries,,2001,-23.49895
Middle-income countries,,2002,-22.568882
Middle-income countries,,2003,-22.796154
Middle-income countries,,2004,-22.127607
Middle-income countries,,2005,-21.85843
Middle-income countries,,2006,-20.693832
Middle-income countries,,2007,-19.229307
Middle-income countries,,2008,-18.150064
Middle-income countries,,2009,-16.001392
Middle-income countries,,2010,-14.692634
Middle-income countries,,2011,-12.932638
Middle-income countries,,2012,-10.700147
Middle-income countries,,2013,-9.800515
Middle-income countries,,2014,-8.105703
Middle-income countries,,2015,28.008175
Moldova,MDA,1990,99.14847
Moldova,MDA,1991,98.88112
Moldova,MDA,1992,98.76386
Moldova,MDA,1993,98.44952
Moldova,MDA,1994,98.31042
Moldova,MDA,1995,98.10003
Moldova,MDA,1996,97.75501
Moldova,MDA,1997,97.41333
Moldova,MDA,1998,97.54349
Moldova,MDA,1999,97.1605
Moldova,MDA,2000,96.834404
Moldova,MDA,2001,96.710945
Moldova,MDA,2002,96.84821
Moldova,MDA,2003,96.68195
Moldova,MDA,2004,96.46097
Moldova,MDA,2005,96.91418
Moldova,MDA,2006,96.676506
Moldova,MDA,2007,96.72282
Moldova,MDA,2008,96.24102
Moldova,MDA,2009,95.94134
Moldova,MDA,2010,93.81178
Moldova,MDA,2011,92.52079
Moldova,MDA,2012,92.24742
Moldova,MDA,2013,90.0496
Moldova,MDA,2014,90.01108
Mongolia,MNG,1985,20.45893
Mongolia,MNG,1986,20.508238
Mongolia,MNG,1987,16.352673
Mongolia,MNG,1988,13.538747
Mongolia,MNG,1989,14.155425
Mongolia,MNG,1990,19.591417
Mongolia,MNG,1991,14.99518
Mongolia,MNG,1992,13.401893
Mongolia,MNG,1993,18.464668
Mongolia,MNG,1994,14.244098
Mongolia,MNG,1995,16.632044
Mongolia,MNG,1996,17.894798
Mongolia,MNG,1997,19.011898
Mongolia,MNG,1998,17.581318
Mongolia,MNG,1999,18.564503
Mongolia,MNG,2000,18.692282
Mongolia,MNG,2001,19.079489
Mongolia,MNG,2002,17.970636
Mongolia,MNG,2003,18.975882
Mongolia,MNG,2004,19.696472
Mongolia,MNG,2005,-28.457354
Mongolia,MNG,2006,-29.662195
Mongolia,MNG,2007,-44.771294
Mongolia,MNG,2008,-58.858517
Mongolia,MNG,2009,-131.59563
Mongolia,MNG,2010,-297.5853
Mongolia,MNG,2011,-338.60394
Mongolia,MNG,2012,-248.41582
Mongolia,MNG,2013,-211.39728
Mongolia,MNG,2014,-168.0934
Montenegro,MNE,2005,39.252335
Montenegro,MNE,2006,41.460297
Montenegro,MNE,2007,50.116306
Montenegro,MNE,2008,42.899445
Montenegro,MNE,2009,39.67266
Montenegro,MNE,2010,24.20175
Montenegro,MNE,2011,35.549473
Montenegro,MNE,2012,33.318523
Montenegro,MNE,2013,22.230326
Montenegro,MNE,2014,27.569138
Morocco,MAR,1971,61.280712
Morocco,MAR,1972,61.67479
Morocco,MAR,1973,64.95797
Morocco,MAR,1974,67.021576
Morocco,MAR,1975,67.581245
Morocco,MAR,1976,69.00902
Morocco,MAR,1977,70.343765
Morocco,MAR,1978,71.597176
Morocco,MAR,1979,73.071625
Morocco,MAR,1980,73.833626
Morocco,MAR,1981,74.467834
Morocco,MAR,1982,75.59469
Morocco,MAR,1983,76.10484
Morocco,MAR,1984,75.88169
Morocco,MAR,1985,76.189095
Morocco,MAR,1986,76.4107
Morocco,MAR,1987,77.958
Morocco,MAR,1988,78.537384
Morocco,MAR,1989,81.043205
Morocco,MAR,1990,80.98457
Morocco,MAR,1991,80.94482
Morocco,MAR,1992,82.074745
Morocco,MAR,1993,82.885445
Morocco,MAR,1994,83.249725
Morocco,MAR,1995,83.16482
Morocco,MAR,1996,83.40154
Morocco,MAR,1997,84.17317
Morocco,MAR,1998,85.13893
Morocco,MAR,1999,87.32164
Morocco,MAR,2000,87.73486
Morocco,MAR,2001,88.27103
Morocco,MAR,2002,88.38247
Morocco,MAR,2003,87.80227
Morocco,MAR,2004,81.89936
Morocco,MAR,2005,84.38221
Morocco,MAR,2006,85.57199
Morocco,MAR,2007,86.86636
Morocco,MAR,2008,88.31656
Morocco,MAR,2009,88.54314
Morocco,MAR,2010,88.76468
Morocco,MAR,2011,90.48261
Morocco,MAR,2012,90.9406
Morocco,MAR,2013,90.24558
Morocco,MAR,2014,90.72183
Mozambique,MOZ,1971,10.596851
Mozambique,MOZ,1972,9.467766
Mozambique,MOZ,1973,9.827834
Mozambique,MOZ,1974,8.291131
Mozambique,MOZ,1975,6.0269785
Mozambique,MOZ,1976,5.1053166
Mozambique,MOZ,1977,8.650912
Mozambique,MOZ,1978,7.260672
Mozambique,MOZ,1979,7.338615
Mozambique,MOZ,1980,9.428114
Mozambique,MOZ,1981,6.55989
Mozambique,MOZ,1982,7.5292473
Mozambique,MOZ,1983,7.8864703
Mozambique,MOZ,1984,6.994618
Mozambique,MOZ,1985,6.951816
Mozambique,MOZ,1986,7.567356
Mozambique,MOZ,1987,7.345714
Mozambique,MOZ,1988,7.3314996
Mozambique,MOZ,1989,7.1411843
Mozambique,MOZ,1990,5.2999563
Mozambique,MOZ,1991,4.9397707
Mozambique,MOZ,1992,5.667589
Mozambique,MOZ,1993,6.3484335
Mozambique,MOZ,1994,5.630633
Mozambique,MOZ,1995,5.99357
Mozambique,MOZ,1996,6.1663
Mozambique,MOZ,1997,6.584568
Mozambique,MOZ,1998,-1.7282876
Mozambique,MOZ,1999,-2.548042
Mozambique,MOZ,2000,-1.1908524
Mozambique,MOZ,2001,-0.024659913
Mozambique,MOZ,2002,-1.5426646
Mozambique,MOZ,2003,4.111815
Mozambique,MOZ,2004,-8.160794
Mozambique,MOZ,2005,-18.700682
Mozambique,MOZ,2006,-22.654327
Mozambique,MOZ,2007,-21.28974
Mozambique,MOZ,2008,-23.281862
Mozambique,MOZ,2009,-22.174784
Mozambique,MOZ,2010,-22.551643
Mozambique,MOZ,2011,-24.981524
Mozambique,MOZ,2012,-50.85035
Mozambique,MOZ,2013,-53.478924
Mozambique,MOZ,2014,-54.601627
Myanmar,MMR,1971,7.139543
Myanmar,MMR,1972,5.14273
Myanmar,MMR,1973,1.3136104
Myanmar,MMR,1974,4.569735
Myanmar,MMR,1975,2.9561625
Myanmar,MMR,1976,1.8712609
Myanmar,MMR,1977,0.48919657
Myanmar,MMR,1978,-0.13726562
Myanmar,MMR,1979,-0.42134812
Myanmar,MMR,1980,-0.9834374
Myanmar,MMR,1981,-0.8909957
Myanmar,MMR,1982,-0.02087065
Myanmar,MMR,1983,-1.1056064
Myanmar,MMR,1984,-2.0535827
Myanmar,MMR,1985,-0.9831878
Myanmar,MMR,1986,-0.029802952
Myanmar,MMR,1987,-1.4690233
Myanmar,MMR,1988,0.20973065
Myanmar,MMR,1989,0.20428975
Myanmar,MMR,1990,0.23970424
Myanmar,MMR,1991,0.19541083
Myanmar,MMR,1992,0.20282967
Myanmar,MMR,1993,3.1759872
Myanmar,MMR,1994,4.0583143
Myanmar,MMR,1995,6.860512
Myanmar,MMR,1996,7.786741
Myanmar,MMR,1997,7.5194817
Myanmar,MMR,1998,1.9921376
Myanmar,MMR,1999,-9.851502
Myanmar,MMR,2000,-20.064013
Myanmar,MMR,2001,-26.401628
Myanmar,MMR,2002,-26.829878
Myanmar,MMR,2003,-30.37985
Myanmar,MMR,2004,-36.43498
Myanmar,MMR,2005,-49.55207
Myanmar,MMR,2006,-50.4954
Myanmar,MMR,2007,-50.71929
Myanmar,MMR,2008,-50.047787
Myanmar,MMR,2009,-54.00433
Myanmar,MMR,2010,-60.893738
Myanmar,MMR,2011,-58.24637
Myanmar,MMR,2012,-46.283535
Myanmar,MMR,2013,-39.8198
Myanmar,MMR,2014,-32.970795
Namibia,NAM,1991,55.05494
Namibia,NAM,1992,58.89988
Namibia,NAM,1993,63.023155
Namibia,NAM,1994,67.90502
Namibia,NAM,1995,65.76716
Namibia,NAM,1996,69.83688
Namibia,NAM,1997,71.83069
Namibia,NAM,1998,69.29553
Namibia,NAM,1999,67.1784
Namibia,NAM,2000,63.023617
Namibia,NAM,2001,69.759995
Namibia,NAM,2002,65.37936
Namibia,NAM,2003,66.544075
Namibia,NAM,2004,68.213005
Namibia,NAM,2005,68.54757
Namibia,NAM,2006,69.255394
Namibia,NAM,2007,69.63891
Namibia,NAM,2008,72.04105
Namibia,NAM,2009,72.074486
Namibia,NAM,2010,73.608444
Namibia,NAM,2011,73.196434
Namibia,NAM,2012,72.64563
Namibia,NAM,2013,75.30615
Namibia,NAM,2014,74.441666
Nepal,NPL,1971,1.6561929
Nepal,NPL,1972,2.17665
Nepal,NPL,1973,2.986854
Nepal,NPL,1974,2.7715178
Nepal,NPL,1975,2.481217
Nepal,NPL,1976,1.9595481
Nepal,NPL,1977,2.2136767
Nepal,NPL,1978,2.1454055
Nepal,NPL,1979,3.1264722
Nepal,NPL,1980,3.484846
Nepal,NPL,1981,3.0160592
Nepal,NPL,1982,3.4656458
Nepal,NPL,1983,4.4752774
Nepal,NPL,1984,4.791269
Nepal,NPL,1985,3.5668147
Nepal,NPL,1986,4.5245132
Nepal,NPL,1987,4.2493463
Nepal,NPL,1988,4.4340434
Nepal,NPL,1989,3.4314044
Nepal,NPL,1990,4.9813204
Nepal,NPL,1991,5.966662
Nepal,NPL,1992,6.3378105
Nepal,NPL,1993,6.7729483
Nepal,NPL,1994,7.9530625
Nepal,NPL,1995,8.540754
Nepal,NPL,1996,8.736277
Nepal,NPL,1997,9.829249
Nepal,NPL,1998,10.128939
Nepal,NPL,1999,12.659638
Nepal,NPL,2000,11.9550085
Nepal,NPL,2001,12.378363
Nepal,NPL,2002,10.03612
Nepal,NPL,2003,10.485809
Nepal,NPL,2004,9.7706785
Nepal,NPL,2005,10.727111
Nepal,NPL,2006,8.936978
Nepal,NPL,2007,8.8626175
Nepal,NPL,2008,10.069373
Nepal,NPL,2009,11.437418
Nepal,NPL,2010,13.06717
Nepal,NPL,2011,13.50546
Nepal,NPL,2012,15.765662
Nepal,NPL,2013,14.594761
Nepal,NPL,2014,16.677065
Netherlands,NLD,1960,51.3683
Netherlands,NLD,1961,52.00478
Netherlands,NLD,1962,59.391006
Netherlands,NLD,1963,62.879314
Netherlands,NLD,1964,63.62804
Netherlands,NLD,1965,63.83528
Netherlands,NLD,1966,64.77934
Netherlands,NLD,1967,63.20417
Netherlands,NLD,1968,55.595512
Netherlands,NLD,1969,48.302036
Netherlands,NLD,1970,41.199833
Netherlands,NLD,1971,26.589808
Netherlands,NLD,1972,18.173512
Netherlands,NLD,1973,8.447405
Netherlands,NLD,1974,-9.411307
Netherlands,NLD,1975,-20.859762
Netherlands,NLD,1976,-16.81582
Netherlands,NLD,1977,-20.336657
Netherlands,NLD,1978,-7.6014323
Netherlands,NLD,1979,-7.603101
Netherlands,NLD,1980,-11.584716
Netherlands,NLD,1981,-9.7453575
Netherlands,NLD,1982,-6.0547657
Netherlands,NLD,1983,-9.282171
Netherlands,NLD,1984,-5.1992097
Netherlands,NLD,1985,-9.392252
Netherlands,NLD,1986,0.94767666
Netherlands,NLD,1987,3.7315903
Netherlands,NLD,1988,13.34625
Netherlands,NLD,1989,7.285142
Netherlands,NLD,1990,7.824584
Netherlands,NLD,1991,2.8600929
Netherlands,NLD,1992,1.4088618
Netherlands,NLD,1993,0.5727357
Netherlands,NLD,1994,4.262034
Netherlands,NLD,1995,9.467619
Netherlands,NLD,1996,3.9738898
Netherlands,NLD,1997,11.881118
Netherlands,NLD,1998,15.951875
Netherlands,NLD,1999,19.96259
Netherlands,NLD,2000,23.279911
Netherlands,NLD,2001,20.502916
Netherlands,NLD,2002,22.62686
Netherlands,NLD,2003,27.510647
Netherlands,NLD,2004,17.594025
Netherlands,NLD,2005,23.18579
Netherlands,NLD,2006,23.730696
Netherlands,NLD,2007,23.722803
Netherlands,NLD,2008,16.412336
Netherlands,NLD,2009,19.197105
Netherlands,NLD,2010,16.302849
Netherlands,NLD,2011,16.775618
