Entity,Code,Year,Electricity from wind - TWh,Electricity from hydro - TWh,Electricity from solar - TWh,Other renewables including bioenergy - TWh
Chad,TCD,2015,0,0,0,0.01
Chad,TCD,2016,0.01,0,0,0.01
Chad,TCD,2017,0.01,0,0,0.01
Chad,TCD,2018,0.01,0,0,0.01
Chad,TCD,2019,0.01,0,0,0.01
Chad,TCD,2020,0.01,0,0,0.01
Chad,TCD,2021,0.01,0,0,0.01
Chad,TCD,2022,0.01,0,0,0.01
Chile,CHL,1990,0,8.941428,0,0.963
Chile,CHL,1991,0,13.135654,0,1.033
Chile,CHL,1992,0,16.74015,0,1.743
Chile,CHL,1993,0,17.217321,0,1.75
Chile,CHL,1994,0,16.985472,0,1.786
Chile,CHL,1995,0,18.413738,0,1.879
Chile,CHL,1996,0,16.873468,0,1.738
Chile,CHL,1997,0,18.943148,0,1.743
Chile,CHL,1998,0,15.937255,0,1.161
Chile,CHL,1999,0,13.577,0,1.45
Chile,CHL,2000,0,18.48,0,1.375
Chile,CHL,2001,0,21.03,0,1.683
Chile,CHL,2002,0,22.5,0,1.781
Chile,CHL,2003,0,21.84,0,1.695
Chile,CHL,2004,0,20.87,0,2.031
Chile,CHL,2005,0,25.42,0,1.79
Chile,CHL,2006,0,28.03,0,1.431
Chile,CHL,2007,0,22.29,0,2.696
Chile,CHL,2008,0.03,23.75,0,3.5882213
Chile,CHL,2009,0.07,24.5,0,3.391682
Chile,CHL,2010,0.32,21.23,0,3.4124773
Chile,CHL,2011,0.32,20.72,0,4.314426
Chile,CHL,2012,0.39,20.2,0,5.9831734
Chile,CHL,2013,0.55,19.61,0.01,6.896006
Chile,CHL,2014,1.43,23.55,0.46,4.989873
Chile,CHL,2015,2.1,23.91,1.37,5.5661297
Chile,CHL,2016,2.25,19.46,2.56,6.722216
Chile,CHL,2017,3.55,21.81,3.9,7.4493103
Chile,CHL,2018,4.02,23.21,5.45,9.157252
Chile,CHL,2019,4.82,20.83,6.38,7.931265
Chile,CHL,2020,5.54,20.63,7.64,7.151853
Chile,CHL,2021,7.21,16.48,10.79,6.57354
Chile,CHL,2022,8.82,20.27,14.52,6.0717387
Chile,CHL,2023,9.88,23.9,16.65,6.0270143
Chile,CHL,1965,,3.954,,
Chile,CHL,1966,,4.168,,
Chile,CHL,1967,,4.255,,
Chile,CHL,1968,,3.565,,
Chile,CHL,1969,,4.024,,
Chile,CHL,1970,,4.307,,
Chile,CHL,1971,,4.809,,0.066
Chile,CHL,1972,,5.73,,0.057
Chile,CHL,1973,,5.595,,0.051
Chile,CHL,1974,,6.364,,0.046
Chile,CHL,1975,,6.388,,0.051
Chile,CHL,1976,,6.599,,0.073
Chile,CHL,1977,,6.969,,0.08
Chile,CHL,1978,,7.251,,0.091
Chile,CHL,1979,,7.448,,0.094
Chile,CHL,1980,,7.871,,0.105
Chile,CHL,1981,,8.15,,0.11
Chile,CHL,1982,,8.914,,0.137
Chile,CHL,1983,,9.613,,0.208
Chile,CHL,1984,,9.975,,0.201
Chile,CHL,1985,,11.07,,0.195
Chile,CHL,1986,,11.83,,0.28
Chile,CHL,1987,,12.823,,0.271
Chile,CHL,1988,,12.558,,0.327
Chile,CHL,1989,,10.543,,0.321
China,CHN,1971,0,29.075233,0,0
China,CHN,1972,0,32.951046,0,0
China,CHN,1973,0,36.82686,0,0
China,CHN,1974,0,41.674942,0,0
China,CHN,1975,0,43.610638,0,0
China,CHN,1976,0,44.194,0,0
China,CHN,1977,0,46.134117,0,0
China,CHN,1978,0,43.22615,0,0
China,CHN,1979,0,48.555946,0,0
China,CHN,1980,0,58.221176,0,0
China,CHN,1981,0,65.51318,0,0
China,CHN,1982,0,74.41386,0,0
China,CHN,1983,0,86.41695,0,0
China,CHN,1984,0,86.8147,0,0
China,CHN,1985,0,92.38756,0,0
China,CHN,1986,0,94.548645,0,0
China,CHN,1987,0,100.02428,0,0
China,CHN,1988,0,109.16802,0,0
China,CHN,1989,0,118.40898,0,0
China,CHN,1990,0.002020202,126.74397,0.002,0.064
China,CHN,1991,0.009090909,124.68895,0.002,0.064
China,CHN,1992,0.13131313,130.68608,0.003,0.113
China,CHN,1993,0.21212122,151.84616,0.004,0.117
China,CHN,1994,0.3838384,167.42897,0.005,0.46
China,CHN,1995,0.61616164,190.58,0.007,3.014
China,CHN,1996,0.093939394,187.97,0.009,1.533
China,CHN,1997,0.1979798,195.98,0.011,2.722
China,CHN,1998,0.35555556,198.89,0.014,2.48
China,CHN,1999,0.4737374,196.58,0.017,2.52
China,CHN,2000,0.59,222.41,0.02,2.537
China,CHN,2001,0.72,277.43,0.03,2.554
China,CHN,2002,0.84,287.97,0.05,2.546
China,CHN,2003,1,283.68,0.06,2.536
China,CHN,2004,1.28,353.54,0.08,2.528
China,CHN,2005,1.95,397.02,0.08,5.322
China,CHN,2006,3.71,435.79,0.09,7.133
China,CHN,2007,5.48,485.26,0.11,9.863
China,CHN,2008,13.1,636.96,0.15,14.866
China,CHN,2009,27.61,615.64,0.28,20.85932
China,CHN,2010,49.4,711.38,0.7,24.90023
China,CHN,2011,74.1,688.04,2.61,27.632
China,CHN,2012,103.05,862.79,3.59,30.133
China,CHN,2013,138.26,909.61,8.37,37.133
China,CHN,2014,159.76,1059.69,23.51,46.26822
China,CHN,2015,185.59,1114.52,39.48,54.07029
China,CHN,2016,240.86,1153.27,66.53,62.134766
China,CHN,2017,304.6,1165.06,117.8,79.59891
China,CHN,2018,365.8,1198.89,176.9,93.72523
China,CHN,2019,405.3,1272.54,224,112.72523
China,CHN,2020,466.5,1321.71,261.1,135.62556
China,CHN,2021,655.8,1300,327,165.92523
China,CHN,2022,762.7,1303.13,427.72,182.52522
China,CHN,2023,885.87,1245.17,584.15,198.12523
China,CHN,1965,,22.097,,
China,CHN,1966,,22.485907,,
China,CHN,1967,,19.383488,,
China,CHN,1968,,22.870396,,
China,CHN,1969,,23.259302,,
China,CHN,1970,,24.037117,,
Colombia,COL,1990,0,27.495852,0,0.274
Colombia,COL,1991,0,27.72608,0,0.269
Colombia,COL,1992,0,22.280584,0,0.34
Colombia,COL,1993,0,27.856392,0,0.389
Colombia,COL,1994,0,32.05839,0,0.444
Colombia,COL,1995,0,31.9894,0,0.477
Colombia,COL,1996,0,35.287624,0,0.496
Colombia,COL,1997,0,31.47576,0,0.483
Colombia,COL,1998,0,30.781685,0,0.532
Colombia,COL,1999,0,33.700657,0,0.457
Colombia,COL,2000,0,31.75,0.01,0.5
Colombia,COL,2001,0,31.48,0.01,0.5
Colombia,COL,2002,0,33.63,0.01,0.49
Colombia,COL,2003,0,35.81,0.01,0.5
Colombia,COL,2004,0.05,39.68,0.01,0.47
Colombia,COL,2005,0.05,39.4,0.01,0.5
Colombia,COL,2006,0.06,42.31,0.01,0.53
Colombia,COL,2007,0.05,44,0.01,0.53
Colombia,COL,2008,0.05,45.94,0.01,0.54
Colombia,COL,2009,0.06,40.64,0.01,0.54
Colombia,COL,2010,0.04,40,0.01,2.42
Colombia,COL,2011,0.04,48.39,0.01,2
Colombia,COL,2012,0.05,47.11,0.01,1.95
Colombia,COL,2013,0.06,49.76,0.01,1.05
Colombia,COL,2014,0.07,47.25,0.01,1.35
Colombia,COL,2015,0.07,47.94,0.01,1.37
Colombia,COL,2016,0.05,48.46,0.01,1.46
Colombia,COL,2017,0,60.64,0.01,1.42
Colombia,COL,2018,0.04,58.19,0.02,1.45
Colombia,COL,2019,0.06,52.98,0.13,1.57
Colombia,COL,2020,0.01,48.44,0.19,2.15
Colombia,COL,2021,0.06,60.7,0.33,2.24
Colombia,COL,2022,0.06,58.73,0.33,2.18
Colombia,COL,2023,0.21,54.24,1.04,2.18
Colombia,COL,1965,,3.5439494,,
Colombia,COL,1966,,3.9372194,,
Colombia,COL,1967,,4.3892536,,
Colombia,COL,1968,,4.8910117,,
Colombia,COL,1969,,5.4379735,,
Colombia,COL,1970,,6.05274,,
Colombia,COL,1971,,6.4234085,,
Colombia,COL,1972,,7.115021,,
Colombia,COL,1973,,7.7433486,,
Colombia,COL,1974,,8.7920685,,0
Colombia,COL,1975,,9.7323,,0.189
Colombia,COL,1976,,10.22642,,0.202
Colombia,COL,1977,,10.451812,,0.192
Colombia,COL,1978,,12.07144,,0.206
Colombia,COL,1979,,13.2593,,0.216
Colombia,COL,1980,,14.44702,,0.227
Colombia,COL,1981,,14.26534,,0.212
Colombia,COL,1982,,15.238536,,0.231
Colombia,COL,1983,,15.365776,,0.234
Colombia,COL,1984,,17.14022,,0.255
Colombia,COL,1985,,18.440771,,0.267
Colombia,COL,1986,,21.332952,,0.266
Colombia,COL,1987,,23.24756,,0.268
Colombia,COL,1988,,24.5194,,0.274
Colombia,COL,1989,,26.78212,,0.274
Comoros,COM,2000,0,0,0,0
Comoros,COM,2001,0,0,0,0
Comoros,COM,2002,0,0,0,0
Comoros,COM,2003,0,0,0,0
Comoros,COM,2004,0,0,0,0
Comoros,COM,2005,0,0,0,0
Comoros,COM,2006,0,0,0,0
Comoros,COM,2007,0,0,0,0
Comoros,COM,2008,0,0,0,0
Comoros,COM,2009,0,0,0,0
Comoros,COM,2010,0,0,0,0
Comoros,COM,2011,0,0,0,0
Comoros,COM,2012,0,0,0,0
Comoros,COM,2013,0,0,0,0
Comoros,COM,2014,0,0,0,0
Comoros,COM,2015,0,0,0,0
Comoros,COM,2016,0,0,0,0
Comoros,COM,2017,0,0,0,0
Comoros,COM,2018,0,0,0,0
Comoros,COM,2019,0,0,0,0
Comoros,COM,2020,0,0,0,0
Comoros,COM,2021,0,0,0,0
Comoros,COM,2022,0,0,0,0
Congo,COG,2000,0,0.29,0,0
Congo,COG,2001,0,0.33,0,0
Congo,COG,2002,0,0.39,0,0
Congo,COG,2003,0,0.34,0,0
Congo,COG,2004,0,0.33,0,0
Congo,COG,2005,0,0.35,0,0
Congo,COG,2006,0,0.37,0,0
Congo,COG,2007,0,0.33,0,0
Congo,COG,2008,0,0.37,0,0
Congo,COG,2009,0,0.33,0,0
Congo,COG,2010,0,0.43,0,0
Congo,COG,2011,0,0.78,0,0
Congo,COG,2012,0,0.98,0,0
Congo,COG,2013,0,0.96,0,0
Congo,COG,2014,0,0.94,0,0
Congo,COG,2015,0,1.09,0,0
Congo,COG,2016,0,1.12,0,0
Congo,COG,2017,0,1.19,0,0
Congo,COG,2018,0,1.09,0,0
Congo,COG,2019,0,0.85,0,0
Congo,COG,2020,0,0.9,0,0
Congo,COG,2021,0,0.9,0,0
Congo,COG,2022,0,0.9,0,0
Cook Islands,COK,2000,0,0,0,0
Cook Islands,COK,2001,0,0,0,0
Cook Islands,COK,2002,0,0,0,0
Cook Islands,COK,2003,0,0,0,0
Cook Islands,COK,2004,0,0,0,0
Cook Islands,COK,2005,0,0,0,0
Cook Islands,COK,2006,0,0,0,0
Cook Islands,COK,2007,0,0,0,0
Cook Islands,COK,2008,0,0,0,0
Cook Islands,COK,2009,0,0,0,0
Cook Islands,COK,2010,0,0,0,0
Cook Islands,COK,2011,0,0,0,0
Cook Islands,COK,2012,0,0,0,0
Cook Islands,COK,2013,0,0,0,0
Cook Islands,COK,2014,0,0,0,0
Cook Islands,COK,2015,0,0,0,0
Cook Islands,COK,2016,0,0,0,0
Cook Islands,COK,2017,0,0,0.01,0
Cook Islands,COK,2018,0,0,0.02,0
Cook Islands,COK,2019,0,0,0.01,0
Cook Islands,COK,2020,0,0,0.01,0
Cook Islands,COK,2021,0,0,0.02,0
Cook Islands,COK,2022,0,0,0.02,0
Costa Rica,CRI,2000,0.18,5.62,0,1
Costa Rica,CRI,2001,0.19,5.6,0,1.01
Costa Rica,CRI,2002,0.26,5.87,0,1.17
Costa Rica,CRI,2003,0.31,5.86,0,0.97
Costa Rica,CRI,2004,0.26,6.42,0,1.23
Costa Rica,CRI,2005,0.2,6.5,0,1.22
Costa Rica,CRI,2006,0.27,6.53,0,1.2900001
Costa Rica,CRI,2007,0.24,6.7,0,1.32
Costa Rica,CRI,2008,0.2,7.31,0,1.21
Costa Rica,CRI,2009,0.33,7.15,0,1.3100001
Costa Rica,CRI,2010,0.36,7.19,0,1.3199999
Costa Rica,CRI,2011,0.41,7.06,0,1.42
Costa Rica,CRI,2012,0.53,7.16,0.01,1.5799999
Costa Rica,CRI,2013,0.49,6.78,0.02,1.7
Costa Rica,CRI,2014,0.74,6.65,0.02,1.72
Costa Rica,CRI,2015,1.08,7.99,0.03,1.56
Costa Rica,CRI,2016,1.15,7.95,0.03,1.5400001
Costa Rica,CRI,2017,1.29,8.59,0.04,1.32
Costa Rica,CRI,2018,1.8,8.26,0.06,1.1600001
Costa Rica,CRI,2019,1.8,7.75,0.08,1.7
Costa Rica,CRI,2020,1.46,8.29,0.08,1.8800001
Costa Rica,CRI,2021,1.57,9.19,0.08,1.79
Costa Rica,CRI,2022,1.37,9.36,0.07,1.6700001
Costa Rica,CRI,2023,1.47,8.45,0.07,1.49
Cote d'Ivoire,CIV,2000,0,1.75,0,0
Cote d'Ivoire,CIV,2001,0,1.78,0,0
Cote d'Ivoire,CIV,2002,0,1.71,0,0
Cote d'Ivoire,CIV,2003,0,1.81,0,0
Cote d'Ivoire,CIV,2004,0,1.73,0,0.11
Cote d'Ivoire,CIV,2005,0,1.42,0,0.11
Cote d'Ivoire,CIV,2006,0,1.5,0,0.1
Cote d'Ivoire,CIV,2007,0,1.78,0,0.12
Cote d'Ivoire,CIV,2008,0,1.88,0,0.12
Cote d'Ivoire,CIV,2009,0,2.11,0,0.07
Cote d'Ivoire,CIV,2010,0,1.6,0,0.07
Cote d'Ivoire,CIV,2011,0,1.76,0,0.06
Cote d'Ivoire,CIV,2012,0,1.77,0,0.07
Cote d'Ivoire,CIV,2013,0,1.59,0,0.07
Cote d'Ivoire,CIV,2014,0,1.89,0,0.07
Cote d'Ivoire,CIV,2015,0,1.34,0,0.1
Cote d'Ivoire,CIV,2016,0,1.51,0,0.17
Cote d'Ivoire,CIV,2017,0,2.03,0.01,0.11
Cote d'Ivoire,CIV,2018,0,2.93,0.01,0.06
Cote d'Ivoire,CIV,2019,0,3.45,0.01,0.07
Cote d'Ivoire,CIV,2020,0,3.35,0.02,0.07
Cote d'Ivoire,CIV,2021,0,2.61,0.02,0.08
Cote d'Ivoire,CIV,2022,0,3.35,0.02,0.08
Croatia,HRV,1990,0,3.92,0,0.01
Croatia,HRV,1991,0,5.53,0,0.01
Croatia,HRV,1992,0,4.35,0,0.01
Croatia,HRV,1993,0,4.55,0,0.02
Croatia,HRV,1994,0,5.43,0,0.01
Croatia,HRV,1995,0,5.68,0,0.01
Croatia,HRV,1996,0,7.86,0,0.01
Croatia,HRV,1997,0,5.85,0,0
Croatia,HRV,1998,0,6.02,0,0.01
Croatia,HRV,1999,0,7.33,0,0.01
Croatia,HRV,2000,0,6.45,0,0
Croatia,HRV,2001,0,7.18,0,0
Croatia,HRV,2002,0,5.85,0,0
Croatia,HRV,2003,0,5.46,0,0
Croatia,HRV,2004,0,7.63,0,0
Croatia,HRV,2005,0.01,7.04,0,0.01
Croatia,HRV,2006,0.02,6.62,0,0.01
Croatia,HRV,2007,0.03,4.7,0,0.01
Croatia,HRV,2008,0.04,5.78,0,0.02
Croatia,HRV,2009,0.05,7.41,0,0.02
Croatia,HRV,2010,0.14,9.13,0,0.03
Croatia,HRV,2011,0.2,5.03,0,0.05
Croatia,HRV,2012,0.33,4.84,0,0.09
Croatia,HRV,2013,0.52,8.62,0.01,0.13
Croatia,HRV,2014,0.73,9.01,0.04,0.16
Croatia,HRV,2015,0.8,6.39,0.06,0.27
Croatia,HRV,2016,1.01,6.85,0.07,0.43
Croatia,HRV,2017,1.2,5.31,0.08,0.53
Croatia,HRV,2018,1.34,7.7,0.07,0.67
Croatia,HRV,2019,1.47,5.83,0.08,0.97
Croatia,HRV,2020,1.72,5.66,0.1,1.07
Croatia,HRV,2021,2.06,7.13,0.15,1.19
Croatia,HRV,2022,2.28,5.46,0.15,1.2
Croatia,HRV,2023,2.52,7.87,0.19,1.1
Cuba,CUB,2000,0,0.09,0,0.94
Cuba,CUB,2001,0,0.07,0,0.93
Cuba,CUB,2002,0,0.1,0,0.94
Cuba,CUB,2003,0,0.13,0,0.72
Cuba,CUB,2004,0,0.09,0,0.79
Cuba,CUB,2005,0,0.07,0,0.42
Cuba,CUB,2006,0,0.09,0,0.41
Cuba,CUB,2007,0,0.12,0,0.41
Cuba,CUB,2008,0.01,0.14,0,0.55
Cuba,CUB,2009,0,0.15,0,0.54
Cuba,CUB,2010,0.01,0.1,0,0.46
Cuba,CUB,2011,0.02,0.1,0,0.45
Cuba,CUB,2012,0.02,0.11,0.01,0.55
Cuba,CUB,2013,0.02,0.13,0.11,0.68
Cuba,CUB,2014,0.02,0.1,0.09,0.64
Cuba,CUB,2015,0.02,0.05,0.13,0.7
Cuba,CUB,2016,0.02,0.06,0.14,0.69
Cuba,CUB,2017,0.02,0.08,0.08,0.62
Cuba,CUB,2018,0.02,0.14,0.16,0.44
Cuba,CUB,2019,0.02,0.14,0.23,0.52
Cuba,CUB,2020,0.02,0.11,0.24,0.55
Cuba,CUB,2021,0.02,0.12,0.26,0.43
Cuba,CUB,2022,0.02,0.12,0.27,0.44
Cyprus,CYP,1990,0,0,0,0
Cyprus,CYP,1991,0,0,0,0
Cyprus,CYP,1992,0,0,0,0
Cyprus,CYP,1993,0,0,0,0
Cyprus,CYP,1994,0,0,0,0
Cyprus,CYP,1995,0,0,0,0
Cyprus,CYP,1996,0,0,0,0
Cyprus,CYP,1997,0,0,0,0
Cyprus,CYP,1998,0,0,0,0
Cyprus,CYP,1999,0,0,0,0
Cyprus,CYP,2000,0,0,0,0
Cyprus,CYP,2001,0,0,0,0
Cyprus,CYP,2002,0,0,0,0
Cyprus,CYP,2003,0,0,0,0
Cyprus,CYP,2004,0,0,0,0
Cyprus,CYP,2005,0,0,0,0
Cyprus,CYP,2006,0,0,0,0
Cyprus,CYP,2007,0,0,0,0
Cyprus,CYP,2008,0,0,0,0.01
Cyprus,CYP,2009,0,0,0,0.03
Cyprus,CYP,2010,0.03,0,0.01,0.04
Cyprus,CYP,2011,0.11,0,0.01,0.05
Cyprus,CYP,2012,0.19,0,0.02,0.05
Cyprus,CYP,2013,0.23,0,0.05,0.05
Cyprus,CYP,2014,0.18,0,0.08,0.05
Cyprus,CYP,2015,0.22,0,0.13,0.05
Cyprus,CYP,2016,0.23,0,0.15,0.05
Cyprus,CYP,2017,0.21,0,0.17,0.05
Cyprus,CYP,2018,0.22,0,0.2,0.06
Cyprus,CYP,2019,0.24,0,0.22,0.06
Cyprus,CYP,2020,0.24,0,0.3,0.06
Cyprus,CYP,2021,0.25,0,0.47,0.06
Cyprus,CYP,2022,0.22,0,0.6,0.06
Cyprus,CYP,2023,0.21,0,0.82,0.06
Cyprus,CYP,1965,,0,,
Cyprus,CYP,1966,,0,,
Cyprus,CYP,1967,,0,,
Cyprus,CYP,1968,,0,,
Cyprus,CYP,1969,,0,,
Cyprus,CYP,1970,,0,,
Cyprus,CYP,1971,,0,,
Cyprus,CYP,1972,,0,,
Cyprus,CYP,1973,,0,,
Cyprus,CYP,1974,,0,,
Cyprus,CYP,1975,,0,,
Cyprus,CYP,1976,,0,,
Cyprus,CYP,1977,,0,,
Cyprus,CYP,1978,,0,,
Cyprus,CYP,1979,,0,,
Cyprus,CYP,1980,,0,,
Cyprus,CYP,1981,,0,,
Cyprus,CYP,1982,,0,,
Cyprus,CYP,1983,,0,,
Cyprus,CYP,1984,,0,,
Cyprus,CYP,1985,,0,,
Cyprus,CYP,1986,,0,,
Cyprus,CYP,1987,,0,,
Cyprus,CYP,1988,,0,,
Cyprus,CYP,1989,,0,,
Czechia,CZE,1990,0,1.16,0,0
Czechia,CZE,1991,0,1.09,0,0
Czechia,CZE,1992,0,1.4,0,0
Czechia,CZE,1993,0,1.37,0,0.16
Czechia,CZE,1994,0,1.46,0,0.32
Czechia,CZE,1995,0,2,0,0.41
Czechia,CZE,1996,0,1.97,0,0.29
Czechia,CZE,1997,0,1.7,0,0.49
Czechia,CZE,1998,0,1.4,0,0.59
Czechia,CZE,1999,0,1.68,0,0.68
Czechia,CZE,2000,0,1.76,0,0.52
Czechia,CZE,2001,0,2.05,0,0.52
Czechia,CZE,2002,0,2.49,0,0.5
Czechia,CZE,2003,0,1.38,0,0.49
Czechia,CZE,2004,0.01,2.02,0,0.71
Czechia,CZE,2005,0.02,2.38,0,0.73
Czechia,CZE,2006,0.05,2.55,0,0.92
Czechia,CZE,2007,0.13,2.09,0,1.2
Czechia,CZE,2008,0.24,2.02,0.01,1.45
Czechia,CZE,2009,0.29,2.43,0.09,1.85
Czechia,CZE,2010,0.34,2.79,0.62,2.16
Czechia,CZE,2011,0.4,1.96,2.18,2.7
Czechia,CZE,2012,0.42,2.13,2.15,3.37
Czechia,CZE,2013,0.48,2.73,2.03,4.06
Czechia,CZE,2014,0.48,1.91,2.12,4.66
Czechia,CZE,2015,0.57,1.79,2.26,4.79
Czechia,CZE,2016,0.5,2,2.13,4.76
Czechia,CZE,2017,0.59,1.87,2.2,4.97
Czechia,CZE,2018,0.61,1.63,2.36,4.83
Czechia,CZE,2019,0.7,2.01,2.32,5.03
Czechia,CZE,2020,0.7,2.14,2.29,5.21
Czechia,CZE,2021,0.6,2.41,2.25,5.38
Czechia,CZE,2022,0.65,2.09,2.63,5.41
Czechia,CZE,2023,0.72,2.34,3.05,5.22
Czechia,CZE,1965,,2.231797,,
Czechia,CZE,1966,,2.1036344,,
Czechia,CZE,1967,,1.8959225,,
Czechia,CZE,1968,,1.4672408,,
Czechia,CZE,1969,,1.1976573,,
Czechia,CZE,1970,,1.7103078,,
Czechia,CZE,1971,,1.208,,
Czechia,CZE,1972,,1.264,,
Czechia,CZE,1973,,1.081,,
Czechia,CZE,1974,,1.819,,
Czechia,CZE,1975,,1.814,,
Czechia,CZE,1976,,1.446,,
Czechia,CZE,1977,,1.967,,
Czechia,CZE,1978,,1.83,,
Czechia,CZE,1979,,2.293,,
Czechia,CZE,1980,,2.399,,
Czechia,CZE,1981,,2.061,,
Czechia,CZE,1982,,1.67,,
Czechia,CZE,1983,,1.655,,
Czechia,CZE,1984,,1.298,,
Czechia,CZE,1985,,1.671,,
Czechia,CZE,1986,,1.876,,
Czechia,CZE,1987,,2.465,,
Czechia,CZE,1988,,2.099,,
Czechia,CZE,1989,,1.643,,
Democratic Republic of Congo,COD,2000,0,5.94,0,0
Democratic Republic of Congo,COD,2001,0,5.91,0,0
Democratic Republic of Congo,COD,2002,0,6.05,0,0
Democratic Republic of Congo,COD,2003,0,6.1,0,0
Democratic Republic of Congo,COD,2004,0,7.01,0,0
Democratic Republic of Congo,COD,2005,0,7.32,0,0
Democratic Republic of Congo,COD,2006,0,7.45,0,0
Democratic Republic of Congo,COD,2007,0,7.74,0,0
Democratic Republic of Congo,COD,2008,0,7.41,0,0
Democratic Republic of Congo,COD,2009,0,7.72,0,0
Democratic Republic of Congo,COD,2010,0,7.74,0,0
Democratic Republic of Congo,COD,2011,0,7.73,0,0
Democratic Republic of Congo,COD,2012,0,7.51,0,0.15
Democratic Republic of Congo,COD,2013,0,8.15,0,0.16
Democratic Republic of Congo,COD,2014,0,8.73,0,0.16
Democratic Republic of Congo,COD,2015,0,8.83,0,0.17
Democratic Republic of Congo,COD,2016,0,9.01,0,0.17
Democratic Republic of Congo,COD,2017,0,9.39,0.01,0.17
Democratic Republic of Congo,COD,2018,0,10.43,0.01,0.26
Democratic Republic of Congo,COD,2019,0,11.04,0.01,0.25
Democratic Republic of Congo,COD,2020,0,11.91,0.01,0.03
Democratic Republic of Congo,COD,2021,0,11,0.01,0.03
Democratic Republic of Congo,COD,2022,0,11,0.01,0.03
Denmark,DNK,1978,0.003,0.027,,
Denmark,DNK,1979,0.006,0.029,,
Denmark,DNK,1980,0.0105,0.0341,,
Denmark,DNK,1981,0.0105,0.0355,,
Denmark,DNK,1982,0.0185,0.0303,,
Denmark,DNK,1983,0.0271,0.0335,,0.033
Denmark,DNK,1984,0.0332,0.0302,,0.033
Denmark,DNK,1985,0.0514,0.0297,,0.036
Denmark,DNK,1986,0.1256,0.0286,,0.051
Denmark,DNK,1987,0.1738,0.0294,,0.061
Denmark,DNK,1988,0.2917,0.0328,,0.08
Denmark,DNK,1989,0.4284,0.0229,,0.126
Denmark,DNK,1990,0.61,0.03,0,0.19
Denmark,DNK,1991,0.74,0.03,0,0.29
Denmark,DNK,1992,0.92,0.03,0,0.41
Denmark,DNK,1993,1.03,0.03,0,0.55
Denmark,DNK,1994,1.14,0.03,0,0.57
Denmark,DNK,1995,1.18,0.03,0,0.65
Denmark,DNK,1996,1.23,0.02,0,0.83
Denmark,DNK,1997,1.93,0.02,0,0.98
Denmark,DNK,1998,2.82,0.03,0,1.08
Denmark,DNK,1999,3.03,0.03,0,1.32
Denmark,DNK,2000,4.24,0.03,0,1.3
Denmark,DNK,2001,4.31,0.03,0,1.51
Denmark,DNK,2002,4.88,0.03,0,1.88
Denmark,DNK,2003,5.56,0.02,0,2.49
Denmark,DNK,2004,6.59,0.03,0,2.91
Denmark,DNK,2005,6.61,0.02,0,3.17
Denmark,DNK,2006,6.1,0.02,0,3.07
Denmark,DNK,2007,7.17,0.03,0,3.1
Denmark,DNK,2008,6.93,0.03,0,3.14
Denmark,DNK,2009,6.73,0.02,0,3.32
Denmark,DNK,2010,7.81,0.02,0.01,4.59
Denmark,DNK,2011,9.77,0.02,0.01,4.37
Denmark,DNK,2012,10.27,0.02,0.1,4.45
Denmark,DNK,2013,11.12,0.01,0.52,4.31
Denmark,DNK,2014,13.08,0.02,0.6,4.29
Denmark,DNK,2015,14.13,0.02,0.6,4.18
Denmark,DNK,2016,12.78,0.02,0.74,4.85
Denmark,DNK,2017,14.78,0.02,0.75,6.25
Denmark,DNK,2018,13.9,0.01,0.95,5.89
Denmark,DNK,2019,16.15,0.02,0.96,5.94
Denmark,DNK,2020,16.33,0.02,1.18,5.92
Denmark,DNK,2021,16.05,0.02,1.31,8.72
Denmark,DNK,2022,18.93,0.01,2.2,7.27
Denmark,DNK,2023,19.41,0.01,3.12,6.92
Denmark,DNK,1965,,0.025,,
Denmark,DNK,1966,,0.026,,
Denmark,DNK,1967,,0.025,,
Denmark,DNK,1968,,0.021,,
Denmark,DNK,1969,,0.022,,
Denmark,DNK,1970,,0.024,,
Denmark,DNK,1971,,0.024,,
Denmark,DNK,1972,,0.024,,
Denmark,DNK,1973,,0.024,,
Denmark,DNK,1974,,0.024,,
Denmark,DNK,1975,,0.021,,
Denmark,DNK,1976,,0.019,,
Denmark,DNK,1977,,0.026,,
Djibouti,DJI,2000,0,0,0,0
Djibouti,DJI,2001,0,0,0,0
Djibouti,DJI,2002,0,0,0,0
Djibouti,DJI,2003,0,0,0,0
Djibouti,DJI,2004,0,0,0,0
Djibouti,DJI,2005,0,0,0,0
Djibouti,DJI,2006,0,0,0,0
Djibouti,DJI,2007,0,0,0,0
Djibouti,DJI,2008,0,0,0,0
Djibouti,DJI,2009,0,0,0,0
Djibouti,DJI,2010,0,0,0,0
Djibouti,DJI,2011,0,0,0,0
Djibouti,DJI,2012,0,0,0,0
Djibouti,DJI,2013,0,0,0,0
Djibouti,DJI,2014,0,0,0,0
Djibouti,DJI,2015,0,0,0,0
Djibouti,DJI,2016,0,0,0,0
Djibouti,DJI,2017,0,0,0,0
Djibouti,DJI,2018,0,0,0,0
Djibouti,DJI,2019,0,0,0,0
Djibouti,DJI,2020,0,0,0,0
Djibouti,DJI,2021,0,0,0,0
Djibouti,DJI,2022,0,0,0,0
Dominica,DMA,2000,0,0.03,0,0
Dominica,DMA,2001,0,0.03,0,0
Dominica,DMA,2002,0,0.03,0,0
Dominica,DMA,2003,0,0.03,0,0
Dominica,DMA,2004,0,0.03,0,0
