Entity,Code,Year,Oil consumption - TWh
Europe (EI),,2012,8202.115
Europe (EI),,2013,8068.035
Europe (EI),,2014,7926.681
Europe (EI),,2015,8139.1924
Europe (EI),,2016,8300.354
Europe (EI),,2017,8520.567
Europe (EI),,2018,8464.263
Europe (EI),,2019,8425.06
Europe (EI),,2020,7324.818
Europe (EI),,2021,7688.1226
Europe (EI),,2022,7944.053
Europe (EI),,2023,7870.2935
European Union (27),,1965,3844.244
European Union (27),,1966,4236.7344
European Union (27),,1967,4601.5503
European Union (27),,1968,5089.9995
European Union (27),,1969,5719.058
European Union (27),,1970,6391.1313
European Union (27),,1971,6730.6123
European Union (27),,1972,7222.543
European Union (27),,1973,7783.381
European Union (27),,1974,7325.0566
European Union (27),,1975,7157.8335
European Union (27),,1976,7719.0728
European Union (27),,1977,7590.744
European Union (27),,1978,7987.105
European Union (27),,1979,8215.265
European Union (27),,1980,7723.4956
European Union (27),,1981,7195.957
European Union (27),,1982,6757.838
European Union (27),,1983,6528.583
European Union (27),,1984,6389.3433
European Union (27),,1985,6637.4946
European Union (27),,1986,6861.078
European Union (27),,1987,6879.4404
European Union (27),,1988,6902.1836
European Union (27),,1989,6913.96
European Union (27),,1990,7005.5854
European Union (27),,1991,7069.085
European Union (27),,1992,7108.0503
European Union (27),,1993,7004.4224
European Union (27),,1994,7046.669
European Union (27),,1995,7210.096
European Union (27),,1996,7360.2095
European Union (27),,1997,7397.2505
European Union (27),,1998,7596.0166
European Union (27),,1999,7547.9233
European Union (27),,2000,7462.8037
European Union (27),,2001,7545.9507
European Union (27),,2002,7499.842
European Union (27),,2003,7507.999
European Union (27),,2004,7556.802
European Union (27),,2005,7576.8857
European Union (27),,2006,7558.4033
European Union (27),,2007,7397.0806
European Union (27),,2008,7317.614
European Union (27),,2009,6886.4814
European Union (27),,2010,6870.1304
European Union (27),,2011,6661.1465
European Union (27),,2012,6391.0674
European Union (27),,2013,6245.3784
European Union (27),,2014,6128.849
European Union (27),,2015,6247.704
European Union (27),,2016,6347.6294
European Union (27),,2017,6501.002
European Union (27),,2018,6452.1675
European Union (27),,2019,6432.8794
European Union (27),,2020,5610.3477
European Union (27),,2021,5898.3745
European Union (27),,2022,6078.1255
European Union (27),,2023,5957.1777
Finland,FIN,1965,67.48548
Finland,FIN,1966,81.86467
Finland,FIN,1967,85.7726
Finland,FIN,1968,97.22671
Finland,FIN,1969,112.9222
Finland,FIN,1970,126.97794
Finland,FIN,1971,131.4189
Finland,FIN,1972,139.85992
Finland,FIN,1973,156.46223
Finland,FIN,1974,136.34688
Finland,FIN,1975,140.98915
Finland,FIN,1976,151.2639
Finland,FIN,1977,148.23775
Finland,FIN,1978,149.11165
Finland,FIN,1979,157.88281
Finland,FIN,1980,152.02914
Finland,FIN,1981,145.4186
Finland,FIN,1982,134.60008
Finland,FIN,1983,125.00576
Finland,FIN,1984,126.753784
Finland,FIN,1985,128.06352
Finland,FIN,1986,134.10484
Finland,FIN,1987,133.54774
Finland,FIN,1988,131.87692
Finland,FIN,1989,131.68347
Finland,FIN,1990,133.65544
Finland,FIN,1991,132.63072
Finland,FIN,1992,131.24066
Finland,FIN,1993,124.88457
Finland,FIN,1994,129.36601
Finland,FIN,1995,117.58075
Finland,FIN,1996,122.37473
Finland,FIN,1997,120.58437
Finland,FIN,1998,125.79058
Finland,FIN,1999,127.17879
Finland,FIN,2000,126.42577
Finland,FIN,2001,124.035736
Finland,FIN,2002,126.92369
Finland,FIN,2003,130.99988
Finland,FIN,2004,122.12344
Finland,FIN,2005,126.678185
Finland,FIN,2006,122.85048
Finland,FIN,2007,123.89983
Finland,FIN,2008,119.764175
Finland,FIN,2009,112.83101
Finland,FIN,2010,117.16832
Finland,FIN,2011,114.58838
Finland,FIN,2012,110.05728
Finland,FIN,2013,114.501656
Finland,FIN,2014,108.04683
Finland,FIN,2015,108.589935
Finland,FIN,2016,114.29884
Finland,FIN,2017,110.74291
Finland,FIN,2018,110.148224
Finland,FIN,2019,109.32646
Finland,FIN,2020,98.07788
Finland,FIN,2021,91.72061
Finland,FIN,2022,98.39343
Finland,FIN,2023,90.90452
France,FRA,1965,637.3014
France,FRA,1966,683.123
France,FRA,1967,784.79
France,FRA,1968,850.43164
France,FRA,1969,982.66754
France,FRA,1970,1116.3308
France,FRA,1971,1216.7485
France,FRA,1972,1350.9572
France,FRA,1973,1506.0256
France,FRA,1974,1430.9877
France,FRA,1975,1307.875
France,FRA,1976,1414.7838
France,FRA,1977,1358.8184
France,FRA,1978,1416.0525
France,FRA,1979,1408.642
France,FRA,1980,1309.0135
France,FRA,1981,1181.7372
France,FRA,1982,1094.3962
France,FRA,1983,1068.1714
France,FRA,1984,1029.9058
France,FRA,1985,1012.84247
France,FRA,1986,1033.2645
France,FRA,1987,1040.2767
France,FRA,1988,1034.0203
France,FRA,1989,1061.6738
France,FRA,1990,1060.0526
France,FRA,1991,1141.0382
France,FRA,1992,1139.6106
France,FRA,1993,1101.6967
France,FRA,1994,1070.2838
France,FRA,1995,1084.53
France,FRA,1996,1110.012
France,FRA,1997,1112.2651
France,FRA,1998,1155.7661
France,FRA,1999,1159.9083
France,FRA,2000,1143.1821
France,FRA,2001,1142.346
France,FRA,2002,1112.8134
France,FRA,2003,1116.9645
France,FRA,2004,1126.7009
France,FRA,2005,1104.4193
France,FRA,2006,1101.8494
France,FRA,2007,1075.5088
France,FRA,2008,1053.3467
France,FRA,2009,1010.69946
France,FRA,2010,979.6802
France,FRA,2011,963.96124
France,FRA,2012,931.1787
France,FRA,2013,919.24506
France,FRA,2014,889.4258
France,FRA,2015,902.6557
France,FRA,2016,887.9982
France,FRA,2017,901.52704
France,FRA,2018,879.65137
France,FRA,2019,872.3976
France,FRA,2020,728.38855
France,FRA,2021,782.11383
France,FRA,2022,777.6683
France,FRA,2023,767.8821
Germany,DEU,1965,1020.56976
Germany,DEU,1966,1141.8322
Germany,DEU,1967,1187.4216
Germany,DEU,1968,1331.1227
Germany,DEU,1969,1496.9418
Germany,DEU,1970,1644.0702
Germany,DEU,1971,1712.5317
Germany,DEU,1972,1807.8164
Germany,DEU,1973,1927.148
Germany,DEU,1974,1748.5242
Germany,DEU,1975,1698.3301
Germany,DEU,1976,1834.9529
Germany,DEU,1977,1812.3656
Germany,DEU,1978,1890.2781
Germany,DEU,1979,1949.9529
Germany,DEU,1980,1764.3438
Germany,DEU,1981,1601.3843
Germany,DEU,1982,1513.8575
Germany,DEU,1983,1482.448
Germany,DEU,1984,1477.557
Germany,DEU,1985,1522.7413
Germany,DEU,1986,1604.2207
Germany,DEU,1987,1562.0078
Germany,DEU,1988,1562.9131
Germany,DEU,1989,1468.3829
Germany,DEU,1990,1537.2932
Germany,DEU,1991,1607.6146
Germany,DEU,1992,1621.655
Germany,DEU,1993,1646.8727
Germany,DEU,1994,1631.9728
Germany,DEU,1995,1631.1295
Germany,DEU,1996,1658.878
Germany,DEU,1997,1648.9271
Germany,DEU,1998,1650.717
Germany,DEU,1999,1601.1072
Germany,DEU,2000,1570.4348
Germany,DEU,2001,1590.9633
Germany,DEU,2002,1537.7799
Germany,DEU,2003,1507.717
Germany,DEU,2004,1490.4901
Germany,DEU,2005,1460.0576
Germany,DEU,2006,1457.237
Germany,DEU,2007,1319.4586
Germany,DEU,2008,1399.0693
Germany,DEU,2009,1339.8384
Germany,DEU,2010,1357.6443
Germany,DEU,2011,1313.2709
Germany,DEU,2012,1305.3893
Germany,DEU,2013,1334.2625
Germany,DEU,2014,1298.318
Germany,DEU,2015,1296.5422
Germany,DEU,2016,1321.8785
Germany,DEU,2017,1347.5061
Germany,DEU,2018,1279.2391
Germany,DEU,2019,1292.1638
Germany,DEU,2020,1168.2046
Germany,DEU,2021,1155.8407
Germany,DEU,2022,1179.8933
Germany,DEU,2023,1114.5157
Greece,GRC,1965,52.273228
Greece,GRC,1966,57.076584
Greece,GRC,1967,67.11283
Greece,GRC,1968,68.693054
Greece,GRC,1969,73.09414
Greece,GRC,1970,79.16741
Greece,GRC,1971,87.45739
Greece,GRC,1972,101.31322
Greece,GRC,1973,117.920204
Greece,GRC,1974,110.66205
Greece,GRC,1975,117.248055
Greece,GRC,1976,124.7924
Greece,GRC,1977,127.140976
Greece,GRC,1978,138.43669
Greece,GRC,1979,146.42546
Greece,GRC,1980,144.97278
Greece,GRC,1981,140.84198
Greece,GRC,1982,141.51079
Greece,GRC,1983,135.79776
Greece,GRC,1984,139.16304
Greece,GRC,1985,141.48157
Greece,GRC,1986,143.58202
Greece,GRC,1987,155.96172
Greece,GRC,1988,161.07315
Greece,GRC,1989,177.45236
Greece,GRC,1990,186.74254
Greece,GRC,1991,190.55426
Greece,GRC,1992,194.52258
Greece,GRC,1993,198.51204
Greece,GRC,1994,203.04323
Greece,GRC,1995,211.81287
Greece,GRC,1996,219.88054
Greece,GRC,1997,222.05852
Greece,GRC,1998,232.47917
Greece,GRC,1999,227.0115
Greece,GRC,2000,236.24866
Greece,GRC,2001,239.5707
Greece,GRC,2002,240.72467
Greece,GRC,2003,252.75017
Greece,GRC,2004,247.72807
Greece,GRC,2005,249.09126
Greece,GRC,2006,260.48984
Greece,GRC,2007,263.44052
Greece,GRC,2008,252.5715
Greece,GRC,2009,236.80884
Greece,GRC,2010,214.71916
Greece,GRC,2011,204.57788
Greece,GRC,2012,178.33144
Greece,GRC,2013,164.76158
Greece,GRC,2014,163.353
Greece,GRC,2015,170.19884
Greece,GRC,2016,169.93929
Greece,GRC,2017,174.01346
Greece,GRC,2018,171.98833
Greece,GRC,2019,177.21858
Greece,GRC,2020,143.48611
Greece,GRC,2021,152.02661
Greece,GRC,2022,172.19046
Greece,GRC,2023,172.0799
High-income countries,,1965,13667.814
High-income countries,,1966,14725.512
High-income countries,,1967,15761.052
High-income countries,,1968,17105.246
High-income countries,,1969,18648.693
High-income countries,,1970,20317.312
High-income countries,,1971,21236.92
High-income countries,,1972,22859.791
High-income countries,,1973,24549.95
High-income countries,,1974,23439.533
High-income countries,,1975,22772.797
High-income countries,,1976,24339.293
High-income countries,,1977,24921.773
High-income countries,,1978,25760.32
High-income countries,,1979,25859.219
High-income countries,,1980,23953.828
High-income countries,,1981,22567.475
High-income countries,,1982,21490.28
High-income countries,,1983,21255.22
High-income countries,,1984,21611.469
High-income countries,,1985,21678.947
High-income countries,,1986,22456.95
High-income countries,,1987,22871.225
High-income countries,,1988,23744.59
High-income countries,,1989,24022.781
High-income countries,,1990,24125.992
High-income countries,,1991,24280.84
High-income countries,,1992,24857.703
High-income countries,,1993,24952.334
High-income countries,,1994,25777.205
High-income countries,,1995,26139.809
High-income countries,,1996,26851.348
High-income countries,,1997,27212.402
High-income countries,,1998,27381.932
High-income countries,,1999,27866.914
High-income countries,,2000,27936.664
High-income countries,,2001,28060.178
High-income countries,,2002,28081.729
High-income countries,,2003,28517.092
High-income countries,,2004,29192.512
High-income countries,,2005,29389.738
High-income countries,,2006,29283.16
High-income countries,,2007,29206.004
High-income countries,,2008,28344.863
High-income countries,,2009,27143.48
High-income countries,,2010,27689.412
High-income countries,,2011,27401.453
High-income countries,,2012,27230.71
High-income countries,,2013,27216.982
High-income countries,,2014,27193.51
High-income countries,,2015,27744.977
High-income countries,,2016,28157.79
High-income countries,,2017,28402.273
High-income countries,,2018,28469.316
High-income countries,,2019,28123.512
High-income countries,,2020,24863.562
High-income countries,,2021,26371.383
High-income countries,,2022,26966.58
High-income countries,,2023,27040.504
Hong Kong,HKG,1965,24.871521
Hong Kong,HKG,1966,27.293041
Hong Kong,HKG,1967,32.704254
Hong Kong,HKG,1968,35.71866
Hong Kong,HKG,1969,42.38126
Hong Kong,HKG,1970,45.737446
Hong Kong,HKG,1971,48.245647
Hong Kong,HKG,1972,55.002895
Hong Kong,HKG,1973,57.120667
Hong Kong,HKG,1974,58.476112
Hong Kong,HKG,1975,55.057316
Hong Kong,HKG,1976,64.99793
Hong Kong,HKG,1977,70.20239
Hong Kong,HKG,1978,72.9587
Hong Kong,HKG,1979,74.71644
Hong Kong,HKG,1980,76.37257
Hong Kong,HKG,1981,81.00214
Hong Kong,HKG,1982,78.94145
Hong Kong,HKG,1983,70.29673
Hong Kong,HKG,1984,65.150055
Hong Kong,HKG,1985,61.261135
Hong Kong,HKG,1986,59.873386
Hong Kong,HKG,1987,58.730118
Hong Kong,HKG,1988,67.369705
Hong Kong,HKG,1989,71.84667
Hong Kong,HKG,1990,75.48578
Hong Kong,HKG,1991,75.47003
Hong Kong,HKG,1992,96.86926
Hong Kong,HKG,1993,100.89406
Hong Kong,HKG,1994,107.65178
Hong Kong,HKG,1995,115.225426
Hong Kong,HKG,1996,112.90665
Hong Kong,HKG,1997,111.75032
Hong Kong,HKG,1998,107.219894
Hong Kong,HKG,1999,114.0835
Hong Kong,HKG,2000,118.88865
Hong Kong,HKG,2001,141.33519
Hong Kong,HKG,2002,154.46637
Hong Kong,HKG,2003,155.44257
Hong Kong,HKG,2004,183.05957
Hong Kong,HKG,2005,165.10948
Hong Kong,HKG,2006,178.45949
Hong Kong,HKG,2007,191.26967
Hong Kong,HKG,2008,173.34848
Hong Kong,HKG,2009,196.68486
Hong Kong,HKG,2010,212.63667
Hong Kong,HKG,2011,214.10521
Hong Kong,HKG,2012,205.13832
Hong Kong,HKG,2013,209.29405
Hong Kong,HKG,2014,198.1297
Hong Kong,HKG,2015,217.42123
Hong Kong,HKG,2016,225.19812
Hong Kong,HKG,2017,254.45477
Hong Kong,HKG,2018,257.5806
Hong Kong,HKG,2019,240.73357
Hong Kong,HKG,2020,169.06566
Hong Kong,HKG,2021,151.34477
Hong Kong,HKG,2022,128.30074
Hong Kong,HKG,2023,159.31978
Hungary,HUN,1965,44.27309
Hungary,HUN,1966,48.626213
Hungary,HUN,1967,51.44969
Hungary,HUN,1968,53.92054
Hungary,HUN,1969,60.31394
Hungary,HUN,1970,70.053635
Hungary,HUN,1971,78.927284
Hungary,HUN,1972,85.993385
Hungary,HUN,1973,96.752205
Hungary,HUN,1974,105.922
Hungary,HUN,1975,119.49149
Hungary,HUN,1976,125.17622
Hungary,HUN,1977,133.09102
Hungary,HUN,1978,147.2131
Hungary,HUN,1979,138.7098
Hungary,HUN,1980,134.84071
Hungary,HUN,1981,128.84254
Hungary,HUN,1982,122.050125
Hungary,HUN,1983,115.73054
Hungary,HUN,1984,121.191
Hungary,HUN,1985,123.433754
Hungary,HUN,1986,114.00162
Hungary,HUN,1987,119.51186
Hungary,HUN,1988,110.64611
Hungary,HUN,1989,107.246796
Hungary,HUN,1990,108.4448
Hungary,HUN,1991,92.830414
Hungary,HUN,1992,98.91989
Hungary,HUN,1993,87.67219
Hungary,HUN,1994,93.517555
Hungary,HUN,1995,89.09015
Hungary,HUN,1996,82.26264
Hungary,HUN,1997,84.15929
Hungary,HUN,1998,89.2766
Hungary,HUN,1999,85.230934
Hungary,HUN,2000,82.53138
Hungary,HUN,2001,79.73473
Hungary,HUN,2002,74.154396
Hungary,HUN,2003,72.27185
Hungary,HUN,2004,76.81962
Hungary,HUN,2005,87.88969
Hungary,HUN,2006,91.52184
Hungary,HUN,2007,91.20208
Hungary,HUN,2008,86.55902
Hungary,HUN,2009,84.2257
Hungary,HUN,2010,79.04674
Hungary,HUN,2011,77.140785
Hungary,HUN,2012,72.01762
Hungary,HUN,2013,70.43605
Hungary,HUN,2014,78.38166
Hungary,HUN,2015,83.99389
Hungary,HUN,2016,83.43875
Hungary,HUN,2017,90.39909
Hungary,HUN,2018,96.88958
Hungary,HUN,2019,97.93139
Hungary,HUN,2020,89.379326
Hungary,HUN,2021,97.09771
Hungary,HUN,2022,96.33766
Hungary,HUN,2023,93.54198
Iceland,ISL,1965,5.612466
Iceland,ISL,1966,6.051159
Iceland,ISL,1967,5.871542
Iceland,ISL,1968,6.2693133
Iceland,ISL,1969,5.7495003
Iceland,ISL,1970,5.8756347
Iceland,ISL,1971,6.399699
Iceland,ISL,1972,6.8569255
Iceland,ISL,1973,7.9397244
Iceland,ISL,1974,7.4100266
Iceland,ISL,1975,6.96041
Iceland,ISL,1976,6.9930778
Iceland,ISL,1977,7.313648
Iceland,ISL,1978,7.706604
Iceland,ISL,1979,7.482763
Iceland,ISL,1980,6.962151
Iceland,ISL,1981,6.795264
Iceland,ISL,1982,6.2100053
Iceland,ISL,1983,6.033723
Iceland,ISL,1984,6.2958694
Iceland,ISL,1985,6.2745476
Iceland,ISL,1986,6.3647695
Iceland,ISL,1987,6.8829937
Iceland,ISL,1988,7.1954055
Iceland,ISL,1989,7.6968536
Iceland,ISL,1990,7.8472204
Iceland,ISL,1991,7.3680167
Iceland,ISL,1992,7.940361
Iceland,ISL,1993,8.238461
Iceland,ISL,1994,8.346259
Iceland,ISL,1995,8.396833
Iceland,ISL,1996,9.381994
Iceland,ISL,1997,9.207106
Iceland,ISL,1998,9.433033
Iceland,ISL,1999,9.417009
Iceland,ISL,2000,9.598543
Iceland,ISL,2001,9.007859
Iceland,ISL,2002,9.370295
Iceland,ISL,2003,9.47095
Iceland,ISL,2004,9.906974
Iceland,ISL,2005,10.089533
Iceland,ISL,2006,10.258592
Iceland,ISL,2007,10.291719
Iceland,ISL,2008,9.528946
Iceland,ISL,2009,8.832885
Iceland,ISL,2010,8.459282
Iceland,ISL,2011,8.344929
Iceland,ISL,2012,8.255022
Iceland,ISL,2013,8.627571
Iceland,ISL,2014,9.023058
Iceland,ISL,2015,9.844438
Iceland,ISL,2016,10.8426285
Iceland,ISL,2017,12.105062
Iceland,ISL,2018,13.107481
Iceland,ISL,2019,11.098069
Iceland,ISL,2020,7.3099427
Iceland,ISL,2021,8.265473
Iceland,ISL,2022,10.365225
Iceland,ISL,2023,9.735639
India,IND,1965,146.99513
India,IND,1966,164.14967
India,IND,1967,169.36021
India,IND,1968,189.77089
India,IND,1969,227.92883
India,IND,1970,226.89145
India,IND,1971,243.33246
India,IND,1972,262.38324
India,IND,1973,276.95908
India,IND,1974,271.54297
India,IND,1975,278.0928
India,IND,1976,293.2587
India,IND,1977,315.044
India,IND,1978,342.3745
India,IND,1979,369.47275
India,IND,1980,376.81616
India,IND,1981,405.65527
India,IND,1982,422.65634
India,IND,1983,444.35294
India,IND,1984,477.06702
India,IND,1985,517.6358
India,IND,1986,544.25946
India,IND,1987,561.7667
India,IND,1988,616.50073
India,IND,1989,667.7726
India,IND,1990,694.05817
India,IND,1991,706.101
India,IND,1992,744.1866
India,IND,1993,752.0428
India,IND,1994,808.2667
India,IND,1995,901.3517
India,IND,1996,972.76135
India,IND,1997,1039.8557
India,IND,1998,1113.5074
India,IND,1999,1219.4528
India,IND,2000,1277.5098
India,IND,2001,1281.0958
India,IND,2002,1324.2423
India,IND,2003,1347.6937
India,IND,2004,1426.8563
India,IND,2005,1450.1283
India,IND,2006,1532.0393
India,IND,2007,1637.4816
India,IND,2008,1719.2587
India,IND,2009,1806.7904
India,IND,2010,1848.4161
India,IND,2011,1935.7648
India,IND,2012,2051.6697
India,IND,2013,2065.6555
India,IND,2014,2125.4941
India,IND,2015,2296.0383
India,IND,2016,2514.2617
India,IND,2017,2588.196
India,IND,2018,2704.5122
India,IND,2019,2791.946
India,IND,2020,2537.8525
India,IND,2021,2588.8313
India,IND,2022,2804.53
India,IND,2023,2936.9744
Indonesia,IDN,1965,72.54362
Indonesia,IDN,1966,69.86446
Indonesia,IDN,1967,67.402794
Indonesia,IDN,1968,71.29931
Indonesia,IDN,1969,76.334076
Indonesia,IDN,1970,80.99267
Indonesia,IDN,1971,83.943825
Indonesia,IDN,1972,90.78368
Indonesia,IDN,1973,108.37455
Indonesia,IDN,1974,113.21974
Indonesia,IDN,1975,129.84836
Indonesia,IDN,1976,139.89664
Indonesia,IDN,1977,164.95786
Indonesia,IDN,1978,185.91681
Indonesia,IDN,1979,202.27559
Indonesia,IDN,1980,227.56357
Indonesia,IDN,1981,249.52278
Indonesia,IDN,1982,259.33398
Indonesia,IDN,1983,253.85255
Indonesia,IDN,1984,273.57242
Indonesia,IDN,1985,268.883
Indonesia,IDN,1986,275.73636
Indonesia,IDN,1987,285.60983
Indonesia,IDN,1988,300.3827
Indonesia,IDN,1989,318.60794
Indonesia,IDN,1990,366.26285
Indonesia,IDN,1991,390.09222
Indonesia,IDN,1992,420.5104
Indonesia,IDN,1993,448.4648
Indonesia,IDN,1994,443.34113
Indonesia,IDN,1995,490.8204
Indonesia,IDN,1996,527.91
Indonesia,IDN,1997,584.76495
Indonesia,IDN,1998,557.09625
Indonesia,IDN,1999,583.2287
Indonesia,IDN,2000,636.9529
Indonesia,IDN,2001,659.32684
Indonesia,IDN,2002,662.41205
Indonesia,IDN,2003,680.47034
Indonesia,IDN,2004,720.1309
Indonesia,IDN,2005,719.4173
Indonesia,IDN,2006,692.6436
Indonesia,IDN,2007,730.7239
Indonesia,IDN,2008,745.4169
Indonesia,IDN,2009,748.9486
Indonesia,IDN,2010,792.6652
Indonesia,IDN,2011,849.75336
Indonesia,IDN,2012,893.5189
Indonesia,IDN,2013,863.6462
Indonesia,IDN,2014,860.0283
Indonesia,IDN,2015,820.5955
Indonesia,IDN,2016,791.46124
Indonesia,IDN,2017,848.7617
Indonesia,IDN,2018,875.5447
Indonesia,IDN,2019,853.31287
Indonesia,IDN,2020,751.4795
Indonesia,IDN,2021,782.5011
Indonesia,IDN,2022,858.0945
Indonesia,IDN,2023,860.06415
Iran,IRN,1965,81.939705
Iran,IRN,1966,89.68452
Iran,IRN,1967,99.205444
Iran,IRN,1968,109.47246
Iran,IRN,1969,119.565926
Iran,IRN,1970,129.19635
Iran,IRN,1971,141.64664
Iran,IRN,1972,157.65855
Iran,IRN,1973,189.24191
Iran,IRN,1974,219.959
Iran,IRN,1975,257.91962
Iran,IRN,1976,292.3251
Iran,IRN,1977,339.15933
Iran,IRN,1978,340.1507
Iran,IRN,1979,357.92117
Iran,IRN,1980,330.28473
Iran,IRN,1981,328.61838
Iran,IRN,1982,357.87906
Iran,IRN,1983,435.68042
Iran,IRN,1984,471.64413
Iran,IRN,1985,518.38904
Iran,IRN,1986,478.29694
Iran,IRN,1987,498.83618
Iran,IRN,1988,500.27936
Iran,IRN,1989,536.6414
Iran,IRN,1990,553.2112
Iran,IRN,1991,586.54645
Iran,IRN,1992,630.6393
Iran,IRN,1993,691.70404
Iran,IRN,1994,714.48303
Iran,IRN,1995,702.64813
Iran,IRN,1996,737.46826
Iran,IRN,1997,758.171
Iran,IRN,1998,736.06213
Iran,IRN,1999,752.2657
Iran,IRN,2000,775.7112
Iran,IRN,2001,799.74396
Iran,IRN,2002,806.6087
Iran,IRN,2003,810.28345
Iran,IRN,2004,848.9064
Iran,IRN,2005,910.1544
Iran,IRN,2006,991.9344
Iran,IRN,2007,999.07385
Iran,IRN,2008,1029.7059
Iran,IRN,2009,1002.67725
Iran,IRN,2010,944.47095
Iran,IRN,2011,951.4324
Iran,IRN,2012,976.5402
Iran,IRN,2013,1053.179
Iran,IRN,2014,973.7957
Iran,IRN,2015,837.7907
Iran,IRN,2016,852.62964
Iran,IRN,2017,868.5294
Iran,IRN,2018,907.47754
Iran,IRN,2019,952.3773
Iran,IRN,2020,917.40454
Iran,IRN,2021,956.2913
Iran,IRN,2022,993.27795
Iran,IRN,2023,972.7815
Iraq,IRQ,1965,18.0648
Iraq,IRQ,1966,19.331001
Iraq,IRQ,1967,20.708927
Iraq,IRQ,1968,22.232122
Iraq,IRQ,1969,23.810186
Iraq,IRQ,1970,31.23763
Iraq,IRQ,1971,33.480137
Iraq,IRQ,1972,40.729267
Iraq,IRQ,1973,39.85893
Iraq,IRQ,1974,39.219147
Iraq,IRQ,1975,39.173504
Iraq,IRQ,1976,47.936947
Iraq,IRQ,1977,56.694485
Iraq,IRQ,1978,60.07625
Iraq,IRQ,1979,72.68304
Iraq,IRQ,1980,87.15146
Iraq,IRQ,1981,87.05761
Iraq,IRQ,1982,89.89552
Iraq,IRQ,1983,106.477165
Iraq,IRQ,1984,117.48462
Iraq,IRQ,1985,133.38356
Iraq,IRQ,1986,148.50926
Iraq,IRQ,1987,151.35135
Iraq,IRQ,1988,164.53358
Iraq,IRQ,1989,186.97928
Iraq,IRQ,1990,186.16296
Iraq,IRQ,1991,127.15833
Iraq,IRQ,1992,201.08778
Iraq,IRQ,1993,273.90445
Iraq,IRQ,1994,309.48993
Iraq,IRQ,1995,305.56332
Iraq,IRQ,1996,307.1631
Iraq,IRQ,1997,374.81793
Iraq,IRQ,1998,271.4229
Iraq,IRQ,1999,188.5472
Iraq,IRQ,2000,283.2851
Iraq,IRQ,2001,323.3524
Iraq,IRQ,2002,306.8657
Iraq,IRQ,2003,275.46033
Iraq,IRQ,2004,299.9746
Iraq,IRQ,2005,280.5345
Iraq,IRQ,2006,271.7063
Iraq,IRQ,2007,243.83777
Iraq,IRQ,2008,273.0975
Iraq,IRQ,2009,263.0821
Iraq,IRQ,2010,298.52698
Iraq,IRQ,2011,318.91122
Iraq,IRQ,2012,351.10657
Iraq,IRQ,2013,386.71225
Iraq,IRQ,2014,372.06128
Iraq,IRQ,2015,367.07346
Iraq,IRQ,2016,377.21735
Iraq,IRQ,2017,447.19293
Iraq,IRQ,2018,438.68192
Iraq,IRQ,2019,430.65488
Iraq,IRQ,2020,375.08984
Iraq,IRQ,2021,418.79456
Iraq,IRQ,2022,472.0143
Iraq,IRQ,2023,500.80823
Ireland,IRL,1965,28.522163
Ireland,IRL,1966,31.881552
Ireland,IRL,1967,35.69569
Ireland,IRL,1968,39.704014
Ireland,IRL,1969,43.153435
Ireland,IRL,1970,48.426376
Ireland,IRL,1971,53.493183
Ireland,IRL,1972,58.884476
Ireland,IRL,1973,63.811314
Ireland,IRL,1974,63.19731
Ireland,IRL,1975,61.815147
Ireland,IRL,1976,62.782482
Ireland,IRL,1977,66.95627
Ireland,IRL,1978,71.89355
Ireland,IRL,1979,75.46185
Ireland,IRL,1980,67.97169
Ireland,IRL,1981,60.38429
Ireland,IRL,1982,52.857914
Ireland,IRL,1983,48.004543
Ireland,IRL,1984,47.20721
Ireland,IRL,1985,47.078075
Ireland,IRL,1986,58.11852
Ireland,IRL,1987,51.009117
Ireland,IRL,1988,46.24905
Ireland,IRL,1989,47.584457
Ireland,IRL,1990,53.734264
Ireland,IRL,1991,59.26925
Ireland,IRL,1992,61.681023
Ireland,IRL,1993,62.44094
Ireland,IRL,1994,68.39255
Ireland,IRL,1995,69.824715
Ireland,IRL,1996,73.24784
Ireland,IRL,1997,78.033714
Ireland,IRL,1998,87.46068
Ireland,IRL,1999,98.69789
Ireland,IRL,2000,99.36095
Ireland,IRL,2001,106.500946
Ireland,IRL,2002,103.80246
Ireland,IRL,2003,101.32407
Ireland,IRL,2004,106.12375
Ireland,IRL,2005,111.53505
Ireland,IRL,2006,113.51547
Ireland,IRL,2007,112.17092
Ireland,IRL,2008,106.85292
Ireland,IRL,2009,91.39404
Ireland,IRL,2010,88.99752
Ireland,IRL,2011,83.32917
Ireland,IRL,2012,78.681206
Ireland,IRL,2013,79.802826
Ireland,IRL,2014,78.99451
Ireland,IRL,2015,81.82424
Ireland,IRL,2016,86.16183
Ireland,IRL,2017,85.46276
Ireland,IRL,2018,88.72634
Ireland,IRL,2019,88.71635
Ireland,IRL,2020,75.046776
Ireland,IRL,2021,81.74555
Ireland,IRL,2022,85.65837
Ireland,IRL,2023,84.66724
Israel,ISR,1965,40.27698
Israel,ISR,1966,41.695316
Israel,ISR,1967,50.674126
Israel,ISR,1968,51.30148
Israel,ISR,1969,58.12166
Israel,ISR,1970,62.26058
Israel,ISR,1971,70.908646
Israel,ISR,1972,67.1222
Israel,ISR,1973,72.303604
Israel,ISR,1974,72.49729
Israel,ISR,1975,74.56834
Israel,ISR,1976,76.48452
Israel,ISR,1977,80.34449
Israel,ISR,1978,87.7867
