Entity,Code,Year,Wind (% equivalent primary energy)
Croatia,HRV,2011,0.5870829
Croatia,HRV,2012,1.029058
Croatia,HRV,2013,1.4674499
Croatia,HRV,2014,2.0597708
Croatia,HRV,2015,2.355969
Croatia,HRV,2016,2.8662136
Croatia,HRV,2017,3.380543
Croatia,HRV,2018,3.5993154
Croatia,HRV,2019,4.036774
Croatia,HRV,2020,4.9454274
Croatia,HRV,2021,5.487693
Croatia,HRV,2022,5.982283
Croatia,HRV,2023,6.0329695
Czechia,CZE,1990,0
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0
Czechia,CZE,1994,0
Czechia,CZE,1995,0
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0
Czechia,CZE,2001,0.00012107814
Czechia,CZE,2002,0.0009594404
Czechia,CZE,2003,0.0021981285
Czechia,CZE,2004,0.0054048896
Czechia,CZE,2005,0.011726247
Czechia,CZE,2006,0.026535181
Czechia,CZE,2007,0.067543656
Czechia,CZE,2008,0.13385642
Czechia,CZE,2009,0.1632448
Czechia,CZE,2010,0.18128863
Czechia,CZE,2011,0.21817675
Czechia,CZE,2012,0.22828509
Czechia,CZE,2013,0.26714787
Czechia,CZE,2014,0.2689949
Czechia,CZE,2015,0.32759175
Czechia,CZE,2016,0.28648904
Czechia,CZE,2017,0.32062423
Czechia,CZE,2018,0.3296606
Czechia,CZE,2019,0.38611662
Czechia,CZE,2020,0.4148509
Czechia,CZE,2021,0.33748984
Czechia,CZE,2022,0.36689067
Czechia,CZE,2023,0.43036035
Denmark,DNK,1983,0.042150825
Denmark,DNK,1984,0.05078927
Denmark,DNK,1985,0.06977879
Denmark,DNK,1986,0.16681276
Denmark,DNK,1987,0.23943487
Denmark,DNK,1988,0.40627816
Denmark,DNK,1989,0.6469255
Denmark,DNK,1990,0.8935637
Denmark,DNK,1991,0.9398467
Denmark,DNK,1992,1.2408856
Denmark,DNK,1993,1.3221222
Denmark,DNK,1994,1.3553784
Denmark,DNK,1995,1.4289746
Denmark,DNK,1996,1.2514896
Denmark,DNK,1997,2.174697
Denmark,DNK,1998,3.2868345
Denmark,DNK,1999,3.64022
Denmark,DNK,2000,5.302391
Denmark,DNK,2001,5.332754
Denmark,DNK,2002,6.0125237
Denmark,DNK,2003,6.3185363
Denmark,DNK,2004,7.8502374
Denmark,DNK,2005,8.1067
Denmark,DNK,2006,6.802694
Denmark,DNK,2007,8.330874
Denmark,DNK,2008,8.288563
Denmark,DNK,2009,8.499925
Denmark,DNK,2010,9.1855135
Denmark,DNK,2011,12.202122
Denmark,DNK,2012,13.720052
Denmark,DNK,2013,14.319902
Denmark,DNK,2014,17.405352
Denmark,DNK,2015,19.128082
Denmark,DNK,2016,16.972681
Denmark,DNK,2017,19.377686
Denmark,DNK,2018,18.37952
Denmark,DNK,2019,21.714567
Denmark,DNK,2020,24.3011
Denmark,DNK,2021,22.17612
Denmark,DNK,2022,25.14629
Denmark,DNK,2023,25.767431
Eastern Africa (EI),,1971,0
Eastern Africa (EI),,1972,0
Eastern Africa (EI),,1973,0
Eastern Africa (EI),,1974,0
Eastern Africa (EI),,1975,0
Eastern Africa (EI),,1976,0
Eastern Africa (EI),,1977,0
Eastern Africa (EI),,1978,0
Eastern Africa (EI),,1979,0
Eastern Africa (EI),,1980,0
Eastern Africa (EI),,1981,0
Eastern Africa (EI),,1982,0
Eastern Africa (EI),,1983,0
Eastern Africa (EI),,1984,0
Eastern Africa (EI),,1985,0
Eastern Africa (EI),,1986,0
Eastern Africa (EI),,1987,0
Eastern Africa (EI),,1988,0
Eastern Africa (EI),,1989,0
Eastern Africa (EI),,1990,0
Eastern Africa (EI),,1991,0
Eastern Africa (EI),,1992,0
Eastern Africa (EI),,1993,0
Eastern Africa (EI),,1994,0
Eastern Africa (EI),,1995,0
Eastern Africa (EI),,1996,0
Eastern Africa (EI),,1997,0
Eastern Africa (EI),,1998,0
Eastern Africa (EI),,1999,0
Eastern Africa (EI),,2000,0.000104053186
Eastern Africa (EI),,2001,0
Eastern Africa (EI),,2002,0.00027936284
Eastern Africa (EI),,2003,0.00036729692
Eastern Africa (EI),,2004,0.00077177776
Eastern Africa (EI),,2005,0.0010620774
Eastern Africa (EI),,2006,0.003767696
Eastern Africa (EI),,2007,0.008153299
Eastern Africa (EI),,2008,0.011925422
Eastern Africa (EI),,2009,0.018481646
Eastern Africa (EI),,2010,0.024142137
Eastern Africa (EI),,2011,0.020578308
Eastern Africa (EI),,2012,0.08834995
Eastern Africa (EI),,2013,0.16495556
Eastern Africa (EI),,2014,0.20961978
Eastern Africa (EI),,2015,0.35330766
Eastern Africa (EI),,2016,0.4075741
Eastern Africa (EI),,2017,0.3376358
Eastern Africa (EI),,2018,0.34583732
Eastern Africa (EI),,2019,0.89364636
Eastern Africa (EI),,2020,0.81706345
Eastern Africa (EI),,2021,1.0239736
Eastern Africa (EI),,2022,1.1009673
Eastern Africa (EI),,2023,0.9878111
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0.002026444
Ecuador,ECU,2008,0.005260743
Ecuador,ECU,2009,0.0064010536
Ecuador,ECU,2010,0.0061430726
Ecuador,ECU,2011,0.005604068
Ecuador,ECU,2012,0.0037808525
Ecuador,ECU,2013,0.08608985
Ecuador,ECU,2014,0.11456652
Ecuador,ECU,2015,0.14149867
Ecuador,ECU,2016,0.11993394
Ecuador,ECU,2017,0.10011732
Ecuador,ECU,2018,0.102887906
Ecuador,ECU,2019,0.106678344
Ecuador,ECU,2020,0.110731855
Ecuador,ECU,2021,0.07632297
Ecuador,ECU,2022,0.07093486
Ecuador,ECU,2023,0.2312409
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0.0066091693
Egypt,EGY,2000,0.041868735
Egypt,EGY,2001,0.088631704
Egypt,EGY,2002,0.10164011
Egypt,EGY,2003,0.12839726
Egypt,EGY,2004,0.21295945
Egypt,EGY,2005,0.20883965
Egypt,EGY,2006,0.2337142
Egypt,EGY,2007,0.2387418
Egypt,EGY,2008,0.31410304
Egypt,EGY,2009,0.33615878
Egypt,EGY,2010,0.4369498
Egypt,EGY,2011,0.4379589
Egypt,EGY,2012,0.37389174
Egypt,EGY,2013,0.4414863
Egypt,EGY,2014,0.28954068
Egypt,EGY,2015,0.5226838
Egypt,EGY,2016,0.62275857
Egypt,EGY,2017,0.5243259
Egypt,EGY,2018,0.7377373
Egypt,EGY,2019,1.24881
Egypt,EGY,2020,1.3893508
Egypt,EGY,2021,1.3556328
Egypt,EGY,2022,1.2990946
Egypt,EGY,2023,1.3624953
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0.0070935073
Estonia,EST,2003,0.028162982
Estonia,EST,2004,0.034162767
Estonia,EST,2005,0.23941791
Estonia,EST,2006,0.34092867
Estonia,EST,2007,0.34892094
Estonia,EST,2008,0.55078065
Estonia,EST,2009,0.9273026
Estonia,EST,2010,1.0510881
Estonia,EST,2011,1.3913751
Estonia,EST,2012,1.6193151
Estonia,EST,2013,1.861197
Estonia,EST,2014,2.206395
Estonia,EST,2015,2.8057353
Estonia,EST,2016,2.2471626
Estonia,EST,2017,2.451584
Estonia,EST,2018,2.1606371
Estonia,EST,2019,2.8854272
Estonia,EST,2020,3.773988
Estonia,EST,2021,3.1152334
Estonia,EST,2022,2.7472951
Estonia,EST,2023,3.2558565
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0.000027376886
Europe,,1979,0.000052941472
Europe,,1980,0.00009324904
Europe,,1981,0.000093925846
Europe,,1982,0.00016573956
Europe,,1983,0.00026594207
Europe,,1984,0.00032737188
Europe,,1985,0.00050797395
Europe,,1986,0.0011619349
Europe,,1987,0.0016225124
Europe,,1988,0.0027714898
Europe,,1989,0.004340902
Europe,,1990,0.006568204
Europe,,1991,0.008349984
Europe,,1992,0.013576818
Europe,,1993,0.02100969
Europe,,1994,0.028540531
Europe,,1995,0.037052076
Europe,,1996,0.045941524
Europe,,1997,0.07056159
Europe,,1998,0.107472785
Europe,,1999,0.13696913
Europe,,2000,0.21306385
Europe,,2001,0.25036132
Europe,,2002,0.33932686
Europe,,2003,0.40836236
Europe,,2004,0.53351533
Europe,,2005,0.6332139
Europe,,2006,0.72578716
Europe,,2007,0.9218736
Europe,,2008,1.0500834
Europe,,2009,1.2318505
Europe,,2010,1.316762
Europe,,2011,1.6046565
Europe,,2012,1.8348085
Europe,,2013,2.1194816
Europe,,2014,2.3141031
Europe,,2015,2.7644117
Europe,,2016,2.7153425
Europe,,2017,3.1907644
Europe,,2018,3.285045
Europe,,2019,3.7984445
Europe,,2020,4.5083737
Europe,,2021,4.15323
Europe,,2022,4.704701
Europe,,2023,5.300848
Europe (EI),,1965,0
Europe (EI),,1966,0
Europe (EI),,1967,0
Europe (EI),,1968,0
Europe (EI),,1969,0
Europe (EI),,1970,0
Europe (EI),,1971,0
Europe (EI),,1972,0
Europe (EI),,1973,0
Europe (EI),,1974,0
Europe (EI),,1975,0
Europe (EI),,1976,0
Europe (EI),,1977,0
Europe (EI),,1978,0.000044572636
Europe (EI),,1979,0.00008594604
Europe (EI),,1980,0.00015413944
Europe (EI),,1981,0.00015825519
Europe (EI),,1982,0.00028411072
Europe (EI),,1983,0.00045806824
Europe (EI),,1984,0.00056644523
Europe (EI),,1985,0.000712071
Europe (EI),,1986,0.0016304295
Europe (EI),,1987,0.002280751
Europe (EI),,1988,0.0038986404
Europe (EI),,1989,0.006118946
Europe (EI),,1990,0.00917891
Europe (EI),,1991,0.011652605
Europe (EI),,1992,0.018863136
Europe (EI),,1993,0.028650653
Europe (EI),,1994,0.038129963
Europe (EI),,1995,0.048390273
Europe (EI),,1996,0.05900331
Europe (EI),,1997,0.08943447
Europe (EI),,1998,0.13589868
Europe (EI),,1999,0.17414203
Europe (EI),,2000,0.27089068
Europe (EI),,2001,0.31981874
Europe (EI),,2002,0.43201196
Europe (EI),,2003,0.51968074
Europe (EI),,2004,0.6771757
Europe (EI),,2005,0.80195534
Europe (EI),,2006,0.9253135
Europe (EI),,2007,1.1780771
Europe (EI),,2008,1.349913
Europe (EI),,2009,1.589777
Europe (EI),,2010,1.7130053
Europe (EI),,2011,2.1236603
Europe (EI),,2012,2.433572
Europe (EI),,2013,2.8152044
Europe (EI),,2014,3.103223
Europe (EI),,2015,3.679159
Europe (EI),,2016,3.6573915
Europe (EI),,2017,4.270207
Europe (EI),,2018,4.4553494
Europe (EI),,2019,5.136016
Europe (EI),,2020,6.1307745
Europe (EI),,2021,5.6837773
Europe (EI),,2022,6.5448523
Europe (EI),,2023,7.3774858
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0.000055535544
European Union (27),,1979,0.000107194384
European Union (27),,1980,0.00019065873
European Union (27),,1981,0.0001964355
European Union (27),,1982,0.00035441387
European Union (27),,1983,0.0005742131
European Union (27),,1984,0.0007071137
European Union (27),,1985,0.0010107171
European Union (27),,1986,0.0023194477
European Union (27),,1987,0.0032431425
European Union (27),,1988,0.0055575455
European Union (27),,1989,0.008513931
European Union (27),,1990,0.013061905
European Union (27),,1991,0.016480254
European Union (27),,1992,0.025972547
European Union (27),,1993,0.03603136
European Union (27),,1994,0.04606506
European Union (27),,1995,0.05916919
European Union (27),,1996,0.07177009
European Union (27),,1997,0.110123396
European Union (27),,1998,0.16938993
European Union (27),,1999,0.22086903
European Union (27),,2000,0.35146913
European Union (27),,2001,0.41367257
European Union (27),,2002,0.5608545
European Union (27),,2003,0.6757723
European Union (27),,2004,0.8791796
European Union (27),,2005,1.0340514
European Union (27),,2006,1.1802496
European Union (27),,2007,1.5064583
European Union (27),,2008,1.7032495
European Union (27),,2009,1.9770179
European Union (27),,2010,2.1139576
European Union (27),,2011,2.5621455
European Union (27),,2012,2.927365
European Union (27),,2013,3.2765913
European Union (27),,2014,3.5565774
European Union (27),,2015,4.1564507
European Union (27),,2016,4.145625
European Union (27),,2017,4.749769
European Union (27),,2018,4.862047
European Union (27),,2019,5.600083
European Union (27),,2020,6.5864434
European Union (27),,2021,6.053099
European Union (27),,2022,6.830274
European Union (27),,2023,7.968945
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1992,0.0017938789
Finland,FIN,1993,0.0035571607
Finland,FIN,1994,0.005930389
Finland,FIN,1995,0.009775494
Finland,FIN,1996,0.009360844
Finland,FIN,1997,0.0142655
Finland,FIN,1998,0.018671757
Finland,FIN,1999,0.04056918
Finland,FIN,2000,0.064226955
Finland,FIN,2001,0.05605038
Finland,FIN,2002,0.05065658
Finland,FIN,2003,0.06829393
Finland,FIN,2004,0.088184595
Finland,FIN,2005,0.13609771
Finland,FIN,2006,0.11547523
Finland,FIN,2007,0.1393922
Finland,FIN,2008,0.19866626
Finland,FIN,2009,0.22635774
Finland,FIN,2010,0.22001635
Finland,FIN,2011,0.3795113
Finland,FIN,2012,0.39811036
Finland,FIN,2013,0.61691946
Finland,FIN,2014,0.90940845
Finland,FIN,2015,1.905637
Finland,FIN,2016,2.4584467
Finland,FIN,2017,3.899993
Finland,FIN,2018,4.6272097
Finland,FIN,2019,4.8568645
Finland,FIN,2020,6.9061317
Finland,FIN,2021,6.9421754
Finland,FIN,2022,9.772358
Finland,FIN,2023,11.7592945
France,FRA,1990,0.000030300134
France,FRA,1991,0.000051081963
France,FRA,1992,0.000050657196
France,FRA,1993,0.0002488963
France,FRA,1994,0.00049241947
France,FRA,1995,0.0004799891
France,FRA,1996,0.00072936545
France,FRA,1997,0.0011095827
France,FRA,1998,0.0018982169
France,FRA,1999,0.0035491746
France,FRA,2000,0.004552267
France,FRA,2001,0.012244498
France,FRA,2002,0.02479997
France,FRA,2003,0.035687692
France,FRA,2004,0.053915504
France,FRA,2005,0.08733465
France,FRA,2006,0.19842796
France,FRA,2007,0.3741614
France,FRA,2008,0.5186799
France,FRA,2009,0.759595
France,FRA,2010,0.91972715
France,FRA,2011,1.1725432
France,FRA,2012,1.4314002
France,FRA,2013,1.4963275
France,FRA,2014,1.6708996
France,FRA,2015,2.0372024
France,FRA,2016,2.0626724
France,FRA,2017,2.3709548
France,FRA,2018,2.7065647
France,FRA,2019,3.3428478
France,FRA,2020,4.2958627
France,FRA,2021,3.7307768
France,FRA,2022,4.2990565
France,FRA,2023,5.6463585
Germany,DEU,1986,0.000069500005
Germany,DEU,1987,0.00013781697
Germany,DEU,1988,0.0005494009
Germany,DEU,1989,0.0018046536
Germany,DEU,1990,0.00500749
Germany,DEU,1991,0.0072286655
Germany,DEU,1992,0.020281952
Germany,DEU,1993,0.044449
Germany,DEU,1994,0.067976385
Germany,DEU,1995,0.111590244
Germany,DEU,1996,0.1463426
Germany,DEU,1997,0.21638353
Germany,DEU,1998,0.3302274
Germany,DEU,1999,0.4124129
Germany,DEU,2000,0.70436645
Germany,DEU,2001,0.7592492
Germany,DEU,2002,1.1495706
Germany,DEU,2003,1.3802537
Germany,DEU,2004,1.869818
Germany,DEU,2005,2.0069587
Germany,DEU,2006,2.1940167
Germany,DEU,2007,2.941844
Germany,DEU,2008,2.9556322
Germany,DEU,2009,2.9816737
Germany,DEU,2010,2.7810247
Germany,DEU,2011,3.706646
Germany,DEU,2012,3.766783
Germany,DEU,2013,3.7153862
Germany,DEU,2014,4.271004
Germany,DEU,2015,5.7425613
Germany,DEU,2016,5.5697584
Germany,DEU,2017,7.2343135
Germany,DEU,2018,7.6801667
Germany,DEU,2019,8.981528
Germany,DEU,2020,10.074041
Germany,DEU,2021,8.463459
Germany,DEU,2022,9.534489
Germany,DEU,2023,11.646309
Greece,GRC,1987,0.0012214956
Greece,GRC,1988,0.0011568833
Greece,GRC,1989,0.0010672404
Greece,GRC,1990,0.0020583766
Greece,GRC,1991,0.00202893
Greece,GRC,1992,0.007975201
Greece,GRC,1993,0.046244375
Greece,GRC,1994,0.03579616
Greece,GRC,1995,0.03173592
Greece,GRC,1996,0.03459524
Greece,GRC,1997,0.031867582
Greece,GRC,1998,0.05834413
Greece,GRC,1999,0.13505094
Greece,GRC,2000,0.35748416
Greece,GRC,2001,0.5906432
Greece,GRC,2002,0.50486445
Greece,GRC,2003,0.7433862
Greece,GRC,2004,0.8109975
Greece,GRC,2005,0.9074875
Greece,GRC,2006,1.1756085
Greece,GRC,2007,1.225852
Greece,GRC,2008,1.5307043
Greece,GRC,2009,1.791601
Greece,GRC,2010,1.9904869
Greece,GRC,2011,2.4632227
Greece,GRC,2012,3.0222795
Greece,GRC,2013,3.4361136
Greece,GRC,2014,3.2453327
Greece,GRC,2015,3.992093
Greece,GRC,2016,4.487325
Greece,GRC,2017,4.573448
Greece,GRC,2018,5.1436357
Greece,GRC,2019,6.0443854
Greece,GRC,2020,8.828484
Greece,GRC,2021,9.066874
Greece,GRC,2022,9.026637
Greece,GRC,2023,9.3747425
High-income countries,,1965,0
High-income countries,,1966,0
High-income countries,,1967,0
High-income countries,,1968,0
High-income countries,,1969,0
High-income countries,,1970,0
High-income countries,,1971,0
High-income countries,,1972,0
High-income countries,,1973,0
High-income countries,,1974,0
High-income countries,,1975,0
High-income countries,,1976,0
High-income countries,,1977,0
High-income countries,,1978,0.000017828717
High-income countries,,1979,0.000034712924
High-income countries,,1980,0.00006252715
High-income countries,,1981,0.00006388173
High-income countries,,1982,0.00011573618
High-income countries,,1983,0.00020383636
High-income countries,,1984,0.00026661681
High-income countries,,1985,0.00037326297
High-income countries,,1986,0.0007941802
High-income countries,,1987,0.0010845022
High-income countries,,1988,0.001777985
High-income countries,,1989,0.01395251
High-income countries,,1990,0.018860925
High-income countries,,1991,0.020579187
High-income countries,,1992,0.023197293
High-income countries,,1993,0.027305555
High-income countries,,1994,0.032465886
High-income countries,,1995,0.034534544
High-income countries,,1996,0.03838422
High-income countries,,1997,0.049721066
High-income countries,,1998,0.06629515
High-income countries,,1999,0.08671067
High-income countries,,2000,0.1279959
High-income countries,,2001,0.15406257
High-income countries,,2002,0.21155207
High-income countries,,2003,0.25139698
High-income countries,,2004,0.32400197
High-income countries,,2005,0.39134863
High-income countries,,2006,0.48256958
High-income countries,,2007,0.60752296
High-income countries,,2008,0.7612987
High-income countries,,2009,0.9481798
High-income countries,,2010,1.0648552
High-income countries,,2011,1.3143289
High-income countries,,2012,1.516123
High-income countries,,2013,1.7266223
High-income countries,,2014,1.8507693
High-income countries,,2015,2.127966
High-income countries,,2016,2.2686563
High-income countries,,2017,2.5770242
High-income countries,,2018,2.6845407
High-income countries,,2019,3.0063815
High-income countries,,2020,3.6123502
High-income countries,,2021,3.5592873
High-income countries,,2022,3.9768462
High-income countries,,2023,4.232301
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2008,0.00080172904
Hong Kong,HKG,2009,0.0009937222
Hong Kong,HKG,2010,0.0008996287
Hong Kong,HKG,2011,0.0007270834
Hong Kong,HKG,2012,0.00091227365
Hong Kong,HKG,2013,0.00070100185
Hong Kong,HKG,2014,0.000768641
Hong Kong,HKG,2015,0.0006690128
Hong Kong,HKG,2016,0.00039310294
Hong Kong,HKG,2017,0.0007739328
Hong Kong,HKG,2018,0.0005093906
Hong Kong,HKG,2019,0.0005355418
Hong Kong,HKG,2020,0.0008147627
Hong Kong,HKG,2021,0.00089369377
Hong Kong,HKG,2022,0.000993747
Hong Kong,HKG,2023,0.000858022
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0.0010213231
Hungary,HUN,2002,0.0010390554
Hungary,HUN,2003,0.004079123
Hungary,HUN,2004,0.0059841867
Hungary,HUN,2005,0.009294475
Hungary,HUN,2006,0.040505957
Hungary,HUN,2007,0.104345344
Hungary,HUN,2008,0.19600843
Hungary,HUN,2009,0.3389905
Hungary,HUN,2010,0.52648944
Hungary,HUN,2011,0.6408714
Hungary,HUN,2012,0.8420525
Hungary,HUN,2013,0.82195413
Hungary,HUN,2014,0.74648094
Hungary,HUN,2015,0.7434004
Hungary,HUN,2016,0.7166854
Hungary,HUN,2017,0.7490928
Hungary,HUN,2018,0.5921612
Hungary,HUN,2019,0.6990456
Hungary,HUN,2020,0.6363469
Hungary,HUN,2021,0.6118762
Hungary,HUN,2022,0.5955998
Hungary,HUN,2023,0.66174036
Iceland,ISL,2007,0
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0.0038947186
India,IND,1991,0.013752881
India,IND,1992,0.010247868
India,IND,1993,0.010711288
India,IND,1994,0.020514613
India,IND,1995,0.049544312
India,IND,1996,0.08428524
India,IND,1997,0.08983691
India,IND,1998,0.092494406
India,IND,1999,0.12056879
India,IND,2000,0.12556922
India,IND,2001,0.1637395
India,IND,2002,0.15722218
India,IND,2003,0.18842259
India,IND,2004,0.3459471
India,IND,2005,0.37224737
India,IND,2006,0.5472529
India,IND,2007,0.6269649
India,IND,2008,0.7245292
India,IND,2009,0.7583667
India,IND,2010,0.863861
India,IND,2011,1.002312
India,IND,2012,1.0824842
India,IND,2013,1.139238
India,IND,2014,1.1825752
India,IND,2015,1.111919
India,IND,2016,1.4040428
India,IND,2017,1.628485
India,IND,2018,1.7557806
India,IND,2019,1.7912236
India,IND,2020,1.7976109
India,IND,2021,1.8589377
India,IND,2022,1.8075215
India,IND,2023,1.9679596
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0.0000036587003
Indonesia,IDN,2008,0.000048525402
Indonesia,IDN,2009,0.0006381113
Indonesia,IDN,2010,0.00058119465
Indonesia,IDN,2011,0.0007045467
Indonesia,IDN,2012,0.00066675857
Indonesia,IDN,2013,0.000015058996
Indonesia,IDN,2014,0
Indonesia,IDN,2015,0.0005339476
Indonesia,IDN,2016,0.00080304954
Indonesia,IDN,2017,0
Indonesia,IDN,2018,0.023360707
Indonesia,IDN,2019,0.05547896
Indonesia,IDN,2020,0.057653874
Indonesia,IDN,2021,0.051646806
Indonesia,IDN,2022,0.033249717
Indonesia,IDN,2023,0.044501215
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0.0077723935
Iran,IRN,2000,0.007728231
Iran,IRN,2001,0.0066349823
Iran,IRN,2002,0.005437919
Iran,IRN,2003,0.0048329667
Iran,IRN,2004,0.007282948
Iran,IRN,2005,0.01046313
Iran,IRN,2006,0.016815266
Iran,IRN,2007,0.017675841
Iran,IRN,2008,0.023681555
Iran,IRN,2009,0.026550418
Iran,IRN,2010,0.019297948
Iran,IRN,2011,0.023138812
Iran,IRN,2012,0.03041107
Iran,IRN,2013,0.02250601
Iran,IRN,2014,0.019567883
Iran,IRN,2015,0.01387909
Iran,IRN,2016,0.014476504
Iran,IRN,2017,0.028253648
Iran,IRN,2018,0.0640939
Iran,IRN,2019,0.058308475
Iran,IRN,2020,0.08728575
Iran,IRN,2021,0.08905767
Iran,IRN,2022,0.093742885
Iran,IRN,2023,0.09784063
Iraq,IRQ,2017,0
Iraq,IRQ,2018,0
Iraq,IRQ,2019,0
Ireland,IRL,1990,0
Ireland,IRL,1991,0
Ireland,IRL,1992,0.012020616
Ireland,IRL,1993,0.03531335
Ireland,IRL,1994,0.042916372
Ireland,IRL,1995,0.03541387
Ireland,IRL,1996,0.029357808
Ireland,IRL,1997,0.10147252
Ireland,IRL,1998,0.31875238
Ireland,IRL,1999,0.33409816
Ireland,IRL,2000,0.41629082
Ireland,IRL,2001,0.53579247
Ireland,IRL,2002,0.6245861
Ireland,IRL,2003,0.7446189
Ireland,IRL,2004,1.0466855
Ireland,IRL,2005,1.6922802
Ireland,IRL,2006,2.375876
Ireland,IRL,2007,2.806813
Ireland,IRL,2008,3.4491951
Ireland,IRL,2009,4.673849
Ireland,IRL,2010,4.382331
Ireland,IRL,2011,7.0984564
Ireland,IRL,2012,6.5674715
Ireland,IRL,2013,7.5030007
Ireland,IRL,2014,8.463798
Ireland,IRL,2015,10.179854
Ireland,IRL,2016,9.059722
Ireland,IRL,2017,10.861001
Ireland,IRL,2018,12.258235
Ireland,IRL,2019,14.096548
Ireland,IRL,2020,17.226645
Ireland,IRL,2021,14.258811
